Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Landorus-Therian,24.53356,30126,9.957
2,Tapu Lele,23.322,23987,7.928
3,Tapu Koko,20.0564,37899,12.526
4,Tapu Fini,19.72301,19188,6.342
5,Heatran,13.92181,16226,5.363
6,Salamence-Mega,13.04456,11168,3.691
7,Hoopa-Unbound,11.58764,8732,2.886
8,Charizard-Mega-Y,11.52262,28472,9.41
9,Aegislash,11.20807,16986,5.614
10,Zapdos,10.97869,14629,4.835
11,Pelipper,10.66742,23786,7.862
12,Celesteela,10.65219,20321,6.716
13,Tyranitar,10.47253,16269,5.377
14,Metagross-Mega,9.88694,9849,3.255
15,Snorlax,8.60952,15905,5.257
16,Deoxys-Attack,8.54372,7922,2.618
17,Zygarde,8.41659,7185,2.375
18,Volcarona,8.28174,19193,6.344
19,Milotic,8.17136,13088,4.326
20,Ferrothorn,7.78432,16166,5.343
21,Amoonguss,7.17513,11140,3.682
22,Porygon2,7.16558,14784,4.886
23,Kingdra,7.14406,13665,4.516
24,Marowak-Alola,6.60092,20710,6.845
25,Diancie,6.48965,6518,2.154
26,Arcanine,6.48307,24303,8.032
27,Tapu Bulu,6.42924,10979,3.629
28,Kartana,6.23968,17011,5.622
29,Swampert-Mega,6.13073,13676,4.52
30,Gengar-Mega,6.03575,7917,2.617
31,Mimikyu,5.96437,19980,6.604
32,Garchomp,5.90034,24935,8.241
33,Excadrill,5.7737,12136,4.011
34,Weavile,5.55457,12772,4.221
35,Politoed,5.2998,15768,5.212
36,Scrafty,5.10945,5302,1.752
37,Mawile-Mega,5.04165,9167,3.03
38,Volcanion,4.92531,8881,2.935
39,Cresselia,4.83936,8436,2.788
40,Oranguru,4.82162,18271,6.039
41,Ninetales-Alola,4.63415,15098,4.99
42,Smeargle,4.27022,7105,2.348
43,Togekiss,4.0257,12037,3.978
44,Ludicolo,3.9922,7617,2.518
45,Suicune,3.89309,4106,1.357
46,Abomasnow-Mega,3.86515,5998,1.982
47,Gastrodon,3.66974,13669,4.518
48,Muk-Alola,3.64408,14721,4.865
49,Araquanid,3.48098,10588,3.499
50,Mew,3.28005,6762,2.235
51,Terrakion,3.26159,5546,1.833
52,Torkoal,3.19041,9735,3.218
53,Gigalith,3.14404,5136,1.698
54,Pheromosa,3.06835,6589,2.178
55,Victini,3.06285,3928,1.298
56,Kyurem-Black,3.01487,3429,1.133
57,Raichu,2.99747,6464,2.136
58,Shaymin-Sky,2.99435,4917,1.625
59,Whimsicott,2.90043,13234,4.374
60,Sceptile-Mega,2.85297,15325,5.065
61,Thundurus-Therian,2.57266,6911,2.284
62,Genesect,2.53305,2780,0.919
63,Venusaur-Mega,2.53054,10551,3.487
64,Rotom-Wash,2.48971,10186,3.367
65,Drampa,2.48933,4447,1.47
66,Azumarill,2.32032,9695,3.204
67,Greninja,2.31572,14370,4.749
68,Bronzong,2.29214,6627,2.19
69,Hitmontop,2.23202,3358,1.11
70,Raichu-Alola,2.20689,8748,2.891
71,Porygon-Z,2.20366,7323,2.42
72,Sylveon,2.19804,8045,2.659
73,Machamp,2.07014,3891,1.286
74,Greninja-Ash,2.06058,14355,4.745
75,Gyarados-Mega,2.05412,6061,2.003
76,Xurkitree,2.01175,7502,2.48
77,Dusclops,1.9616,3771,1.246
78,Bisharp,1.83976,5879,1.943
79,Cradily,1.83908,4997,1.652
80,Scizor-Mega,1.81393,5937,1.962
81,Infernape,1.79502,7117,2.352
82,Gyarados,1.72734,6692,2.212
83,Tyranitar-Mega,1.7047,5433,1.796
84,Darkrai,1.6616,2679,0.885
85,Aerodactyl-Mega,1.64752,5237,1.731
86,Venusaur,1.61145,6969,2.303
87,Hariyama,1.5961,2053,0.679
88,Goodra,1.53018,6679,2.207
89,Nihilego,1.4641,4808,1.589
90,Hydreigon,1.45169,4164,1.376
91,Thundurus,1.44527,3965,1.31
92,Hippowdon,1.40226,3595,1.188
93,Medicham-Mega,1.36365,5348,1.768
94,Aron,1.34597,1022,0.338
95,Landorus,1.29359,2093,0.692
96,Breloom,1.28749,4906,1.621
97,Golisopod,1.26042,2751,0.909
98,Vikavolt,1.24347,3880,1.282
99,Keldeo,1.23968,2133,0.705
100,Chandelure,1.20505,6811,2.251
101,Ninetales,1.16786,8085,2.672
102,Blastoise-Mega,1.15191,4829,1.596
103,Cofagrigus,1.14113,3972,1.313
104,Metagross,1.09047,5687,1.88
105,Mamoswine,1.08939,4160,1.375
106,Serperior,1.08015,9183,3.035
107,Slowbro-Mega,1.07386,3804,1.257
108,Gengar,1.06364,7445,2.461
109,Comfey,1.06011,9116,3.013
110,Rhydon,1.02211,1275,0.421
111,Clefable,1.01784,9375,3.099
112,Blaziken,1.01092,5213,1.723
113,Togedemaru,1.00192,4020,1.329
