Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Incineroar,31.8891,42880,13.386
2,Tapu Lele,24.42155,25843,8.067
3,Landorus-Therian,23.75745,42936,13.403
4,Tapu Fini,20.10646,25761,8.042
5,Tapu Koko,18.99904,35708,11.147
6,Metagross-Mega,17.73558,19329,6.034
7,Kartana,11.53859,19724,6.157
8,Kommo-o,11.13204,16585,5.177
9,Tapu Bulu,10.9427,15009,4.685
10,Zapdos,10.87597,23020,7.186
11,Amoonguss,10.6038,19748,6.165
12,Zygarde,10.18566,12409,3.874
13,Hoopa-Unbound,10.09477,8545,2.667
14,Charizard-Mega-Y,9.92645,29259,9.134
15,Mew,8.04848,13456,4.201
16,Pelipper,7.86121,22097,6.898
17,Stakataka,7.33136,9790,3.056
18,Volcanion,7.27238,9551,2.982
19,Diancie,7.24217,6318,1.972
20,Ferrothorn,7.12952,18987,5.927
21,Camerupt-Mega,6.98797,11546,3.604
22,Porygon2,6.80374,12499,3.902
23,Victini,6.57227,9675,3.02
24,Milotic,6.35849,19724,6.157
25,Genesect,6.10338,7602,2.373
26,Salamence-Mega,6.1024,14179,4.426
27,Heatran,6.06934,14008,4.373
28,Aegislash,6.01491,16351,5.104
29,Gastrodon,5.71837,16399,5.119
30,Tyranitar,5.61924,16365,5.109
31,Kyurem-Black,5.61474,9108,2.843
32,Mimikyu,5.38749,15391,4.805
33,Scrafty,5.36467,8934,2.789
34,Swampert-Mega,5.23489,17245,5.383
35,Manectric-Mega,5.06445,8263,2.579
36,Volcarona,5.02853,16131,5.036
37,Deoxys-Attack,4.89969,7200,2.248
38,Whimsicott,4.86758,16219,5.063
39,Bronzong,4.66219,8850,2.763
40,Oranguru,4.65955,14819,4.626
41,Cresselia,4.52785,12702,3.965
42,Tyranitar-Mega,4.46087,8998,2.809
43,Celesteela,4.38592,14668,4.579
44,Suicune,4.32383,5987,1.869
45,Garchomp,4.30748,16287,5.084
46,Excadrill,4.29441,11292,3.525
47,Ninetales-Alola,4.2024,15513,4.843
48,Togedemaru,4.08573,4801,1.499
49,Gardevoir-Mega,3.81916,8692,2.713
50,Gyarados,3.72568,8713,2.72
51,Kingdra,3.58098,11791,3.681
52,Politoed,3.5394,12474,3.894
53,Torkoal,3.52626,7567,2.362
54,Mawile-Mega,3.52548,6864,2.143
55,Diancie-Mega,3.35145,6567,2.05
56,Zeraora,3.14043,13458,4.201
57,Bruxish,3.11683,3577,1.117
58,Smeargle,2.96274,7365,2.299
59,Weavile,2.92131,8862,2.766
60,Gothitelle,2.85635,4752,1.483
61,Necrozma,2.77404,1945,0.607
62,Scizor-Mega,2.74562,6125,1.912
63,Abomasnow-Mega,2.60899,4922,1.537
64,Serperior,2.5728,12446,3.885
65,Ludicolo,2.48498,8591,2.682
66,Araquanid,2.46807,5775,1.803
67,Raichu,2.2746,6778,2.116
68,Landorus,2.20008,2521,0.787
69,Infernape,2.17473,5896,1.841
70,Arcanine,2.16787,17724,5.533
71,Machamp,2.05991,3988,1.245
72,Hippowdon,2.01782,3396,1.06
73,Venusaur-Mega,2.00685,9707,3.03
74,Marowak-Alola,1.99634,6722,2.098
75,Rotom-Wash,1.95868,8047,2.512
76,Blaziken,1.89537,4311,1.346
77,Thundurus-Therian,1.89203,5786,1.806
78,Lurantis,1.89065,4117,1.285
79,Metagross,1.7824,6622,2.067
80,Shaymin-Sky,1.76229,3005,0.938
81,Hitmontop,1.52489,4326,1.35
82,Xurkitree,1.47994,5881,1.836
83,Tornadus,1.47591,1645,0.514
84,Togekiss,1.41909,12837,4.007
85,Greninja-Ash,1.38338,11059,3.452
86,Azumarill,1.37356,5823,1.818
87,Keldeo,1.36031,2775,0.866
88,Blacephalon,1.34863,5117,1.597
89,Raichu-Alola,1.34448,4966,1.55
90,Latias,1.33701,3102,0.968
91,Lucario-Mega,1.32526,5601,1.748
92,Terrakion,1.28998,4740,1.48
93,Sceptile-Mega,1.27407,12769,3.986
94,Drifblim,1.24148,1667,0.52
95,Bisharp,1.24033,5533,1.727
96,Gallade-Mega,1.21959,4600,1.436
97,Blastoise-Mega,1.18262,4678,1.46
98,Greninja,1.16668,10880,3.396
99,Gigalith,1.16138,3059,0.955
100,Gyarados-Mega,1.13624,5028,1.57
101,Blaziken-Mega,1.10688,4312,1.346
102,Venusaur,1.09848,7703,2.405
103,Comfey,1.06066,4850,1.514
104,Clefable,1.04846,11470,3.581
105,Hariyama,1.04587,2149,0.671
106,Hydreigon,1.03221,3814,1.191
107,Chansey,1.01066,8084,2.524
