Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Incineroar,33.19012,63969,16.317
2,Landorus-Therian,28.74324,54097,13.799
3,Tapu Lele,21.71044,34794,8.875
4,Tapu Fini,21.33354,33392,8.517
5,Tapu Koko,19.46596,44749,11.414
6,Metagross-Mega,18.47638,24943,6.362
7,Kartana,15.41916,25467,6.496
8,Charizard-Mega-Y,14.63512,38978,9.942
9,Zapdos,13.17949,27729,7.073
10,Amoonguss,11.58531,27334,6.972
11,Zygarde,10.84118,12063,3.077
12,Diancie,9.49152,10282,2.623
13,Kommo-o,9.00913,23102,5.893
14,Tapu Bulu,8.37466,19360,4.938
15,Mew,8.21968,15122,3.857
16,Aegislash,7.31163,21809,5.563
17,Porygon2,7.19682,15569,3.971
18,Ferrothorn,7.11417,26279,6.703
19,Salamence-Mega,7.0258,16740,4.27
20,Volcanion,6.9208,13922,3.551
21,Pelipper,6.90233,26843,6.847
22,Stakataka,6.8689,13940,3.556
23,Celesteela,6.85004,24456,6.238
24,Victini,6.80775,12001,3.061
25,Whimsicott,6.40627,23321,5.949
26,Hoopa-Unbound,6.33872,8256,2.106
27,Tyranitar,6.10088,19460,4.964
28,Gastrodon,6.03501,24289,6.196
29,Mimikyu,5.977,18522,4.725
30,Zeraora,5.86595,17944,4.577
31,Milotic,5.84455,26693,6.809
32,Heatran,5.71103,15249,3.89
33,Swampert-Mega,5.7033,20702,5.281
34,Kyurem-Black,5.67757,10316,2.631
35,Volcarona,4.78065,23155,5.906
36,Cresselia,4.71262,16807,4.287
37,Scrafty,4.52381,10256,2.616
38,Camerupt-Mega,4.43079,13658,3.484
39,Excadrill,4.39176,12721,3.245
40,Diancie-Mega,4.35553,11553,2.947
41,Smeargle,4.35307,11375,2.901
42,Mawile-Mega,4.31522,8956,2.284
43,Gardevoir-Mega,4.28842,16753,4.273
44,Garchomp,4.26038,22090,5.635
45,Genesect,4.16436,10371,2.645
46,Deoxys-Attack,4.15594,6120,1.561
47,Torkoal,4.10598,9820,2.505
48,Tyranitar-Mega,3.95873,11902,3.036
49,Manectric-Mega,3.83779,9756,2.489
50,Kingdra,3.79915,13485,3.44
51,Politoed,3.65686,13383,3.414
52,Terrakion,3.59003,7993,2.039
53,Gothitelle,3.5376,9028,2.303
54,Ninetales-Alola,3.28461,17866,4.557
55,Venusaur-Mega,3.23461,15225,3.884
56,Suicune,3.11851,7007,1.787
57,Togedemaru,2.86902,7202,1.837
58,Marowak-Alola,2.74414,9779,2.494
59,Raichu,2.65185,7612,1.942
60,Lucario,2.44355,4923,1.256
61,Ludicolo,2.31224,9240,2.357
62,Scizor-Mega,2.22999,6806,1.736
63,Lurantis,2.19357,3957,1.009
64,Gengar,2.1609,11567,2.95
65,Gyarados,2.06382,7392,1.886
66,Serperior,2.02404,14243,3.633
67,Blaziken,2.01697,4538,1.158
68,Weavile,1.99831,8463,2.159
69,Bronzong,1.86943,7139,1.821
70,Togekiss,1.83881,15966,4.073
71,Araquanid,1.72824,6031,1.538
72,Shaymin-Sky,1.66881,3399,0.867
73,Oranguru,1.64542,13023,3.322
74,Tornadus,1.6127,2088,0.533
75,Azumarill,1.57179,9115,2.325
76,Abomasnow-Mega,1.5596,5429,1.385
77,Greninja,1.50304,14761,3.765
78,Comfey,1.49308,6469,1.65
79,Blastoise-Mega,1.40946,4830,1.232
80,Xurkitree,1.36544,6565,1.675
81,Sceptile-Mega,1.35334,13134,3.35
82,Chandelure,1.34312,6179,1.576
83,Shuckle,1.31734,10506,2.68
84,Persian-Alola,1.28298,4516,1.152
85,Blacephalon,1.28226,5874,1.498
86,Nihilego,1.27446,3956,1.009
87,Greninja-Ash,1.23918,14843,3.786
88,Bisharp,1.23234,6375,1.626
89,Thundurus-Therian,1.20791,7684,1.96
90,Aromatisse,1.17611,2725,0.695
91,Blissey,1.13925,5099,1.301
92,Latias-Mega,1.13602,2580,0.658
93,Naganadel,1.1282,6292,1.605
94,Rotom-Wash,1.11779,8165,2.083
95,Gyarados-Mega,1.11484,5288,1.349
96,Hitmontop,1.10548,4810,1.227
97,Lucario-Mega,1.08085,6036,1.54
98,Venusaur,1.07993,10274,2.621
99,Gigalith,1.05812,4026,1.027
100,Sableye-Mega,1.04885,5149,1.313
101,Arcanine,1.03927,13910,3.548
102,Latias,1.01191,2976,0.759
