Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Incineroar,35.43956,52288,14.769
2,Landorus-Therian,25.42468,49886,14.09
3,Tapu Lele,24.80453,31245,8.825
4,Tapu Fini,21.17569,30265,8.548
5,Tapu Koko,17.39196,37462,10.581
6,Metagross-Mega,16.24545,22684,6.407
7,Tapu Bulu,13.63478,18782,5.305
8,Zapdos,12.53094,26155,7.387
9,Kommo-o,12.40816,19601,5.536
10,Zygarde,11.59376,15446,4.363
11,Kartana,10.74536,21465,6.063
12,Amoonguss,10.61491,22960,6.485
13,Genesect,8.9473,10226,2.888
14,Charizard-Mega-Y,8.87993,31162,8.802
15,Stakataka,8.67065,12277,3.468
16,Hoopa-Unbound,7.79874,8732,2.466
17,Ferrothorn,7.63418,21709,6.132
18,Pelipper,7.4368,22263,6.288
19,Kyurem-Black,7.40501,11886,3.357
20,Mew,7.39243,13855,3.913
21,Suicune,7.21764,8304,2.345
22,Gengar-Mega,7.08516,10346,2.922
23,Volcanion,6.57926,9955,2.812
24,Camerupt-Mega,6.33958,11849,3.347
25,Milotic,6.24855,21414,6.048
26,Togedemaru,5.99374,7187,2.03
27,Swampert-Mega,5.93277,17778,5.021
28,Diancie,5.84771,6633,1.873
29,Porygon2,5.70507,12252,3.461
30,Celesteela,5.64722,18224,5.147
31,Salamence-Mega,5.56643,13432,3.794
32,Deoxys-Attack,5.45215,7918,2.236
33,Volcarona,5.44998,19977,5.642
34,Manectric-Mega,5.21278,9505,2.685
35,Victini,5.02557,8972,2.534
36,Heatran,5.00445,14688,4.149
37,Bronzong,4.96948,9716,2.744
38,Tyranitar,4.92336,17715,5.004
39,Aegislash,4.8772,17631,4.98
40,Mimikyu,4.66562,18357,5.185
41,Diancie-Mega,4.5646,9241,2.61
42,Scrafty,4.51428,9195,2.597
43,Ninetales-Alola,4.36778,16016,4.524
44,Whimsicott,4.36769,18586,5.25
45,Tyranitar-Mega,4.35106,8999,2.542
46,Torkoal,4.32076,9910,2.799
47,Zeraora,4.22574,16523,4.667
48,Oranguru,4.14781,17731,5.008
49,Garchomp,3.92485,17916,5.06
50,Gastrodon,3.87364,14029,3.962
51,Bruxish,3.80061,5091,1.438
52,Cresselia,3.73481,13724,3.876
53,Excadrill,3.55893,12289,3.471
54,Politoed,3.29252,12771,3.607
55,Thundurus-Therian,3.03337,6998,1.977
56,Mawile-Mega,2.99698,7259,2.05
57,Weavile,2.87408,10394,2.936
58,Kingdra,2.83665,10845,3.063
59,Marowak-Alola,2.72813,8461,2.39
60,Gothitelle,2.69904,6193,1.749
61,Smeargle,2.68608,8211,2.319
62,Serperior,2.63447,13196,3.727
63,Gardevoir-Mega,2.60365,8891,2.511
64,Arcanine,2.55702,17355,4.902
65,Blaziken,2.52009,5592,1.579
66,Ludicolo,2.42736,7997,2.259
67,Gyarados,2.30502,7804,2.204
68,Infernape,2.21193,6623,1.871
69,Raichu,2.16567,7158,2.022
70,Machamp,2.03527,4349,1.228
71,Araquanid,2.01451,5486,1.549
72,Rotom-Wash,1.88398,9410,2.658
73,Abomasnow-Mega,1.87931,4739,1.339
74,Xurkitree,1.81826,6306,1.781
75,Chansey,1.65323,8316,2.349
76,Scizor-Mega,1.61254,6092,1.721
77,Slowbro,1.57162,2948,0.833
78,Shaymin-Sky,1.57162,4128,1.166
79,Bisharp,1.45805,7955,2.247
80,Necrozma,1.44048,1727,0.488
81,Greninja-Ash,1.40987,12245,3.459
82,Sceptile-Mega,1.38862,10860,3.067
83,Shuckle,1.38715,9045,2.555
84,Blastoise-Mega,1.38201,4613,1.303
85,Venusaur-Mega,1.33343,8565,2.419
86,Landorus,1.26793,3061,0.865
87,Togekiss,1.26149,12317,3.479
88,Primarina,1.2478,5949,1.68
89,Venusaur,1.23141,6953,1.964
90,Greninja,1.209,13492,3.811
91,Blissey,1.17844,4883,1.379
92,Muk-Alola,1.14312,8083,2.283
93,Blaziken-Mega,1.13557,5904,1.668
94,Blastoise,1.12898,2901,0.819
95,Terrakion,1.11851,6136,1.733
96,Clefable,1.07968,13684,3.865
97,Azumarill,1.07425,7150,2.019
98,Lurantis,1.04433,4677,1.321
