Rank,Pokemon,Weighted Usage %
1,Marshadow,30.41685
2,Landorus-Therian,27.64208
3,Tapu Fini,25.48102
4,Tapu Lele,23.47107
5,Tapu Bulu,21.18525
6,Tapu Koko,19.88216
7,Metagross-Mega,18.00743
8,Hoopa-Unbound,17.36278
9,Zapdos,15.34874
10,Salamence-Mega,14.8164
11,Scrafty,14.22851
12,Heatran,13.62245
13,Zygarde,13.50495
14,Volcarona,13.19429
15,Aegislash,12.11405
16,Deoxys-Attack,11.40278
17,Whimsicott,11.08733
18,Volcanion,10.86013
19,Diancie-Mega,9.82058
20,Ferrothorn,9.78245
21,Gardevoir-Mega,9.58737
22,Ninetales-Alola,9.53784
23,Amoonguss,9.46387
24,Celesteela,9.09548
25,Pelipper,9.05501
26,Kingdra,8.88448
27,Suicune,8.12146
28,Kyurem-Black,7.65975
29,Diancie,7.54093
30,Snorlax,6.89987
31,Genesect,6.47471
32,Charizard-Mega-Y,6.0663
33,Breloom,6.01037
34,Victini,5.64089
35,Tyranitar,5.59434
36,Mew,5.49106
37,Kartana,5.07066
38,Bronzong,4.71603
39,Xurkitree,4.37173
40,Milotic,4.25921
41,Scizor-Mega,4.19236
42,Tyranitar-Mega,4.08292
43,Torkoal,4.07079
44,Weavile,3.94507
45,Gengar-Mega,3.92952
46,Mawile-Mega,3.52951
47,Camerupt-Mega,3.34753
48,Muk-Alola,3.32441
49,Abomasnow-Mega,3.28319
50,Nihilego,3.02087
51,Politoed,2.92719
52,Shaymin-Sky,2.78358
53,Excadrill,2.77531
54,Araquanid,2.4613
55,Gyarados-Mega,2.33207
56,Venusaur-Mega,2.25455
57,Gyarados,2.12825
58,Aerodactyl,1.92438
59,Cherrim,1.91176
60,Bisharp,1.85958
61,Mimikyu,1.85167
62,Swampert-Mega,1.81214
63,Ludicolo,1.77454
64,Oranguru,1.70257
65,Drifblim,1.70154
66,Blaziken-Mega,1.61083
67,Hitmontop,1.54146
68,Porygon2,1.51482
69,Darmanitan,1.45823
70,Marowak-Alola,1.36781
71,Hawlucha,1.34103
72,Arcanine,1.32047
73,Gastrodon,1.30179
74,Lopunny-Mega,1.28006
75,Gigalith,1.18861
76,Azumarill,1.13923
77,Pheromosa,1.06046
78,Thundurus-Therian,1.01504
79,Meloetta,1.00661
80,Garchomp,1.006
81,Ninetales,1.00339
