Rank,Pokemon,Weighted Usage %
1,Incineroar,44.62357
2,Tapu Fini,36.14747
3,Landorus-Therian,35.11492
4,Tapu Koko,28.01699
5,Kartana,26.143
6,Zygarde,20.1
7,Metagross-Mega,19.94604
8,Tapu Lele,18.31301
9,Mew,14.65911
10,Zapdos,13.08043
11,Volcanion,11.6823
12,Kommo-o,11.13604
13,Volcarona,11.09877
14,Amoonguss,11.03305
15,Tapu Bulu,10.78863
16,Porygon2,10.69987
17,Diancie,10.65215
18,Manectric-Mega,10.07198
19,Kyurem-Black,10.06753
20,Hoopa-Unbound,9.58135
21,Gastrodon,9.56667
22,Aegislash,8.89377
23,Gardevoir-Mega,8.85925
24,Charizard-Mega-Y,8.75287
25,Salamence-Mega,8.42675
26,Diancie-Mega,6.96577
27,Deoxys-Attack,6.56977
28,Genesect,5.6034
29,Suicune,5.5972
30,Whimsicott,5.46751
31,Politoed,5.0042
32,Cresselia,4.96288
33,Scrafty,4.7237
34,Venusaur-Mega,4.72305
35,Kingdra,4.49887
36,Victini,4.39945
37,Gothitelle,4.25078
38,Lurantis,4.20241
39,Tyranitar,4.00294
40,Gengar,3.85408
41,Scizor-Mega,3.72535
42,Smeargle,3.49124
43,Pelipper,3.47382
44,Camerupt-Mega,3.37753
45,Tyranitar-Mega,3.36016
46,Celesteela,3.32169
47,Garchomp,3.27706
48,Ferrothorn,3.27465
49,Swampert-Mega,3.10607
50,Araquanid,3.10353
51,Weavile,2.85181
52,Thundurus,2.84574
53,Chansey,2.52908
54,Heatran,2.52275
55,Ninetales-Alola,2.39063
56,Ludicolo,2.37111
57,Xurkitree,2.26453
58,Hawlucha,2.23116
59,Mimikyu,2.19694
60,Stakataka,2.12928
61,Milotic,2.09978
62,Nihilego,1.95955
63,Pheromosa,1.95624
64,Excadrill,1.91019
65,Persian-Alola,1.69054
66,Infernape,1.53952
67,Torkoal,1.50163
68,Togedemaru,1.48603
69,Tornadus,1.4634
70,Zeraora,1.43206
71,Azumarill,1.35369
72,Latias-Mega,1.31463
73,Gyarados-Mega,1.27622
74,Shuckle,1.26757
75,Blissey,1.24513
76,Shaymin-Sky,1.23938
77,Darkrai,1.2242
78,Bisharp,1.14749
79,Slowbro,1.10819
