Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,45.92795
2,Magearna,28.81884
3,Greninja-Ash,20.42683
4,Tapu Koko,19.06202
5,Kartana,18.79248
6,Tornadus-Therian,18.05251
7,Toxapex,17.43679
8,Ferrothorn,16.90347
9,Heatran,15.45949
10,Tapu Lele,13.77956
11,Zapdos,11.93708
12,Chansey,11.88687
13,Excadrill,11.75858
14,Garchomp,10.60192
15,Clefable,10.44697
16,Greninja,10.3018
17,Tapu Fini,9.5338
18,Medicham-Mega,9.31736
19,Skarmory,9.26986
20,Tapu Bulu,9.03268
21,Swampert-Mega,8.97034
22,Rotom-Wash,8.39059
23,Pelipper,7.9749
24,Celesteela,7.75573
25,Tangrowth,7.64355
26,Gliscor,7.39236
27,Hawlucha,7.27631
28,Mawile-Mega,7.18924
29,Scizor-Mega,6.93795
30,Keldeo,6.84894
31,Lopunny-Mega,6.5612
32,Tyranitar,6.45369
33,Jirachi,6.17319
34,Latias-Mega,5.91249
35,Magnezone,5.83404
36,Charizard-Mega-X,5.78927
37,Serperior,5.76129
38,Volcarona,5.69454
39,Victini,5.57835
40,Kyurem-Black,5.43737
41,Gyarados-Mega,4.78552
42,Alakazam-Mega,4.7126
43,Venusaur-Mega,4.47364
44,Hoopa-Unbound,4.43201
45,Diancie-Mega,4.35626
46,Sableye-Mega,4.27958
47,Pinsir-Mega,3.69823
48,Mew,3.6885
49,Tyranitar-Mega,3.64848
50,Bisharp,3.31645
51,Azumarill,3.23206
52,Reuniclus,3.16446
53,Kommo-o,3.10343
54,Blacephalon,2.95617
55,Charizard-Mega-Y,2.72725
56,Hippowdon,2.59711
57,Weavile,2.57047
58,Manaphy,2.55216
59,Hydreigon,2.46399
60,Gastrodon,2.27904
61,Mimikyu,2.029
62,Ditto,1.98316
63,Volcanion,1.89031
64,Muk-Alola,1.82011
65,Ninetales-Alola,1.69105
66,Latios-Mega,1.67769
67,Slowbro,1.63812
68,Kingdra,1.63453
69,Kyurem,1.55286
70,Amoonguss,1.54954
71,Dragonite,1.52437
72,Crawdaunt,1.50374
73,Quagsire,1.47903
74,Garchomp-Mega,1.39438
75,Gyarados,1.33982
76,Alomomola,1.25486
77,Araquanid,1.24811
78,Ribombee,1.22866
79,Thundurus,1.2126
80,Heracross-Mega,1.16847
81,Thundurus-Therian,1.15181
82,Suicune,1.15107
83,Cresselia,1.12999
