Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,44.65129
2,Metagross-Mega,25.62673
3,Pheromosa,24.50945
4,Tapu Fini,19.30369
5,Zygarde,17.23456
6,Greninja-Ash,16.9284
7,Tapu Lele,16.23028
8,Chansey,15.60704
9,Greninja,14.95974
10,Toxapex,14.91572
11,Skarmory,14.61112
12,Ferrothorn,14.57711
13,Garchomp,14.26277
14,Dugtrio,13.58308
15,Celesteela,13.53241
16,Mawile-Mega,13.32479
17,Magearna,12.99436
18,Heatran,12.97641
19,Tapu Koko,12.11895
20,Tangrowth,12.05922
21,Sableye-Mega,11.69757
22,Scizor-Mega,11.10078
23,Zapdos,8.67681
24,Keldeo,7.92742
25,Excadrill,7.87884
26,Gengar,7.61418
27,Volcarona,6.17193
28,Hoopa-Unbound,5.99261
29,Magnezone,5.87914
30,Tapu Bulu,5.84828
31,Marowak-Alola,5.76326
32,Bisharp,5.71127
33,Mimikyu,5.68204
34,Venusaur-Mega,5.54975
35,Clefable,5.33713
36,Nihilego,4.80037
37,Pinsir-Mega,4.52741
38,Rotom-Wash,4.1818
39,Shedinja,4.12445
40,Quagsire,3.83332
41,Latios,3.80631
42,Tornadus-Therian,3.706
43,Mamoswine,3.6975
44,Charizard-Mega-X,3.57507
45,Kartana,3.548
46,Tyranitar,3.4022
47,Charizard-Mega-Y,3.35449
48,Hippowdon,3.33653
49,Gyarados-Mega,3.02098
50,Alomomola,2.98617
51,Scolipede,2.93099
52,Alakazam-Mega,2.75353
53,Amoonguss,2.73425
54,Manaphy,2.66318
55,Gyarados,2.6481
56,Hydreigon,2.54343
57,Dragonite,2.49586
58,Pelipper,2.47905
59,Jirachi,2.27484
60,Beedrill-Mega,2.25428
61,Smeargle,2.22733
62,Thundurus-Therian,2.13498
63,Kyurem-Black,2.07897
64,Serperior,1.9622
65,Thundurus,1.93454
66,Muk-Alola,1.69608
67,Tentacruel,1.66527
68,Ditto,1.62727
69,Salamence,1.57107
70,Bronzong,1.50148
71,Buzzwole,1.46402
72,Kingdra,1.43577
73,Victini,1.39473
74,Xurkitree,1.34012
75,Mantine,1.27558
76,Weavile,1.27514
77,Azumarill,1.26582
78,Kyurem,1.25964
79,Talonflame,1.10584
80,Terrakion,1.06825
81,Breloom,1.03209
82,Espeon,1.02314
