Rank,Pokemon,Weighted Usage %
1,Tapu Lele,36.0945
2,Landorus-Therian,33.82508
3,Heatran,29.87715
4,Salamence-Mega,25.39732
5,Tapu Fini,22.73277
6,Tyranitar,19.06602
7,Zapdos,18.74404
8,Zygarde,15.81125
9,Metagross-Mega,15.58635
10,Hoopa-Unbound,13.26818
11,Aegislash,12.7796
12,Tapu Koko,12.48894
13,Charizard-Mega-Y,12.08128
14,Porygon2,11.09185
15,Deoxys-Attack,10.87897
16,Tapu Bulu,9.58824
17,Excadrill,8.94131
18,Mawile-Mega,8.82468
19,Ferrothorn,8.80914
20,Amoonguss,8.70175
21,Genesect,8.28983
22,Gengar-Mega,7.62536
23,Celesteela,6.85628
24,Diancie,6.32072
25,Scrafty,5.93165
26,Volcanion,5.79243
27,Snorlax,5.50769
28,Thundurus-Therian,5.15938
29,Milotic,4.94922
30,Suicune,4.80277
31,Gyarados-Mega,4.63673
32,Latios,4.5901
33,Kyurem-Black,4.42709
34,Mimikyu,4.27881
35,Politoed,4.26067
36,Meloetta,3.98077
37,Araquanid,3.67581
38,Ludicolo,3.6684
39,Pelipper,3.42163
40,Bisharp,3.33252
41,Gigalith,3.31306
42,Kartana,3.24831
43,Venusaur-Mega,3.24633
44,Marowak-Alola,3.23353
45,Garchomp,3.17058
46,Pheromosa,3.07607
47,Cradily,2.97678
48,Buzzwole,2.96643
49,Rotom-Wash,2.77166
50,Muk-Alola,2.71203
51,Drampa,2.62809
52,Kingdra,2.51274
53,Terrakion,2.47669
54,Weavile,2.451
55,Nihilego,2.43801
56,Cresselia,2.43247
57,Mew,2.43242
58,Oranguru,2.43109
59,Drifblim,2.2944
60,Whimsicott,2.28632
61,Thundurus,2.26125
62,Victini,2.21667
63,Volcarona,2.10034
64,Ninetales-Alola,2.09282
65,Shaymin-Sky,2.0735
66,Aerodactyl-Mega,2.03884
67,Bronzong,2.00064
68,Hippowdon,1.96816
69,Landorus,1.94554
70,Aerodactyl,1.93743
71,Xurkitree,1.93661
72,Aromatisse,1.91419
73,Gastrodon,1.91256
74,Gothitelle,1.84506
75,Kangaskhan-Mega,1.72214
76,Gyarados,1.71151
77,Hydreigon,1.69107
78,Arcanine,1.64452
79,Magnezone,1.64125
80,Azumarill,1.58352
81,Raichu,1.55059
82,Raichu-Alola,1.39511
83,Blastoise-Mega,1.37764
84,Greninja,1.26759
85,Smeargle,1.25263
86,Togedemaru,1.22076
87,Sylveon,1.20559
88,Hariyama,1.19393
89,Torkoal,1.17885
90,Medicham-Mega,1.15248
91,Krookodile,1.11313
92,Venusaur,1.07265
93,Talonflame,1.05202
94,Alakazam-Mega,1.04853
95,Aron,1.03301
96,Hitmontop,1.02303
