Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,49.5853
2,Magearna,25.07537
3,Tapu Koko,23.8977
4,Tapu Lele,22.13549
5,Kartana,18.17077
6,Toxapex,16.58016
7,Greninja-Ash,16.34089
8,Chansey,16.09288
9,Tangrowth,14.19284
10,Heatran,13.83954
11,Ferrothorn,13.35831
12,Celesteela,13.31817
13,Greninja,13.20098
14,Zygarde,11.97173
15,Skarmory,11.33446
16,Clefable,11.10324
17,Latios,11.09894
18,Excadrill,10.65343
19,Scizor-Mega,9.42048
20,Sableye-Mega,9.33088
21,Zapdos,9.2425
22,Victini,8.61241
23,Diancie-Mega,8.47537
24,Mimikyu,8.24307
25,Tyranitar,8.2426
26,Keldeo,7.56024
27,Medicham-Mega,7.30323
28,Mew,6.9787
29,Tapu Fini,6.95731
30,Garchomp,6.5587
31,Gyarados-Mega,6.324
32,Venusaur-Mega,6.32296
33,Lopunny-Mega,6.25881
34,Charizard-Mega-X,6.10327
35,Magnezone,5.96843
36,Ditto,5.769
37,Mawile-Mega,5.70728
38,Tapu Bulu,5.63799
39,Kyurem-Black,5.6082
40,Hawlucha,4.84631
41,Pinsir-Mega,4.7732
42,Pelipper,4.30323
43,Quagsire,4.18807
44,Swampert-Mega,3.96624
45,Latias-Mega,3.81943
46,Alakazam-Mega,3.64779
47,Bisharp,3.47406
48,Tornadus-Therian,3.17247
49,Volcarona,3.08718
50,Hoopa-Unbound,3.04012
51,Hippowdon,2.93143
52,Serperior,2.86049
53,Gengar,2.76672
54,Mantine,2.76227
55,Jirachi,2.71409
56,Marowak-Alola,2.49198
57,Volcanion,2.381
58,Charizard-Mega-Y,2.20419
59,Amoonguss,2.13444
60,Tyranitar-Mega,2.12858
61,Kingdra,2.08225
62,Manaphy,1.93137
63,Nihilego,1.88156
64,Suicune,1.85989
65,Dragonite,1.71877
66,Ninetales-Alola,1.67332
67,Reuniclus,1.66899
68,Alomomola,1.60229
69,Weavile,1.59871
70,Tentacruel,1.58533
71,Mamoswine,1.52187
72,Cresselia,1.49704
73,Talonflame,1.48644
74,Latias,1.44851
75,Gastrodon,1.41377
76,Muk-Alola,1.28578
77,Gyarados,1.26999
78,Shuckle,1.26681
79,Heracross-Mega,1.23319
80,Rotom-Wash,1.09898
81,Slowking,1.08227
82,Gliscor,1.0723
83,Manectric-Mega,1.04661
