Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,37.11178
2,Marshadow,34.59325
3,Tapu Fini,28.48796
4,Tapu Koko,22.96875
5,Tapu Lele,19.816
6,Zapdos,18.98164
7,Tapu Bulu,16.35527
8,Zygarde,15.16269
9,Salamence-Mega,14.65886
10,Heatran,14.48682
11,Ferrothorn,13.99944
12,Ninetales-Alola,12.41151
13,Kyurem-Black,12.3766
14,Amoonguss,12.35066
15,Whimsicott,11.64523
16,Volcanion,10.95165
17,Celesteela,10.0337
18,Metagross-Mega,9.8527
19,Hoopa-Unbound,9.78725
20,Diancie,9.766
21,Tyranitar,9.2345
22,Genesect,9.18251
23,Scizor-Mega,8.93887
24,Scrafty,8.81107
25,Volcarona,8.46891
26,Snorlax,8.27741
27,Charizard-Mega-Y,8.25322
28,Deoxys-Attack,7.73716
29,Mawile-Mega,7.31671
30,Torkoal,7.17257
31,Pelipper,7.04869
32,Gardevoir-Mega,6.60753
33,Tyranitar-Mega,6.57629
34,Victini,6.47128
35,Aegislash,6.46047
36,Kingdra,5.23728
37,Cherrim,4.78662
38,Diancie-Mega,4.68205
39,Gengar-Mega,4.41871
40,Bronzong,4.40902
41,Xurkitree,4.35388
42,Camerupt-Mega,3.97064
43,Kartana,3.83182
44,Weavile,3.6798
45,Swampert-Mega,3.64149
46,Oranguru,3.52154
47,Abomasnow-Mega,3.39822
48,Mew,3.37835
49,Porygon2,3.06945
50,Milotic,2.61399
51,Shaymin-Sky,2.47773
52,Politoed,2.3593
53,Suicune,2.29822
54,Cresselia,2.25575
55,Gastrodon,2.07718
56,Raichu-Alola,2.04525
57,Excadrill,1.90382
58,Dragonite,1.87243
59,Nihilego,1.78878
60,Mimikyu,1.72405
61,Togekiss,1.59865
62,Arcanine,1.57047
63,Thundurus-Therian,1.53381
64,Marowak-Alola,1.51985
65,Gyarados-Mega,1.43952
66,Pheromosa,1.42441
67,Hariyama,1.36727
68,Landorus,1.3619
69,Clefairy,1.33594
70,Venusaur-Mega,1.30921
71,Blastoise-Mega,1.29487
72,Ludicolo,1.26701
73,Garchomp,1.2481
74,Meloetta,1.2417
75,Muk-Alola,1.23229
76,Luxray,1.14512
77,Terrakion,1.14475
78,Gothitelle,1.11702
79,Mudsdale,1.11588
