Rank,Pokemon,Weighted Usage %
1,Heatran,43.64559
2,Landorus-Therian,36.09542
3,Tapu Lele,29.75193
4,Charizard-Mega-Y,25.55899
5,Kangaskhan-Mega,24.9486
6,Hoopa-Unbound,21.70068
7,Zygarde,21.31975
8,Tapu Koko,20.31183
9,Jirachi,18.29355
10,Salamence-Mega,17.63957
11,Tapu Bulu,17.01064
12,Zapdos,16.90097
13,Tapu Fini,15.00624
14,Deoxys-Attack,11.94517
15,Azumarill,10.78512
16,Bronzong,10.75805
17,Metagross-Mega,10.53782
18,Diancie,9.98057
19,Tyranitar,9.81164
20,Amoonguss,8.84307
21,Celesteela,8.64355
22,Aegislash,8.63376
23,Gengar-Mega,7.59054
24,Araquanid,7.0311
25,Excadrill,6.40745
26,Milotic,6.17633
27,Whimsicott,6.13934
28,Kingdra,5.83707
29,Politoed,4.87125
30,Shaymin-Sky,4.84999
31,Volcarona,4.67057
32,Scrafty,4.33361
33,Kyurem-Black,4.01854
34,Ferrothorn,3.79434
35,Marowak-Alola,3.64509
36,Genesect,3.47389
37,Volcanion,3.4273
38,Pelipper,3.41807
39,Hydreigon,3.20919
40,Thundurus-Therian,3.186
41,Ludicolo,3.12652
42,Rotom-Wash,3.11729
43,Thundurus,3.10358
44,Porygon2,2.84815
45,Terrakion,2.78361
46,Suicune,2.76497
47,Kartana,2.72704
48,Cresselia,2.71854
49,Oranguru,2.67265
50,Ninetales-Alola,2.58799
51,Victini,2.4721
52,Gigalith,2.44381
53,Greninja-Ash,2.15185
54,Sylveon,2.14182
55,Muk-Alola,1.85355
56,Snorlax,1.83632
57,Garchomp,1.76341
58,Mimikyu,1.73138
59,Arcanine,1.7118
60,Weavile,1.65871
61,Hippowdon,1.64827
62,Empoleon,1.62234
63,Breloom,1.60428
64,Aerodactyl,1.59357
65,Torkoal,1.58902
66,Pheromosa,1.52637
67,Venusaur,1.52298
68,Gastrodon,1.5129
69,Gyarados-Mega,1.18508
70,Lilligant,1.13599
71,Mew,1.03836
