Rank,Pokemon,Weighted Usage %
1,Incineroar,37.5335
2,Tapu Lele,35.56673
3,Tapu Fini,33.04156
4,Landorus-Therian,29.79203
5,Metagross-Mega,21.19236
6,Hoopa-Unbound,17.40048
7,Zapdos,16.17397
8,Stakataka,16.02509
9,Tapu Bulu,15.4607
10,Zygarde,14.2231
11,Amoonguss,13.71309
12,Bronzong,12.19895
13,Kartana,11.66379
14,Suicune,10.88667
15,Volcanion,10.88658
16,Deoxys-Attack,10.81477
17,Tapu Koko,10.71734
18,Torkoal,10.4725
19,Kommo-o,9.87236
20,Togedemaru,9.42977
21,Diancie,9.25068
22,Gengar-Mega,8.94227
23,Kyurem-Black,8.79782
24,Genesect,8.49721
25,Volcarona,7.7991
26,Mew,7.48979
27,Pelipper,7.45483
28,Manectric-Mega,7.32011
29,Scrafty,6.90307
30,Smeargle,6.75702
31,Charizard-Mega-Y,6.61108
32,Porygon2,5.79967
33,Victini,5.79655
34,Kingdra,5.6833
35,Ferrothorn,5.47532
36,Diancie-Mega,5.17839
37,Tyranitar,5.12567
38,Milotic,4.95324
39,Celesteela,4.88531
40,Camerupt-Mega,4.85015
41,Abomasnow-Mega,3.86178
42,Swampert-Mega,3.2066
43,Heatran,3.20152
44,Chansey,3.13551
45,Gothitelle,2.98641
46,Salamence-Mega,2.89559
47,Whimsicott,2.87427
48,Gastrodon,2.85861
49,Aegislash,2.58307
50,Ninetales-Alola,2.56103
51,Slowbro,2.49946
52,Tyranitar-Mega,2.48957
53,Ludicolo,2.4817
54,Politoed,2.36102
55,Excadrill,2.34088
56,Slowking,2.25652
57,Zeraora,2.09283
58,Mimikyu,2.05446
59,Cresselia,2.01499
60,Gardevoir-Mega,1.95724
61,Blastoise-Mega,1.8435
62,Latias,1.69258
63,Oranguru,1.54949
64,Raichu,1.54272
65,Araquanid,1.51013
66,Necrozma,1.44248
67,Cradily,1.42756
68,Shuckle,1.39911
69,Azumarill,1.32969
70,Braviary,1.31271
71,Mawile-Mega,1.30752
72,Thundurus-Therian,1.29639
73,Xurkitree,1.28133
74,Landorus,1.28024
75,Scizor-Mega,1.27239
76,Garchomp,1.23219
77,Blissey,1.20579
78,Slowbro-Mega,1.02792
