Rank,Pokemon,Weighted Usage %
1,Incineroar,36.32263
2,Landorus-Therian,33.93327
3,Tapu Koko,23.79667
4,Tapu Fini,21.61793
5,Tapu Lele,20.18426
6,Kartana,18.60167
7,Charizard-Mega-Y,17.46229
8,Kommo-o,16.14447
9,Metagross-Mega,16.03637
10,Mew,15.50544
11,Zygarde,13.53773
12,Diancie-Mega,13.39333
13,Tapu Bulu,12.90157
14,Kyurem-Black,10.51258
15,Victini,9.98946
16,Aegislash,9.92402
17,Shaymin-Sky,9.91973
18,Amoonguss,9.25102
19,Volcanion,7.61783
20,Whimsicott,7.59722
21,Diancie,7.57649
22,Salamence-Mega,7.54034
23,Gardevoir-Mega,7.03743
24,Zapdos,6.73319
25,Stakataka,6.71996
26,Gastrodon,6.71008
27,Volcarona,6.61234
28,Nihilego,6.56863
29,Smeargle,6.55083
30,Venusaur-Mega,6.34544
31,Genesect,6.20385
32,Zeraora,5.78123
33,Tsareena,5.4221
34,Celesteela,5.27281
35,Tyranitar,5.09669
36,Heatran,4.94597
37,Pelipper,4.86851
38,Terrakion,4.8269
39,Gothitelle,4.81696
40,Porygon2,4.63096
41,Hoopa-Unbound,4.62362
42,Torkoal,4.38924
43,Blacephalon,4.31951
44,Deoxys-Attack,4.31634
45,Tyranitar-Mega,4.26855
46,Excadrill,4.18418
47,Weavile,4.12807
48,Manectric-Mega,3.72277
49,Kingdra,3.61178
50,Bronzong,3.48205
51,Araquanid,3.45434
52,Ferrothorn,3.39948
53,Suicune,3.32879
54,Camerupt-Mega,3.27655
55,Scrafty,3.22043
56,Ludicolo,2.87674
57,Politoed,2.77902
58,Ninetales-Alola,2.75976
59,Milotic,2.63117
60,Tornadus,2.61917
61,Gengar,2.31644
62,Chansey,2.25403
63,Gyarados,2.24707
64,Swampert-Mega,2.19505
65,Togedemaru,1.83214
66,Ampharos-Mega,1.71976
67,Cresselia,1.67606
68,Latias-Mega,1.6729
69,Chandelure,1.64611
70,Latias,1.631
71,Lurantis,1.62264
72,Mimikyu,1.60064
73,Serperior,1.56903
74,Gyarados-Mega,1.51491
75,Porygon-Z,1.5114
76,Darkrai,1.44372
77,Primarina,1.38091
78,Mawile-Mega,1.3613
79,Scizor,1.30969
80,Ninetales,1.26956
81,Darmanitan,1.26004
82,Cofagrigus,1.20542
83,Persian-Alola,1.13345
84,Drifblim,1.11289
85,Keldeo,1.10502
86,Abomasnow-Mega,1.05632
87,Sceptile-Mega,1.03227
88,Breloom,1.01281
