Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,32.99549
2,Salamence-Mega,32.90661
3,Heatran,31.99779
4,Tapu Lele,27.43938
5,Tapu Koko,21.73736
6,Jirachi,19.65599
7,Charizard-Mega-Y,17.35807
8,Tapu Bulu,15.71436
9,Zygarde,14.58994
10,Hoopa-Unbound,14.26337
11,Kangaskhan-Mega,13.57464
12,Metagross-Mega,12.69119
13,Zapdos,11.53551
14,Tapu Fini,11.40678
15,Tyranitar,11.3425
16,Aegislash,11.17409
17,Milotic,11.04648
18,Deoxys-Attack,10.9739
19,Celesteela,10.40661
20,Kingdra,8.47899
21,Amoonguss,7.78116
22,Thundurus,7.17572
23,Marowak-Alola,7.03861
24,Politoed,6.8388
25,Excadrill,6.67741
26,Volcarona,6.28644
27,Shaymin-Sky,6.14034
28,Rotom-Wash,6.05284
29,Pelipper,5.72686
30,Azumarill,5.51428
31,Scrafty,5.3983
32,Volcanion,4.93682
33,Genesect,4.56302
34,Gengar-Mega,4.51299
35,Venusaur,4.44314
36,Muk-Alola,4.38504
37,Suicune,4.37462
38,Ninetales-Alola,4.13014
39,Porygon2,4.00793
40,Gastrodon,3.72424
41,Oranguru,3.65473
42,Hydreigon,3.60421
43,Ferrothorn,3.5663
44,Sylveon,3.45681
45,Araquanid,3.32466
46,Ludicolo,3.31819
47,Landorus,3.25425
48,Arcanine,3.14435
49,Diancie,2.98098
50,Cresselia,2.92015
51,Pheromosa,2.8605
52,Nihilego,2.67763
53,Meloetta,2.67087
54,Kartana,2.522
55,Necrozma,2.39804
56,Terrakion,2.37646
57,Buzzwole,2.27438
58,Greninja,2.22452
59,Mew,2.16181
60,Whimsicott,2.02235
61,Garchomp,2.00518
62,Hitmontop,1.95553
63,Linoone,1.88312
64,Clefairy,1.77398
65,Weavile,1.77046
66,Gigalith,1.73231
67,Kyurem-Black,1.71389
68,Mimikyu,1.63947
69,Hippowdon,1.60293
70,Torkoal,1.49245
71,Lucario-Mega,1.33186
72,Togekiss,1.29962
73,Xurkitree,1.2595
74,Greninja-Ash,1.24476
75,Darkrai,1.20527
76,Snorlax,1.19332
77,Bronzong,1.18691
78,Aerodactyl-Mega,1.18306
79,Keldeo,1.16811
80,Raichu-Alola,1.15521
81,Cradily,1.14985
82,Chandelure,1.09233
83,Entei,1.07113
84,Breloom,1.05711
85,Wishiwashi,1.05559
86,Victini,1.04278
87,Alakazam-Mega,1.01066
88,Venusaur-Mega,1.01005
