Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,44.46636
2,Magearna,26.36401
3,Ferrothorn,23.00591
4,Greninja-Ash,22.59406
5,Tapu Koko,20.40181
6,Toxapex,18.26542
7,Heatran,17.92144
8,Kartana,17.33394
9,Tornadus-Therian,16.55171
10,Zapdos,13.54659
11,Chansey,13.34132
12,Tapu Lele,13.3327
13,Clefable,11.94349
14,Excadrill,11.16102
15,Garchomp,10.60586
16,Greninja,10.0038
17,Celesteela,9.99953
18,Tapu Bulu,9.36379
19,Medicham-Mega,9.30205
20,Tangrowth,8.88607
21,Gliscor,8.66334
22,Rotom-Wash,8.17627
23,Mawile-Mega,7.93991
24,Kyurem-Black,7.88481
25,Hawlucha,7.52245
26,Skarmory,7.4302
27,Swampert-Mega,7.23821
28,Pelipper,6.85107
29,Keldeo,6.84841
30,Volcarona,6.64084
31,Tapu Fini,6.31647
32,Lopunny-Mega,5.90651
33,Alakazam-Mega,5.68469
34,Magnezone,5.51359
35,Pinsir-Mega,5.48663
36,Scizor-Mega,5.26777
37,Serperior,5.08348
38,Latias-Mega,5.05968
39,Charizard-Mega-X,5.01808
40,Diancie-Mega,4.97533
41,Tyranitar-Mega,4.62698
42,Mew,4.37013
43,Victini,4.2957
44,Jirachi,4.26177
45,Venusaur-Mega,4.22765
46,Hippowdon,4.09532
47,Tyranitar,4.00486
48,Blacephalon,3.99208
49,Sableye-Mega,3.8424
50,Azumarill,3.52544
51,Amoonguss,3.36689
52,Reuniclus,3.24152
53,Hoopa-Unbound,2.92666
54,Alomomola,2.90508
55,Mimikyu,2.68976
56,Garchomp-Mega,2.54258
57,Weavile,2.51411
58,Volcanion,2.49964
59,Gyarados-Mega,2.48686
60,Manaphy,2.44901
61,Hydreigon,2.41637
62,Bisharp,2.41228
63,Charizard-Mega-Y,2.3953
64,Gastrodon,2.25495
65,Thundurus-Therian,2.16832
66,Quagsire,1.77761
67,Kyurem,1.70584
68,Araquanid,1.5917
69,Marowak-Alola,1.58445
70,Gengar,1.56502
71,Ditto,1.53414
72,Heracross-Mega,1.3276
73,Scizor,1.26915
74,Muk-Alola,1.24474
75,Kingdra,1.21817
76,Kommo-o,1.20127
77,Slowbro,1.19931
78,Latios-Mega,1.16827
79,Suicune,1.15422
80,Slowbro-Mega,1.13673
81,Dragonite,1.09391
82,Gallade-Mega,1.08422
83,Mantine,1.07704
84,Aggron-Mega,1.01871
