Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,38.84904
2,Tapu Lele,38.07632
3,Charizard-Mega-Y,28.87008
4,Heatran,22.90534
5,Salamence-Mega,20.76401
6,Jirachi,16.55518
7,Celesteela,16.2772
8,Tapu Bulu,15.78645
9,Tapu Koko,15.58218
10,Aegislash,14.22063
11,Deoxys-Attack,13.71481
12,Kangaskhan-Mega,11.58668
13,Tyranitar,11.31271
14,Hoopa-Unbound,10.53348
15,Shaymin-Sky,10.51941
16,Marowak-Alola,10.21397
17,Metagross-Mega,9.57499
18,Porygon2,8.00354
19,Zygarde,7.68265
20,Pelipper,7.63832
21,Kingdra,7.52992
22,Volcanion,7.21102
23,Milotic,7.17309
24,Gengar-Mega,6.9871
25,Zapdos,6.72211
26,Amoonguss,6.4085
27,Necrozma,6.38356
28,Diancie,6.27038
29,Oranguru,6.24777
30,Araquanid,5.89688
31,Muk-Alola,5.83739
32,Excadrill,5.11806
33,Rotom-Wash,5.04978
34,Gastrodon,4.76152
35,Cresselia,4.41866
36,Hydreigon,4.28614
37,Azumarill,4.27041
38,Hitmontop,4.16041
39,Nihilego,4.15176
40,Landorus,4.06278
41,Tapu Fini,3.73259
42,Scrafty,3.6597
43,Rotom-Heat,3.51824
44,Terrakion,3.33198
45,Venusaur,3.29613
46,Ninetales-Alola,3.26011
47,Kartana,3.20759
48,Genesect,3.08864
49,Politoed,3.05728
50,Suicune,2.99293
51,Pheromosa,2.94849
52,Thundurus,2.83669
53,Garchomp,2.77839
54,Sylveon,2.7745
55,Xurkitree,2.61159
56,Whimsicott,2.53936
57,Togekiss,2.5316
58,Eevee,2.28775
59,Wishiwashi,2.18202
60,Kyurem-Black,2.1772
61,Latios,1.97951
62,Drampa,1.93835
63,Ferrothorn,1.91836
64,Mimikyu,1.85108
65,Hariyama,1.76847
66,Torkoal,1.75113
67,Mew,1.71118
68,Gigalith,1.69486
69,Weavile,1.67171
70,Ludicolo,1.56486
71,Metagross,1.49881
72,Meloetta,1.47674
73,Golisopod,1.45849
74,Crabominable,1.41787
75,Gyarados,1.39591
76,Raichu-Alola,1.35397
77,Talonflame,1.33496
78,Alakazam-Mega,1.3295
79,Arcanine,1.27729
80,Smeargle,1.26355
81,Togedemaru,1.17884
82,Scizor-Mega,1.17266
83,Raichu,1.17085
84,Volcarona,1.16179
85,Buzzwole,1.14433
86,Keldeo,1.1364
87,Sandslash-Alola,1.11771
88,Bronzong,1.06575
89,Greninja-Ash,1.0525
90,Mamoswine,1.02913
91,Rhyperior,1.01969
