Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,39.90519
2,Marshadow,31.53579
3,Tapu Fini,31.3359
4,Heatran,20.73578
5,Tapu Lele,20.60443
6,Tapu Koko,20.56835
7,Zapdos,19.08916
8,Salamence-Mega,19.01001
9,Aegislash,15.33771
10,Tapu Bulu,14.96706
11,Amoonguss,14.16041
12,Pelipper,12.82917
13,Hoopa-Unbound,12.75983
14,Tyranitar,12.04748
15,Charizard-Mega-Y,11.71324
16,Ferrothorn,11.33889
17,Volcanion,11.33283
18,Scrafty,10.77933
19,Gardevoir-Mega,10.34628
20,Metagross-Mega,9.97352
21,Kingdra,9.23998
22,Celesteela,8.93061
23,Diancie,8.53898
24,Deoxys-Attack,7.79151
25,Kyurem-Black,7.58538
26,Bronzong,7.5197
27,Swampert-Mega,6.4105
28,Genesect,6.21027
29,Zygarde,5.85629
30,Snorlax,5.63193
31,Excadrill,5.62567
32,Mawile-Mega,5.61582
33,Kartana,4.98126
34,Thundurus,4.67192
35,Porygon2,4.63164
36,Politoed,4.60956
37,Gigalith,4.29166
38,Ninetales-Alola,4.10146
39,Gengar-Mega,3.70643
40,Raichu,3.67143
41,Suicune,3.61662
42,Thundurus-Therian,3.61033
43,Meloetta,3.47516
44,Abomasnow-Mega,3.31615
45,Shaymin-Sky,3.31217
46,Ludicolo,3.2962
47,Blastoise-Mega,3.21302
48,Lopunny-Mega,3.19737
49,Victini,3.10451
50,Gyarados-Mega,2.6875
51,Tyranitar-Mega,2.60375
52,Aerodactyl,2.58136
53,Hippowdon,2.56783
54,Milotic,2.45309
55,Camerupt-Mega,2.34204
56,Volcarona,2.28387
57,Mew,2.22347
58,Scizor-Mega,2.21024
59,Arcanine,2.19365
60,Landorus,1.9375
61,Rotom-Wash,1.91278
62,Mimikyu,1.81258
63,Marowak-Alola,1.80661
64,Pheromosa,1.76599
65,Garchomp,1.76255
66,Cresselia,1.75307
67,Nihilego,1.71286
68,Whimsicott,1.69392
69,Oranguru,1.55605
70,Weavile,1.44109
71,Terrakion,1.42941
72,Gastrodon,1.42923
73,Smeargle,1.40332
74,Latios,1.3021
75,Gyarados,1.16965
76,Venusaur,1.162
77,Raichu-Alola,1.11842
78,Bisharp,1.11334
79,Sylveon,1.09487
80,Greninja,1.08439
81,Rotom-Heat,1.06754
82,Togekiss,1.05272
83,Lycanroc,1.03007
84,Aerodactyl-Mega,1.00809
