Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,45.38971
2,Metagross-Mega,23.87694
3,Zygarde,20.43361
4,Tapu Koko,18.9704
5,Greninja-Ash,17.0943
6,Tapu Lele,16.83871
7,Magearna,15.75599
8,Tapu Fini,15.64244
9,Ferrothorn,15.34772
10,Skarmory,15.31921
11,Tangrowth,15.26464
12,Chansey,14.18806
13,Garchomp,14.02801
14,Dugtrio,13.65496
15,Greninja,13.0824
16,Toxapex,12.83524
17,Keldeo,12.20585
18,Heatran,11.92837
19,Celesteela,11.76624
20,Scizor-Mega,11.69731
21,Sableye-Mega,10.97619
22,Zapdos,10.47107
23,Medicham-Mega,10.46065
24,Clefable,9.08088
25,Mawile-Mega,8.16356
26,Gengar,7.37434
27,Mimikyu,7.29799
28,Bisharp,6.50462
29,Tyranitar,6.21495
30,Tapu Bulu,6.16377
31,Marowak-Alola,5.79242
32,Excadrill,5.4599
33,Volcarona,5.35589
34,Venusaur-Mega,5.32376
35,Nihilego,5.22236
36,Alakazam-Mega,4.74499
37,Pinsir-Mega,4.70518
38,Latios,4.61285
39,Smeargle,4.10732
40,Kartana,4.08028
41,Thundurus,3.98014
42,Rotom-Wash,3.957
43,Magnezone,3.71861
44,Hoopa-Unbound,3.30439
45,Quagsire,3.23031
46,Jirachi,3.22785
47,Tornadus-Therian,3.04656
48,Charizard-Mega-Y,2.97899
49,Scolipede,2.90578
50,Charizard-Mega-X,2.86002
51,Kyurem-Black,2.83553
52,Hippowdon,2.81352
53,Mamoswine,2.77852
54,Cresselia,2.45765
55,Pelipper,2.32047
56,Muk-Alola,2.30093
57,Manaphy,2.24938
58,Weavile,2.23166
59,Shedinja,2.19007
60,Tentacruel,2.17888
61,Alomomola,2.0968
62,Buzzwole,2.08961
63,Thundurus-Therian,1.97326
64,Mew,1.91872
65,Crawdaunt,1.89147
66,Serperior,1.88104
67,Dragonite,1.80558
68,Amoonguss,1.79402
69,Kingdra,1.78102
70,Hydreigon,1.74191
71,Mantine,1.71385
72,Uxie,1.57323
73,Espeon,1.56401
74,Gyarados-Mega,1.51944
75,Gyarados,1.47876
76,Necrozma,1.36465
77,Togekiss,1.35326
78,Xurkitree,1.33566
79,Terrakion,1.29618
80,Beedrill-Mega,1.23715
81,Pheromosa,1.23211
82,Garchomp-Mega,1.22816
83,Suicune,1.15598
84,Starmie,1.1032
85,Latias,1.03135
86,Azumarill,1.01137
