Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,42.47845
2,Clefable,24.5216
3,Magearna,23.18999
4,Zygarde,22.09746
5,Heatran,20.08774
6,Kartana,17.28154
7,Chansey,16.91338
8,Tapu Koko,15.9614
9,Zapdos,14.29149
10,Toxapex,14.00837
11,Greninja-Ash,13.64575
12,Ferrothorn,13.05857
13,Skarmory,12.208
14,Tornadus-Therian,12.03867
15,Tapu Lele,11.4896
16,Sableye-Mega,10.50735
17,Greninja,10.35167
18,Tapu Bulu,8.81173
19,Scizor-Mega,8.79384
20,Tapu Fini,8.45886
21,Celesteela,8.42257
22,Tangrowth,8.05773
23,Excadrill,7.21126
24,Jirachi,6.71584
25,Amoonguss,6.68589
26,Magnezone,6.54048
27,Alakazam-Mega,6.51925
28,Tyranitar,6.48777
29,Hawlucha,6.48681
30,Mawile-Mega,6.10041
31,Venusaur-Mega,5.97203
32,Medicham-Mega,5.82733
33,Keldeo,5.81489
34,Quagsire,5.71928
35,Gastrodon,5.58794
36,Gliscor,5.53898
37,Latios-Mega,5.26242
38,Ninetales-Alola,4.78238
39,Lopunny-Mega,4.71506
40,Latias-Mega,4.68576
41,Pinsir-Mega,4.66267
42,Victini,4.54907
43,Weavile,4.40895
44,Garchomp,4.36659
45,Charizard-Mega-Y,4.12185
46,Hoopa-Unbound,4.02029
47,Mew,3.96032
48,Gyarados-Mega,3.83144
49,Diancie-Mega,3.72436
50,Marowak-Alola,3.72015
51,Bisharp,3.59759
52,Hippowdon,3.46471
53,Kyurem-Black,3.42911
54,Mimikyu,3.39326
55,Manaphy,3.18819
56,Pelipper,3.1741
57,Swampert-Mega,3.14684
58,Rotom-Wash,2.94697
59,Volcarona,2.80354
60,Charizard-Mega-X,2.65325
61,Latios,2.63721
62,Blacephalon,2.48488
63,Tyranitar-Mega,2.47098
64,Ditto,2.40328
65,Slowbro-Mega,2.31569
66,Serperior,2.12091
67,Araquanid,1.9066
68,Meloetta,1.87614
69,Slowbro,1.79204
70,Mamoswine,1.78382
71,Azumarill,1.66828
72,Gyarados,1.62322
73,Reuniclus,1.56142
74,Heracross-Mega,1.52106
75,Alomomola,1.42463
76,Vaporeon,1.40232
77,Mantine,1.32391
78,Seismitoad,1.28371
79,Shedinja,1.20569
80,Crawdaunt,1.19888
81,Kingdra,1.18463
82,Scizor,1.17997
83,Buzzwole,1.1626
84,Cresselia,1.13357
85,Dragonite,1.11029
86,Ribombee,1.10441
87,Gengar,1.10403
88,Talonflame,1.09851
