Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,42.7052
2,Zygarde,25.23958
3,Magearna,24.05077
4,Tapu Lele,17.58973
5,Greninja-Ash,17.0478
6,Greninja,16.32076
7,Tangrowth,16.15493
8,Chansey,14.75945
9,Tapu Koko,14.13984
10,Heatran,13.96096
11,Ferrothorn,13.57135
12,Tapu Fini,13.46625
13,Skarmory,13.36255
14,Celesteela,12.27125
15,Dugtrio,11.88736
16,Keldeo,11.47656
17,Garchomp,11.26251
18,Zapdos,10.60376
19,Latios,10.40111
20,Mew,10.18721
21,Toxapex,9.90326
22,Mawile-Mega,9.83376
23,Medicham-Mega,9.03964
24,Excadrill,8.32043
25,Venusaur-Mega,7.94436
26,Pinsir-Mega,7.67408
27,Pelipper,7.57481
28,Mimikyu,7.2856
29,Scizor-Mega,7.12655
30,Gengar,7.06965
31,Clefable,7.00905
32,Tapu Bulu,6.90497
33,Sableye-Mega,6.61263
34,Magnezone,6.56
35,Bisharp,6.49988
36,Swampert-Mega,6.39924
37,Kingdra,5.78631
38,Alakazam-Mega,5.31519
39,Tornadus-Therian,4.92173
40,Kyurem-Black,4.52071
41,Weavile,4.41054
42,Heracross-Mega,4.39166
43,Manectric-Mega,4.36306
44,Charizard-Mega-X,4.17626
45,Marowak-Alola,4.17302
46,Tyranitar,4.11671
47,Nihilego,4.05853
48,Charizard-Mega-Y,3.90209
49,Jirachi,3.66569
50,Kartana,3.42405
51,Rotom-Wash,3.38476
52,Tyranitar-Mega,3.29825
53,Smeargle,3.2615
54,Scizor,3.12356
55,Hawlucha,3.04762
56,Volcarona,2.9182
57,Hoopa-Unbound,2.87724
58,Tentacruel,2.69783
59,Azelf,2.63726
60,Gyarados-Mega,2.34468
61,Latias,2.21368
62,Amoonguss,2.0534
63,Mandibuzz,1.94406
64,Shedinja,1.83809
65,Quagsire,1.78589
66,Cresselia,1.72304
67,Dragonite,1.65718
68,Mamoswine,1.61354
69,Manaphy,1.59822
70,Gyarados,1.59119
71,Azumarill,1.58894
72,Ditto,1.57616
73,Alomomola,1.38148
74,Mantine,1.22662
75,Victini,1.22559
76,Muk-Alola,1.21192
77,Hippowdon,1.17999
78,Slowbro-Mega,1.13281
79,Serperior,1.11688
80,Thundurus,1.10313
81,Uxie,1.0029
