, , Rank , Pokemon            , Usage %   , Raw    , %       , Real   , %       .1, .1
1, ,1.0, Landorus-Therian   , 42.48638% ,1078878.0, 27.927% ,924182.0, 31.176% , 
2, ,2.0, Magearna           , 25.54925% ,460966.0, 11.932% ,365692.0, 12.336% , 
3, ,3.0, Ferrothorn         , 20.64510% ,622497.0, 16.114% ,528861.0, 17.840% , 
4, ,4.0, Heatran            , 19.19197% ,519057.0, 13.436% ,425595.0, 14.357% , 
5, ,5.0, Tornadus-Therian   , 18.91862% ,327186.0,  8.469% ,254151.0,  8.573% , 
6, ,6.0, Toxapex            , 16.97067% ,378874.0,  9.807% ,293460.0,  9.899% , 
7, ,7.0, Kartana            , 16.05312% ,459418.0, 11.892% ,335305.0, 11.311% , 
8, ,8.0, Greninja-Ash       , 15.58021% ,622135.0, 16.104% ,450394.0, 15.193% , 
9, ,9.0, Chansey            , 15.07064% ,289916.0,  7.505% ,218168.0,  7.360% , 
10, ,10.0, Gliscor            , 13.98108% ,359879.0,  9.316% ,279615.0,  9.432% , 
11, ,11.0, Rotom-Wash         , 13.33543% ,389012.0, 10.070% ,327094.0, 11.034% , 
12, ,12.0, Skarmory           , 12.36806% ,204396.0,  5.291% ,170020.0,  5.735% , 
13, ,13.0, Clefable           , 12.07488% ,232944.0,  6.030% ,171312.0,  5.779% , 
14, ,14.0, Tapu Koko          , 11.78902% ,556308.0, 14.400% ,441526.0, 14.894% , 
15, ,15.0, Tapu Lele          , 11.35578% ,360798.0,  9.339% ,269636.0,  9.096% , 
16, ,16.0, Zapdos             , 10.18063% ,352723.0,  9.130% ,282469.0,  9.529% , 
17, ,17.0, Scizor-Mega        ,  9.24244% ,192410.0,  4.981% ,147320.0,  4.970% , 
18, ,18.0, Mawile-Mega        ,  9.11228% ,208587.0,  5.399% ,153443.0,  5.176% , 
19, ,19.0, Tapu Bulu          ,  8.98518% ,264035.0,  6.835% ,202819.0,  6.842% , 
20, ,20.0, Tapu Fini          ,  8.93332% ,289341.0,  7.490% ,236306.0,  7.971% , 
21, ,21.0, Pelipper           ,  8.69602% ,215281.0,  5.573% ,197045.0,  6.647% , 
22, ,22.0, Garchomp           ,  8.53595% ,386533.0, 10.006% ,304549.0, 10.274% , 
23, ,23.0, Latias-Mega        ,  8.45419% ,57671.0,  1.493% ,42872.0,  1.446% , 
24, ,24.0, Lopunny-Mega       ,  8.12085% ,236838.0,  6.131% ,182315.0,  6.150% , 
25, ,25.0, Keldeo             ,  7.87407% ,115283.0,  2.984% ,87808.0,  2.962% , 
26, ,26.0, Excadrill          ,  7.84313% ,293510.0,  7.598% ,226991.0,  7.657% , 
27, ,27.0, Victini            ,  7.72081% ,238245.0,  6.167% ,183090.0,  6.176% , 
28, ,28.0, Greninja           ,  7.70584% ,331708.0,  8.586% ,251144.0,  8.472% , 
29, ,29.0, Swampert-Mega      ,  7.55333% ,215105.0,  5.568% ,174264.0,  5.879% , 
30, ,30.0, Celesteela         ,  7.43171% ,266537.0,  6.899% ,210850.0,  7.113% , 
31, ,31.0, Medicham-Mega      ,  7.33978% ,197380.0,  5.109% ,154997.0,  5.229% , 
32, ,32.0, Kommo-o            ,  6.55875% ,222277.0,  5.754% ,163540.0,  5.517% , 
33, ,33.0, Manaphy            ,  6.10677% ,64250.0,  1.663% ,46298.0,  1.562% , 
34, ,34.0, Serperior          ,  6.08124% ,354944.0,  9.188% ,259342.0,  8.749% , 
35, ,35.0, Volcarona          ,  5.97440% ,290687.0,  7.525% ,208263.0,  7.025% , 
36, ,36.0, Magnezone          ,  5.96157% ,236927.0,  6.133% ,184888.0,  6.237% , 
37, ,37.0, Hawlucha           ,  5.73340% ,249893.0,  6.469% ,169748.0,  5.726% , 
38, ,38.0, Tangrowth          ,  5.64793% ,192597.0,  4.985% ,148587.0,  5.012% , 
39, ,39.0, Sableye-Mega       ,  5.56093% ,110892.0,  2.870% ,96853.0,  3.267% , 
40, ,40.0, Diancie-Mega       ,  5.48515% ,151108.0,  3.911% ,121282.0,  4.091% , 
41, ,41.0, Bisharp            ,  5.46671% ,89810.0,  2.325% ,63855.0,  2.154% , 
42, ,42.0, Venusaur-Mega      ,  5.30470% ,136527.0,  3.534% ,105994.0,  3.576% , 
43, ,43.0, Ditto              ,  4.93104% ,71853.0,  1.860% ,52569.0,  1.773% , 
44, ,44.0, Jirachi            ,  4.59360% ,171678.0,  4.444% ,131857.0,  4.448% , 
45, ,45.0, Weavile            ,  4.47374% ,131549.0,  3.405% ,96651.0,  3.260% , 
46, ,46.0, Tyranitar          ,  4.37812% ,228326.0,  5.910% ,178405.0,  6.018% , 
47, ,47.0, Kyurem-Black       ,  4.24856% ,184827.0,  4.784% ,136624.0,  4.609% , 
48, ,48.0, Alakazam-Mega      ,  4.24490% ,229775.0,  5.948% ,153357.0,  5.173% , 
49, ,49.0, Reuniclus          ,  3.96539% ,52241.0,  1.352% ,37522.0,  1.266% , 
50, ,50.0, Blacephalon        ,  3.95285% ,177567.0,  4.596% ,128421.0,  4.332% , 
51, ,51.0, Charizard-Mega-Y   ,  3.52252% ,199204.0,  5.156% ,155850.0,  5.257% , 
52, ,52.0, Tyranitar-Mega     ,  3.44757% ,150489.0,  3.895% ,115036.0,  3.881% , 
53, ,53.0, Alomomola          ,  3.08573% ,19887.0,  0.515% ,15838.0,  0.534% , 
54, ,54.0, Charizard-Mega-X   ,  3.07846% ,260480.0,  6.743% ,192870.0,  6.506% , 
55, ,55.0, Pinsir-Mega        ,  2.82587% ,83841.0,  2.170% ,58615.0,  1.977% , 
56, ,56.0, Hoopa-Unbound      ,  2.47619% ,67231.0,  1.740% ,47117.0,  1.589% , 
57, ,57.0, Gastrodon          ,  2.44643% ,64937.0,  1.681% ,51904.0,  1.751% , 
58, ,58.0, Gyarados-Mega      ,  2.23932% ,134560.0,  3.483% ,101601.0,  3.427% , 
59, ,59.0, Azumarill          ,  2.17126% ,183019.0,  4.738% ,136914.0,  4.619% , 
60, ,60.0, Zeraora            ,  2.15078% ,79469.0,  2.057% ,59556.0,  2.009% , 
61, ,61.0, Marowak-Alola      ,  2.13837% ,62593.0,  1.620% ,47850.0,  1.614% , 
62, ,62.0, Quagsire           ,  2.09894% ,39052.0,  1.011% ,28965.0,  0.977% , 
63, ,63.0, Hydreigon          ,  2.09372% ,76009.0,  1.968% ,56502.0,  1.906% , 
64, ,64.0, Mew                ,  2.08549% ,128909.0,  3.337% ,100323.0,  3.384% , 
65, ,65.0, Latios-Mega        ,  1.96543% ,40756.0,  1.055% ,30382.0,  1.025% , 
66, ,66.0, Seismitoad         ,  1.95194% ,26795.0,  0.694% ,23002.0,  0.776% , 
67, ,67.0, Slowbro            ,  1.88649% ,38183.0,  0.988% ,29731.0,  1.003% , 
68, ,68.0, Kingdra            ,  1.86899% ,62245.0,  1.611% ,44434.0,  1.499% , 
69, ,69.0, Dragonite          ,  1.75004% ,163384.0,  4.229% ,117514.0,  3.964% , 
70, ,70.0, Muk-Alola          ,  1.74353% ,76058.0,  1.969% ,58418.0,  1.971% , 
71, ,71.0, Kyurem             ,  1.69856% ,17247.0,  0.446% ,12862.0,  0.434% , 
72, ,72.0, Crawdaunt          ,  1.67719% ,47764.0,  1.236% ,35169.0,  1.186% , 
73, ,73.0, Amoonguss          ,  1.65198% ,43024.0,  1.114% ,32530.0,  1.097% , 
74, ,74.0, Cresselia          ,  1.61606% ,57177.0,  1.480% ,44165.0,  1.490% , 
75, ,75.0, Thundurus-Therian  ,  1.58500% ,66187.0,  1.713% ,51764.0,  1.746% , 
76, ,76.0, Mimikyu            ,  1.43724% ,133371.0,  3.452% ,93700.0,  3.161% , 
77, ,77.0, Gyarados           ,  1.39737% ,101953.0,  2.639% ,77643.0,  2.619% , 
78, ,78.0, Shedinja           ,  1.32212% ,19859.0,  0.514% ,13645.0,  0.460% , 
79, ,79.0, Hippowdon          ,  1.21168% ,47210.0,  1.222% ,40798.0,  1.376% , 
80, ,80.0, Stakataka          ,  1.06453% ,33156.0,  0.858% ,24864.0,  0.839% , 
81, ,81.0, Garchomp-Mega      ,  1.04613% ,69808.0,  1.807% ,51980.0,  1.753% , 
82, ,82.0, Heracross-Mega     ,  0.95769% ,48642.0,  1.259% ,34864.0,  1.176% , 
83, ,83.0, Altaria-Mega       ,  0.95130% ,30637.0,  0.793% ,22394.0,  0.755% , 
84, ,84.0, Thundurus          ,  0.95050% ,35221.0,  0.912% ,26926.0,  0.908% , 
85, ,85.0, Volcanion          ,  0.93844% ,46222.0,  1.196% ,36462.0,  1.230% , 
86, ,86.0, Gallade-Mega       ,  0.93792% ,71681.0,  1.855% ,50777.0,  1.713% , 
87, ,87.0, Vaporeon           ,  0.91640% ,24088.0,  0.624% ,17941.0,  0.605% , 
88, ,88.0, Mantine            ,  0.83901% ,21871.0,  0.566% ,16800.0,  0.567% , 
89, ,89.0, Primarina          ,  0.76332% ,24640.0,  0.638% ,18623.0,  0.628% , 
90, ,90.0, Mamoswine          ,  0.72300% ,70291.0,  1.820% ,57466.0,  1.939% , 
91, ,91.0, Krookodile         ,  0.71366% ,36797.0,  0.953% ,27730.0,  0.935% , 
92, ,92.0, Breloom            ,  0.71147% ,95170.0,  2.464% ,71086.0,  2.398% , 
93, ,93.0, Slowbro-Mega       ,  0.69833% ,23275.0,  0.602% ,18259.0,  0.616% , 
94, ,94.0, Araquanid          ,  0.68183% ,57638.0,  1.492% ,49058.0,  1.655% , 
95, ,95.0, Aggron-Mega        ,  0.68015% ,36078.0,  0.934% ,29774.0,  1.004% , 
96, ,96.0, Avalugg            ,  0.65662% ,9977.0,  0.258% ,7247.0,  0.244% , 
97, ,97.0, Ribombee           ,  0.62741% ,48914.0,  1.266% ,42708.0,  1.441% , 
98, ,98.0, Conkeldurr         ,  0.61811% ,63072.0,  1.633% ,47906.0,  1.616% , 
99, ,99.0, Scizor             ,  0.60609% ,69412.0,  1.797% ,52435.0,  1.769% , 
100, ,100.0, Gengar             ,  0.60075% ,107368.0,  2.779% ,74950.0,  2.528% , 
101, ,101.0, Manectric-Mega     ,  0.57867% ,63130.0,  1.634% ,50983.0,  1.720% , 
102, ,102.0, Shuckle            ,  0.57846% ,57760.0,  1.495% ,51063.0,  1.723% , 
103, ,103.0, Cloyster           ,  0.53352% ,80023.0,  2.071% ,59901.0,  2.021% , 
104, ,104.0, Ninetales-Alola    ,  0.51511% ,76738.0,  1.986% ,61143.0,  2.063% , 
105, ,105.0, Buzzwole           ,  0.51012% ,52895.0,  1.369% ,39310.0,  1.326% , 
106, ,106.0, Porygon-Z          ,  0.50656% ,67993.0,  1.760% ,46934.0,  1.583% , 
107, ,107.0, Diggersby          ,  0.49177% ,27974.0,  0.724% ,20911.0,  0.705% , 
108, ,108.0, Blissey            ,  0.48736% ,43836.0,  1.135% ,32132.0,  1.084% , 
109, ,109.0, Latios             ,  0.48037% ,68586.0,  1.775% ,49457.0,  1.668% , 
110, ,110.0, Azelf              ,  0.46298% ,27096.0,  0.701% ,24421.0,  0.824% , 
111, ,111.0, Terrakion          ,  0.45159% ,19009.0,  0.492% ,13624.0,  0.460% , 
112, ,112.0, Suicune            ,  0.44954% ,30273.0,  0.784% ,22527.0,  0.760% , 
113, ,113.0, Uxie               ,  0.42999% ,24617.0,  0.637% ,22952.0,  0.774% , 
114, ,114.0, Venusaur           ,  0.42415% ,54903.0,  1.421% ,41403.0,  1.397% , 
115, ,115.0, Nidoking           ,  0.42353% ,56943.0,  1.474% ,44234.0,  1.492% , 
116, ,116.0, Beedrill-Mega      ,  0.40133% ,88554.0,  2.292% ,67457.0,  2.276% , 
117, ,117.0, Talonflame         ,  0.39410% ,35193.0,  0.911% ,25609.0,  0.864% , 
118, ,118.0, Necrozma           ,  0.37765% ,12615.0,  0.327% ,9687.0,  0.327% , 
119, ,119.0, Xurkitree          ,  0.37078% ,53268.0,  1.379% ,38910.0,  1.313% , 
120, ,120.0, Torkoal            ,  0.35145% ,57840.0,  1.497% ,52970.0,  1.787% , 
121, ,121.0, Steelix-Mega       ,  0.34992% ,13910.0,  0.360% ,11012.0,  0.371% , 
122, ,122.0, Starmie            ,  0.34820% ,37771.0,  0.978% ,27822.0,  0.939% , 
123, ,123.0, Latias             ,  0.34607% ,32302.0,  0.836% ,23215.0,  0.783% , 
124, ,124.0, Empoleon           ,  0.33783% ,39813.0,  1.031% ,31540.0,  1.064% , 
125, ,125.0, Snorlax            ,  0.33098% ,71200.0,  1.843% ,52316.0,  1.765% , 
126, ,126.0, Pyukumuku          ,  0.32064% ,16544.0,  0.428% ,12019.0,  0.405% , 
127, ,127.0, Salamence          ,  0.29830% ,78163.0,  2.023% ,56070.0,  1.891% , 
128, ,128.0, Alakazam           ,  0.29533% ,46297.0,  1.198% ,30664.0,  1.034% , 
129, ,129.0, Gardevoir-Mega     ,  0.28747% ,63504.0,  1.644% ,42880.0,  1.446% , 
130, ,130.0, Aerodactyl-Mega    ,  0.28404% ,44242.0,  1.145% ,32499.0,  1.096% , 
131, ,131.0, Blastoise-Mega     ,  0.26695% ,25467.0,  0.659% ,19510.0,  0.658% , 
132, ,132.0, Infernape          ,  0.25883% ,88958.0,  2.303% ,67840.0,  2.288% , 
