, , Rank , Pokemon            , Usage %   , Raw    , %       , Real   , %       .1, .1
1, ,1.0, Landorus-Therian   , 41.21178% ,49040.0, 13.755% ,0.0,  0.000% , 
2, ,2.0, Incineroar         , 33.07701% ,61585.0, 17.274% ,0.0,  0.000% , 
3, ,3.0, Tapu Koko          , 26.90574% ,43563.0, 12.219% ,0.0,  0.000% , 
4, ,4.0, Kartana            , 25.88555% ,24072.0,  6.752% ,0.0,  0.000% , 
5, ,5.0, Tapu Fini          , 24.64715% ,30792.0,  8.637% ,0.0,  0.000% , 
6, ,6.0, Diancie-Mega       , 20.28929% ,11580.0,  3.248% ,0.0,  0.000% , 
7, ,7.0, Tapu Lele          , 19.22064% ,33842.0,  9.492% ,0.0,  0.000% , 
8, ,8.0, Metagross-Mega     , 18.60099% ,22802.0,  6.396% ,0.0,  0.000% , 
9, ,9.0, Zygarde            , 15.34880% ,11640.0,  3.265% ,0.0,  0.000% , 
10, ,10.0, Whimsicott         , 14.24734% ,22343.0,  6.267% ,0.0,  0.000% , 
11, ,11.0, Kommo-o            , 12.65702% ,21114.0,  5.922% ,0.0,  0.000% , 
12, ,12.0, Mew                , 12.00937% ,16591.0,  4.654% ,0.0,  0.000% , 
13, ,13.0, Victini            , 11.02093% ,11770.0,  3.301% ,0.0,  0.000% , 
14, ,14.0, Terrakion          , 10.42243% ,6541.0,  1.835% ,0.0,  0.000% , 
15, ,15.0, Shaymin-Sky        , 10.28548% ,4156.0,  1.166% ,0.0,  0.000% , 
16, ,16.0, Kyurem-Black       ,  9.82840% ,8706.0,  2.442% ,0.0,  0.000% , 
17, ,17.0, Charizard-Mega-Y   ,  9.67310% ,33329.0,  9.348% ,0.0,  0.000% , 
18, ,18.0, Zapdos             ,  8.68895% ,23649.0,  6.633% ,0.0,  0.000% , 
19, ,19.0, Aegislash          ,  8.39913% ,19867.0,  5.572% ,0.0,  0.000% , 
20, ,20.0, Salamence-Mega     ,  8.24716% ,18027.0,  5.056% ,0.0,  0.000% , 
21, ,21.0, Amoonguss          ,  7.78617% ,25250.0,  7.082% ,0.0,  0.000% , 
22, ,22.0, Porygon2           ,  7.72778% ,14424.0,  4.046% ,0.0,  0.000% , 
23, ,23.0, Volcanion          ,  7.21867% ,11589.0,  3.251% ,0.0,  0.000% , 
24, ,24.0, Gothitelle         ,  7.21855% ,10135.0,  2.843% ,0.0,  0.000% , 
25, ,25.0, Gastrodon          ,  6.83374% ,24909.0,  6.987% ,0.0,  0.000% , 
26, ,26.0, Tapu Bulu          ,  6.58668% ,18047.0,  5.062% ,0.0,  0.000% , 
27, ,27.0, Hoopa-Unbound      ,  6.17346% ,7514.0,  2.108% ,0.0,  0.000% , 
28, ,28.0, Zeraora            ,  6.11632% ,15385.0,  4.315% ,0.0,  0.000% , 
29, ,29.0, Diancie            ,  6.09720% ,7923.0,  2.222% ,0.0,  0.000% , 
30, ,30.0, Tyranitar          ,  6.01546% ,17226.0,  4.832% ,0.0,  0.000% , 
31, ,31.0, Pelipper           ,  5.43284% ,25228.0,  7.076% ,0.0,  0.000% , 
32, ,32.0, Celesteela         ,  5.31837% ,19992.0,  5.608% ,0.0,  0.000% , 
33, ,33.0, Manectric-Mega     ,  5.30195% ,10192.0,  2.859% ,0.0,  0.000% , 
34, ,34.0, Volcarona          ,  5.00287% ,20131.0,  5.646% ,0.0,  0.000% , 
35, ,35.0, Stakataka          ,  4.79886% ,14857.0,  4.167% ,0.0,  0.000% , 
36, ,36.0, Venusaur-Mega      ,  4.49457% ,12648.0,  3.548% ,0.0,  0.000% , 
37, ,37.0, Gardevoir-Mega     ,  4.44192% ,14651.0,  4.109% ,0.0,  0.000% , 
