, , Rank , Pokemon            , Usage %   , Raw    , %       , Real   , %       .1, .1
1, ,1.0, Landorus-Therian   , 34.06825% ,42226.0, 12.418% ,0.0,  0.000% , 
2, ,2.0, Tapu Bulu          , 29.56834% ,19128.0,  5.625% ,0.0,  0.000% , 
3, ,3.0, Tapu Fini          , 25.25589% ,25783.0,  7.582% ,0.0,  0.000% , 
4, ,4.0, Tapu Koko          , 23.67710% ,33623.0,  9.888% ,0.0,  0.000% , 
5, ,5.0, Incineroar         , 23.26580% ,16983.0,  4.994% ,0.0,  0.000% , 
6, ,6.0, Zygarde            , 22.31784% ,10654.0,  3.133% ,0.0,  0.000% , 
7, ,7.0, Zapdos             , 20.93549% ,24730.0,  7.273% ,0.0,  0.000% , 
8, ,8.0, Metagross-Mega     , 20.29214% ,16152.0,  4.750% ,0.0,  0.000% , 
9, ,9.0, Hoopa-Unbound      , 17.70792% ,10343.0,  3.042% ,0.0,  0.000% , 
10, ,10.0, Kyurem-Black       , 17.00888% ,10419.0,  3.064% ,0.0,  0.000% , 
11, ,11.0, Scrafty            , 16.96483% ,13669.0,  4.020% ,0.0,  0.000% , 
12, ,12.0, Tapu Lele          , 16.51422% ,24888.0,  7.319% ,0.0,  0.000% , 
13, ,13.0, Charizard-Mega-Y   , 14.53513% ,30459.0,  8.957% ,0.0,  0.000% , 
14, ,14.0, Aegislash          , 13.64942% ,20538.0,  6.040% ,0.0,  0.000% , 
15, ,15.0, Volcanion          , 12.34152% ,12235.0,  3.598% ,0.0,  0.000% , 
16, ,16.0, Amoonguss          , 12.28209% ,18804.0,  5.530% ,0.0,  0.000% , 
17, ,17.0, Tyranitar          , 11.51936% ,17603.0,  5.177% ,0.0,  0.000% , 
18, ,18.0, Salamence-Mega     ,  9.59705% ,11006.0,  3.237% ,0.0,  0.000% , 
19, ,19.0, Camerupt-Mega      ,  9.53845% ,10566.0,  3.107% ,0.0,  0.000% , 
20, ,20.0, Ferrothorn         ,  8.99642% ,21209.0,  6.237% ,0.0,  0.000% , 
21, ,21.0, Heatran            ,  7.93896% ,14976.0,  4.404% ,0.0,  0.000% , 
22, ,22.0, Gothitelle         ,  7.68915% ,6054.0,  1.780% ,0.0,  0.000% , 
23, ,23.0, Stakataka          ,  7.40299% ,12075.0,  3.551% ,0.0,  0.000% , 
24, ,24.0, Bronzong           ,  7.26705% ,9611.0,  2.826% ,0.0,  0.000% , 
25, ,25.0, Suicune            ,  7.13570% ,5225.0,  1.537% ,0.0,  0.000% , 
26, ,26.0, Scizor-Mega        ,  6.71566% ,7489.0,  2.202% ,0.0,  0.000% , 
27, ,27.0, Genesect           ,  6.15795% ,7422.0,  2.183% ,0.0,  0.000% , 
28, ,28.0, Meloetta           ,  5.73206% ,2646.0,  0.778% ,0.0,  0.000% , 
29, ,29.0, Landorus           ,  5.40204% ,2537.0,  0.746% ,0.0,  0.000% , 
30, ,30.0, Necrozma           ,  5.23379% ,1722.0,  0.506% ,0.0,  0.000% , 
31, ,31.0, Mew                ,  5.13996% ,14476.0,  4.257% ,0.0,  0.000% , 
32, ,32.0, Celesteela         ,  4.93675% ,17715.0,  5.210% ,0.0,  0.000% , 
33, ,33.0, Victini            ,  4.92078% ,8673.0,  2.551% ,0.0,  0.000% , 
34, ,34.0, Gengar-Mega        ,  4.90316% ,9550.0,  2.808% ,0.0,  0.000% , 
35, ,35.0, Manectric-Mega     ,  4.52138% ,8926.0,  2.625% ,0.0,  0.000% , 
36, ,36.0, Pelipper           ,  4.35000% ,22777.0,  6.698% ,0.0,  0.000% , 
37, ,37.0, Deoxys-Attack      ,  4.03862% ,6421.0,  1.888% ,0.0,  0.000% , 
38, ,38.0, Tyranitar-Mega     ,  3.79165% ,9495.0,  2.792% ,0.0,  0.000% , 
39, ,39.0, Excadrill          ,  3.76011% ,12882.0,  3.788% ,0.0,  0.000% , 
40, ,40.0, Porygon2           ,  3.65748% ,13310.0,  3.914% ,0.0,  0.000% , 
41, ,41.0, Cresselia          ,  3.53056% ,13809.0,  4.061% ,0.0,  0.000% , 
42, ,42.0, Mawile-Mega        ,  3.43698% ,8875.0,  2.610% ,0.0,  0.000% , 
43, ,43.0, Whimsicott         ,  3.35895% ,21051.0,  6.191% ,0.0,  0.000% , 
44, ,44.0, Diancie            ,  3.35692% ,4603.0,  1.354% ,0.0,  0.000% , 
45, ,45.0, Torkoal            ,  3.15417% ,9535.0,  2.804% ,0.0,  0.000% , 
46, ,46.0, Azumarill          ,  3.05420% ,6638.0,  1.952% ,0.0,  0.000% , 
47, ,47.0, Kommo-o            ,  2.88180% ,9378.0,  2.758% ,0.0,  0.000% , 
48, ,48.0, Gardevoir-Mega     ,  2.79761% ,9150.0,  2.691% ,0.0,  0.000% , 
49, ,49.0, Abomasnow-Mega     ,  2.62083% ,4111.0,  1.209% ,0.0,  0.000% , 
50, ,50.0, Kingdra            ,  2.48859% ,12004.0,  3.530% ,0.0,  0.000% , 
51, ,51.0, Swampert-Mega      ,  2.47336% ,18310.0,  5.385% ,0.0,  0.000% , 
52, ,52.0, Togekiss           ,  2.43033% ,14760.0,  4.341% ,0.0,  0.000% , 
53, ,53.0, Gigalith           ,  2.40282% ,5144.0,  1.513% ,0.0,  0.000% , 
54, ,54.0, Shaymin-Sky        ,  2.35112% ,3573.0,  1.051% ,0.0,  0.000% , 
55, ,55.0, Kartana            ,  2.17905% ,13695.0,  4.027% ,0.0,  0.000% , 
56, ,56.0, Mimikyu            ,  2.12709% ,15987.0,  4.701% ,0.0,  0.000% , 
57, ,57.0, Aerodactyl         ,  2.08936% ,3237.0,  0.952% ,0.0,  0.000% , 
