, , Rank , Pokemon            , Usage %   , Raw    , %       , Real   , %       .1, .1
1, ,1.0, Landorus-Therian   , 40.75642% ,42400.0, 12.398% ,0.0,  0.000% , 
2, ,2.0, Tapu Fini          , 29.47357% ,29421.0,  8.603% ,0.0,  0.000% , 
3, ,3.0, Marshadow          , 27.94150% ,26172.0,  7.653% ,0.0,  0.000% , 
4, ,4.0, Tapu Lele          , 20.90887% ,28357.0,  8.292% ,0.0,  0.000% , 
5, ,5.0, Zapdos             , 20.28082% ,22327.0,  6.529% ,0.0,  0.000% , 
6, ,6.0, Tapu Koko          , 19.21166% ,42384.0, 12.393% ,0.0,  0.000% , 
7, ,7.0, Volcanion          , 17.90177% ,12313.0,  3.600% ,0.0,  0.000% , 
8, ,8.0, Salamence-Mega     , 15.39578% ,12201.0,  3.568% ,0.0,  0.000% , 
9, ,9.0, Heatran            , 15.07866% ,20746.0,  6.066% ,0.0,  0.000% , 
10, ,10.0, Kyurem-Black       , 14.64003% ,9610.0,  2.810% ,0.0,  0.000% , 
11, ,11.0, Tapu Bulu          , 14.50913% ,14657.0,  4.286% ,0.0,  0.000% , 
12, ,12.0, Hoopa-Unbound      , 12.53384% ,8295.0,  2.426% ,0.0,  0.000% , 
13, ,13.0, Metagross-Mega     , 12.10147% ,11108.0,  3.248% ,0.0,  0.000% , 
14, ,14.0, Amoonguss          , 12.03613% ,15197.0,  4.444% ,0.0,  0.000% , 
15, ,15.0, Whimsicott         , 10.81187% ,21822.0,  6.381% ,0.0,  0.000% , 
16, ,16.0, Diancie            , 10.55228% ,5522.0,  1.615% ,0.0,  0.000% , 
17, ,17.0, Tyranitar          , 10.20149% ,15941.0,  4.661% ,0.0,  0.000% , 
18, ,18.0, Scrafty            , 10.14791% ,10100.0,  2.953% ,0.0,  0.000% , 
19, ,19.0, Charizard-Mega-Y   , 10.10930% ,28014.0,  8.192% ,0.0,  0.000% , 
20, ,20.0, Aegislash          ,  9.91463% ,17112.0,  5.004% ,0.0,  0.000% , 
21, ,21.0, Ferrothorn         ,  9.65371% ,19765.0,  5.779% ,0.0,  0.000% , 
22, ,22.0, Stakataka          ,  9.12421% ,14284.0,  4.177% ,0.0,  0.000% , 
23, ,23.0, Celesteela         ,  9.12067% ,29375.0,  8.589% ,0.0,  0.000% , 
24, ,24.0, Zygarde            ,  9.02998% ,7787.0,  2.277% ,0.0,  0.000% , 
25, ,25.0, Kartana            ,  7.76361% ,17573.0,  5.138% ,0.0,  0.000% , 
26, ,26.0, Volcarona          ,  7.74127% ,17711.0,  5.179% ,0.0,  0.000% , 
27, ,27.0, Tyranitar-Mega     ,  7.68484% ,10370.0,  3.032% ,0.0,  0.000% , 
28, ,28.0, Genesect           ,  6.97373% ,6956.0,  2.034% ,0.0,  0.000% , 
29, ,29.0, Deoxys-Attack      ,  6.87392% ,9082.0,  2.656% ,0.0,  0.000% , 
30, ,30.0, Snorlax            ,  6.84549% ,20769.0,  6.073% ,0.0,  0.000% , 
31, ,31.0, Bronzong           ,  6.04507% ,9169.0,  2.681% ,0.0,  0.000% , 
32, ,32.0, Gardevoir-Mega     ,  5.96753% ,8532.0,  2.495% ,0.0,  0.000% , 
33, ,33.0, Scizor-Mega        ,  5.85322% ,7878.0,  2.304% ,0.0,  0.000% , 
34, ,34.0, Cresselia          ,  5.67515% ,9787.0,  2.862% ,0.0,  0.000% , 
35, ,35.0, Diancie-Mega       ,  5.55100% ,10835.0,  3.168% ,0.0,  0.000% , 
36, ,36.0, Camerupt-Mega      ,  5.41915% ,6309.0,  1.845% ,0.0,  0.000% , 
37, ,37.0, Mew                ,  5.40005% ,9585.0,  2.803% ,0.0,  0.000% , 
38, ,38.0, Ninetales-Alola    ,  5.20264% ,21774.0,  6.367% ,0.0,  0.000% , 
39, ,39.0, Mawile-Mega        ,  4.52933% ,8274.0,  2.419% ,0.0,  0.000% , 
40, ,40.0, Pelipper           ,  4.06930% ,24460.0,  7.152% ,0.0,  0.000% , 
41, ,41.0, Victini            ,  3.98681% ,6002.0,  1.755% ,0.0,  0.000% , 
42, ,42.0, Necrozma           ,  3.95321% ,2630.0,  0.769% ,0.0,  0.000% , 
43, ,43.0, Excadrill          ,  3.93234% ,12798.0,  3.742% ,0.0,  0.000% , 
44, ,44.0, Suicune            ,  3.56918% ,5936.0,  1.736% ,0.0,  0.000% , 
45, ,45.0, Kingdra            ,  3.28761% ,14699.0,  4.298% ,0.0,  0.000% , 
46, ,46.0, Ludicolo           ,  3.20497% ,7477.0,  2.186% ,0.0,  0.000% , 
47, ,47.0, Torkoal            ,  3.05436% ,9867.0,  2.885% ,0.0,  0.000% , 
