, , Rank , Pokemon            , Usage %   , Raw    , %       , Real   , %       .1, .1
1, ,1.0, Landorus-Therian   , 37.54257% ,7445.0,  6.000% ,5069.0,  6.973% , 
2, ,2.0, Magearna           , 34.28526% ,13399.0, 10.799% ,7987.0, 10.987% , 
3, ,3.0, Kangaskhan-Mega    , 24.77079% ,3946.0,  3.180% ,2306.0,  3.172% , 
4, ,4.0, Zygarde            , 21.86936% ,6195.0,  4.993% ,3867.0,  5.320% , 
5, ,5.0, Tapu Lele          , 20.67947% ,9543.0,  7.691% ,5619.0,  7.730% , 
6, ,6.0, Jirachi            , 20.43770% ,3448.0,  2.779% ,2187.0,  3.009% , 
7, ,7.0, Heatran            , 19.12695% ,3793.0,  3.057% ,2487.0,  3.421% , 
8, ,8.0, Salamence-Mega     , 17.96741% ,4196.0,  3.382% ,2617.0,  3.600% , 
9, ,9.0, Tapu Koko          , 15.46423% ,18214.0, 14.679% ,10117.0, 13.917% , 
10, ,10.0, Charizard-Mega-Y   , 12.71819% ,6862.0,  5.530% ,4039.0,  5.556% , 
11, ,11.0, Aegislash          , 12.69656% ,6459.0,  5.206% ,4014.0,  5.522% , 
12, ,12.0, Celesteela         , 11.96604% ,7767.0,  6.260% ,4768.0,  6.559% , 
13, ,13.0, Hitmontop          , 11.40020% ,1754.0,  1.414% ,1119.0,  1.539% , 
14, ,14.0, Cresselia          , 10.75104% ,2498.0,  2.013% ,1366.0,  1.879% , 
15, ,15.0, Tapu Bulu          , 10.49118% ,7516.0,  6.057% ,4397.0,  6.049% , 
16, ,16.0, Tapu Fini          ,  9.32943% ,5840.0,  4.707% ,3532.0,  4.859% , 
17, ,17.0, Volcanion          ,  9.27066% ,3586.0,  2.890% ,2239.0,  3.080% , 
18, ,18.0, Amoonguss          ,  9.00914% ,3635.0,  2.930% ,2323.0,  3.196% , 
19, ,19.0, Staraptor          ,  8.50155% ,1302.0,  1.049% ,799.0,  1.099% , 
20, ,20.0, Ninetales-Alola    ,  8.49460% ,10707.0,  8.629% ,5518.0,  7.591% , 
21, ,21.0, Gengar-Mega        ,  8.02911% ,1820.0,  1.467% ,1001.0,  1.377% , 
22, ,22.0, Pheromosa          ,  7.80375% ,7412.0,  5.974% ,4276.0,  5.882% , 
23, ,23.0, Pelipper           ,  7.50521% ,7211.0,  5.812% ,4379.0,  6.024% , 
24, ,24.0, Deoxys-Attack      ,  6.82847% ,807.0,  0.650% ,477.0,  0.656% , 
25, ,25.0, Marowak-Alola      ,  6.76677% ,11065.0,  8.918% ,6954.0,  9.566% , 
26, ,26.0, Venusaur-Mega      ,  6.45984% ,1789.0,  1.442% ,1104.0,  1.519% , 
27, ,27.0, Hoopa-Unbound      ,  6.17031% ,1381.0,  1.113% ,809.0,  1.113% , 
28, ,28.0, Xurkitree          ,  5.89913% ,8700.0,  7.012% ,5351.0,  7.361% , 
29, ,29.0, Gastrodon          ,  5.65595% ,1968.0,  1.586% ,1268.0,  1.744% , 
30, ,30.0, Kingdra            ,  5.52945% ,1916.0,  1.544% ,1173.0,  1.614% , 
31, ,31.0, Oranguru           ,  5.38907% ,22562.0, 18.183% ,12723.0, 17.502% , 
32, ,32.0, Rotom-Wash         ,  5.25213% ,2307.0,  1.859% ,1475.0,  2.029% , 
33, ,33.0, Arcanine           ,  5.06790% ,4262.0,  3.435% ,2654.0,  3.651% , 
34, ,34.0, Shaymin-Sky        ,  4.99980% ,581.0,  0.468% ,355.0,  0.488% , 
35, ,35.0, Scrafty            ,  4.70141% ,2037.0,  1.642% ,1360.0,  1.871% , 
36, ,36.0, Torkoal            ,  4.50851% ,3916.0,  3.156% ,2447.0,  3.366% , 
37, ,37.0, Ninetales          ,  4.48439% ,1314.0,  1.059% ,707.0,  0.973% , 
38, ,38.0, Raichu             ,  4.24954% ,2109.0,  1.700% ,1411.0,  1.941% , 
39, ,39.0, Milotic            ,  4.21310% ,1803.0,  1.453% ,1069.0,  1.471% , 
40, ,40.0, Hydreigon          ,  4.18576% ,1422.0,  1.146% ,849.0,  1.168% , 
41, ,41.0, Salazzle           ,  4.08855% ,8686.0,  7.000% ,4886.0,  6.721% , 
42, ,42.0, Azumarill          ,  3.90529% ,3294.0,  2.655% ,2060.0,  2.834% , 
43, ,43.0, Suicune            ,  3.69406% ,927.0,  0.747% ,583.0,  0.802% , 
44, ,44.0, Landorus           ,  3.52783% ,1569.0,  1.265% ,950.0,  1.307% , 
45, ,45.0, Exeggutor-Alola    ,  3.43600% ,5736.0,  4.623% ,3408.0,  4.688% , 
46, ,46.0, Diancie            ,  3.43428% ,989.0,  0.797% ,542.0,  0.746% , 
47, ,47.0, Kommo-o            ,  3.40036% ,6078.0,  4.898% ,3638.0,  5.005% , 
48, ,48.0, Kartana            ,  3.36219% ,7562.0,  6.094% ,4423.0,  6.084% , 
49, ,49.0, Mimikyu            ,  3.12836% ,11426.0,  9.209% ,6303.0,  8.671% , 
50, ,50.0, Zapdos             ,  3.07807% ,1936.0,  1.560% ,1135.0,  1.561% , 
51, ,51.0, Kyurem-Black       ,  2.82171% ,1314.0,  1.059% ,738.0,  1.015% , 
52, ,52.0, Raichu-Alola       ,  2.72884% ,12651.0, 10.196% ,7967.0, 10.960% , 
53, ,53.0, Politoed           ,  2.63247% ,2370.0,  1.910% ,1321.0,  1.817% , 
54, ,54.0, Araquanid          ,  2.40963% ,8133.0,  6.555% ,5027.0,  6.915% , 
55, ,55.0, Buzzwole           ,  2.37295% ,4154.0,  3.348% ,2397.0,  3.297% , 
56, ,56.0, Thundurus          ,  2.27682% ,1671.0,  1.347% ,955.0,  1.314% , 
57, ,57.0, Victini            ,  2.18497% ,1275.0,  1.028% ,879.0,  1.209% , 
58, ,58.0, Metagross-Mega     ,  2.04186% ,3184.0,  2.566% ,1926.0,  2.649% , 
59, ,59.0, Volcarona          ,  1.97684% ,7049.0,  5.681% ,4100.0,  5.640% , 
60, ,60.0, Crawdaunt          ,  1.94715% ,304.0,  0.245% ,180.0,  0.248% , 
61, ,61.0, Sylveon            ,  1.92592% ,3236.0,  2.608% ,1991.0,  2.739% , 
62, ,62.0, Nihilego           ,  1.90494% ,2919.0,  2.353% ,1574.0,  2.165% , 
63, ,63.0, Mudsdale           ,  1.87764% ,6594.0,  5.314% ,3883.0,  5.342% , 
