, , Rank , Pokemon            , Usage %   , Raw    , %       , Real   , %       .1, .1
1, ,1.0, Incineroar         , 42.73336% ,37242.0,  9.864% ,0.0,  0.000% , 
2, ,2.0, Landorus-Therian   , 39.58187% ,51753.0, 13.708% ,0.0,  0.000% , 
3, ,3.0, Metagross-Mega     , 28.37429% ,22446.0,  5.945% ,0.0,  0.000% , 
4, ,4.0, Tapu Lele          , 27.74368% ,31003.0,  8.212% ,0.0,  0.000% , 
5, ,5.0, Zapdos             , 23.82342% ,29532.0,  7.822% ,0.0,  0.000% , 
6, ,6.0, Tapu Fini          , 23.01003% ,28382.0,  7.518% ,0.0,  0.000% , 
7, ,7.0, Tapu Bulu          , 21.17100% ,23504.0,  6.226% ,0.0,  0.000% , 
8, ,8.0, Amoonguss          , 19.50184% ,24611.0,  6.519% ,0.0,  0.000% , 
9, ,9.0, Gengar-Mega        , 19.24932% ,19980.0,  5.292% ,0.0,  0.000% , 
10, ,10.0, Tapu Koko          , 15.35146% ,42146.0, 11.163% ,0.0,  0.000% , 
11, ,11.0, Ferrothorn         , 15.35077% ,25008.0,  6.624% ,0.0,  0.000% , 
12, ,12.0, Kommo-o            , 14.85098% ,20860.0,  5.525% ,0.0,  0.000% , 
13, ,13.0, Zygarde            , 12.63935% ,15199.0,  4.026% ,0.0,  0.000% , 
14, ,14.0, Diancie            , 12.54296% ,5643.0,  1.495% ,0.0,  0.000% , 
15, ,15.0, Hoopa-Unbound      , 10.77677% ,11590.0,  3.070% ,0.0,  0.000% , 
16, ,16.0, Kyurem-Black       , 10.13174% ,12627.0,  3.345% ,0.0,  0.000% , 
17, ,17.0, Charizard-Mega-Y   ,  9.51087% ,33011.0,  8.744% ,0.0,  0.000% , 
18, ,18.0, Celesteela         ,  8.56963% ,20300.0,  5.377% ,0.0,  0.000% , 
19, ,19.0, Scrafty            ,  8.15199% ,9932.0,  2.631% ,0.0,  0.000% , 
20, ,20.0, Pelipper           ,  8.13640% ,25156.0,  6.663% ,0.0,  0.000% , 
21, ,21.0, Diancie-Mega       ,  8.00690% ,9099.0,  2.410% ,0.0,  0.000% , 
22, ,22.0, Volcarona          ,  7.84988% ,19174.0,  5.079% ,0.0,  0.000% , 
23, ,23.0, Suicune            ,  7.53930% ,8687.0,  2.301% ,0.0,  0.000% , 
