, , Rank , Pokemon            , Usage %   , Raw    , %       , Real   , %       .1, .1
1, ,1.0, Landorus-Therian   , 46.39771% ,1020905.0, 28.377% ,868691.0, 31.859% , 
2, ,2.0, Magearna           , 24.32162% ,403147.0, 11.206% ,321051.0, 11.774% , 
3, ,3.0, Tapu Koko          , 23.17440% ,645924.0, 17.954% ,509521.0, 18.686% , 
4, ,4.0, Kartana            , 20.60668% ,444828.0, 12.365% ,325025.0, 11.920% , 
5, ,5.0, Chansey            , 20.22566% ,278019.0,  7.728% ,208094.0,  7.632% , 
6, ,6.0, Heatran            , 19.58816% ,458980.0, 12.758% ,373757.0, 13.707% , 
7, ,7.0, Clefable           , 17.53439% ,237226.0,  6.594% ,175034.0,  6.419% , 
8, ,8.0, Greninja-Ash       , 16.80150% ,535134.0, 14.875% ,395251.0, 14.496% , 
9, ,9.0, Zapdos             , 15.86954% ,330274.0,  9.180% ,261781.0,  9.601% , 
10, ,10.0, Tapu Lele          , 15.78551% ,331186.0,  9.206% ,247508.0,  9.077% , 
11, ,11.0, Ferrothorn         , 14.92266% ,525241.0, 14.600% ,446276.0, 16.367% , 
12, ,12.0, Toxapex            , 14.69495% ,393031.0, 10.925% ,299415.0, 10.981% , 
13, ,13.0, Zygarde            , 13.92539% ,270920.0,  7.531% ,198469.0,  7.279% , 
14, ,14.0, Skarmory           , 12.76105% ,225130.0,  6.258% ,184923.0,  6.782% , 
15, ,15.0, Greninja           , 11.05511% ,320821.0,  8.918% ,245070.0,  8.988% , 
16, ,16.0, Scizor-Mega        , 10.11252% ,238866.0,  6.640% ,185289.0,  6.795% , 
17, ,17.0, Tapu Bulu          ,  9.83838% ,246393.0,  6.849% ,188631.0,  6.918% , 
18, ,18.0, Sableye-Mega       ,  9.72011% ,116717.0,  3.244% ,100420.0,  3.683% , 
19, ,19.0, Keldeo             ,  9.48833% ,149718.0,  4.162% ,112867.0,  4.139% , 
20, ,20.0, Tangrowth          ,  9.45254% ,167220.0,  4.648% ,128092.0,  4.698% , 
21, ,21.0, Hawlucha           ,  8.92126% ,287166.0,  7.982% ,192100.0,  7.045% , 
22, ,22.0, Medicham-Mega      ,  8.37095% ,183206.0,  5.092% ,142344.0,  5.220% , 
23, ,23.0, Excadrill          ,  7.29438% ,266011.0,  7.394% ,203793.0,  7.474% , 
24, ,24.0, Magnezone          ,  7.15471% ,229710.0,  6.385% ,179989.0,  6.601% , 
25, ,25.0, Celesteela         ,  6.97569% ,264341.0,  7.348% ,208112.0,  7.632% , 
26, ,26.0, Venusaur-Mega      ,  6.86343% ,184014.0,  5.115% ,140625.0,  5.157% , 
27, ,27.0, Tornadus-Therian   ,  6.38963% ,78380.0,  2.179% ,61295.0,  2.248% , 
28, ,28.0, Tyranitar          ,  5.97477% ,219855.0,  6.111% ,169401.0,  6.213% , 
29, ,29.0, Kyurem-Black       ,  5.61969% ,170251.0,  4.732% ,124787.0,  4.576% , 
30, ,30.0, Gyarados-Mega      ,  5.59497% ,137037.0,  3.809% ,103358.0,  3.791% , 
31, ,31.0, Amoonguss          ,  5.52876% ,59745.0,  1.661% ,45473.0,  1.668% , 
32, ,32.0, Mew                ,  5.21984% ,179340.0,  4.985% ,138214.0,  5.069% , 
33, ,33.0, Lopunny-Mega       ,  5.17422% ,216266.0,  6.011% ,165163.0,  6.057% , 
34, ,34.0, Quagsire           ,  5.17148% ,40809.0,  1.134% ,30580.0,  1.121% , 
35, ,35.0, Bisharp            ,  5.03032% ,180607.0,  5.020% ,124891.0,  4.580% , 
36, ,36.0, Gliscor            ,  4.90524% ,177814.0,  4.943% ,137599.0,  5.046% , 
37, ,37.0, Latias-Mega        ,  4.69569% ,39394.0,  1.095% ,27834.0,  1.021% , 
38, ,38.0, Mawile-Mega        ,  4.67347% ,129304.0,  3.594% ,94648.0,  3.471% , 
39, ,39.0, Mimikyu            ,  4.63833% ,263863.0,  7.334% ,183553.0,  6.732% , 
40, ,40.0, Tapu Fini          ,  4.61966% ,191928.0,  5.335% ,154929.0,  5.682% , 
41, ,41.0, Pinsir-Mega        ,  4.55988% ,134568.0,  3.740% ,93887.0,  3.443% , 
42, ,42.0, Jirachi            ,  4.53533% ,101766.0,  2.829% ,76944.0,  2.822% , 
43, ,43.0, Blacephalon        ,  4.10490% ,192244.0,  5.344% ,139247.0,  5.107% , 
44, ,44.0, Charizard-Mega-X   ,  4.05362% ,257458.0,  7.156% ,192390.0,  7.056% , 
