, , Rank , Pokemon            , Usage %   , Raw    , %       , Real   , %       .1, .1
1, ,1.0, Tapu Lele          , 36.58288% ,604498.0, 15.592% ,424972.0, 14.785% , 
2, ,2.0, Mamoswine          , 34.03101% ,451748.0, 11.652% ,400225.0, 13.924% , 
3, ,3.0, Marowak-Alola      , 26.46128% ,880428.0, 22.709% ,643896.0, 22.402% , 
4, ,4.0, Magnezone          , 26.09724% ,381224.0,  9.833% ,308464.0, 10.732% , 
5, ,5.0, Tapu Fini          , 25.58921% ,441521.0, 11.388% ,346387.0, 12.051% , 
6, ,6.0, Celesteela         , 23.31798% ,737638.0, 19.026% ,580573.0, 20.199% , 
7, ,7.0, Kartana            , 18.20816% ,416804.0, 10.751% ,301442.0, 10.487% , 
8, ,8.0, Metagross-Mega     , 16.68328% ,354805.0,  9.152% ,266630.0,  9.276% , 
9, ,9.0, Tapu Koko          , 16.54229% ,652305.0, 16.825% ,500262.0, 17.405% , 
10, ,10.0, Nihilego           , 14.24867% ,300837.0,  7.760% ,251185.0,  8.739% , 
11, ,11.0, Greninja-Ash       , 14.06298% ,482279.0, 12.440% ,357013.0, 12.421% , 
12, ,12.0, Toxapex            , 13.64183% ,754960.0, 19.473% ,573272.0, 19.945% , 
13, ,13.0, Mandibuzz          , 13.61948% ,189242.0,  4.881% ,146578.0,  5.100% , 
14, ,14.0, Pinsir-Mega        , 13.35263% ,143477.0,  3.701% ,97676.0,  3.398% , 
15, ,15.0, Magearna           , 13.28846% ,256058.0,  6.605% ,200790.0,  6.986% , 
16, ,16.0, Xurkitree          , 13.07870% ,385254.0,  9.937% ,281936.0,  9.809% , 
17, ,17.0, Scizor-Mega        , 12.53914% ,314527.0,  8.113% ,244490.0,  8.506% , 
18, ,18.0, Garchomp           , 12.28371% ,412105.0, 10.630% ,304619.0, 10.598% , 
19, ,19.0, Mimikyu            , 12.18539% ,719985.0, 18.571% ,511770.0, 17.805% , 
20, ,20.0, Pheromosa          , 11.88352% ,409598.0, 10.565% ,285405.0,  9.930% , 
21, ,21.0, Tapu Bulu          , 10.58212% ,298898.0,  7.710% ,213608.0,  7.432% , 
22, ,22.0, Zygarde            , 10.20820% ,73093.0,  1.885% ,54477.0,  1.895% , 
23, ,23.0, Buzzwole           ,  8.85897% ,208432.0,  5.376% ,145611.0,  5.066% , 
24, ,24.0, Skarmory           ,  8.72515% ,176550.0,  4.554% ,151720.0,  5.279% , 
25, ,25.0, Gyarados-Mega      ,  8.28125% ,209989.0,  5.416% ,159340.0,  5.544% , 
26, ,26.0, Muk-Alola          ,  7.84643% ,314188.0,  8.104% ,245431.0,  8.539% , 
27, ,27.0, Necrozma           ,  7.60648% ,202616.0,  5.226% ,168019.0,  5.846% , 
