, , Rank , Pokemon            , Usage %   , Raw    , %       , Real   , %       .1, .1
1, ,1.0, Landorus-Therian   , 49.06947% ,1199460.0, 29.371% ,1029221.0, 33.032% , 
2, ,2.0, Magearna           , 24.94738% ,496677.0, 12.162% ,398891.0, 12.802% , 
3, ,3.0, Tapu Koko          , 24.87027% ,745573.0, 18.257% ,592235.0, 19.007% , 
4, ,4.0, Kartana            , 22.23371% ,490850.0, 12.019% ,360565.0, 11.572% , 
5, ,5.0, Chansey            , 19.68686% ,309095.0,  7.569% ,235870.0,  7.570% , 
6, ,6.0, Greninja-Ash       , 17.79955% ,625273.0, 15.311% ,464612.0, 14.911% , 
7, ,7.0, Heatran            , 16.65278% ,502535.0, 12.306% ,411695.0, 13.213% , 
8, ,8.0, Toxapex            , 16.62570% ,448199.0, 10.975% ,346733.0, 11.128% , 
9, ,9.0, Zygarde            , 15.03473% ,297859.0,  7.294% ,219003.0,  7.029% , 
10, ,10.0, Clefable           , 15.00448% ,245942.0,  6.022% ,182166.0,  5.846% , 
11, ,11.0, Ferrothorn         , 14.86256% ,567013.0, 13.884% ,484034.0, 15.535% , 
12, ,12.0, Zapdos             , 14.65988% ,324525.0,  7.947% ,257359.0,  8.260% , 
13, ,13.0, Tapu Lele          , 14.51889% ,366369.0,  8.971% ,273753.0,  8.786% , 
14, ,14.0, Hawlucha           , 12.56957% ,299429.0,  7.332% ,204522.0,  6.564% , 
15, ,15.0, Skarmory           , 12.37146% ,262614.0,  6.431% ,217347.0,  6.976% , 
16, ,16.0, Scizor-Mega        , 12.16112% ,295012.0,  7.224% ,231146.0,  7.418% , 
17, ,17.0, Tapu Bulu          , 10.68086% ,296881.0,  7.270% ,228828.0,  7.344% , 
18, ,18.0, Sableye-Mega       ,  9.15204% ,127846.0,  3.131% ,110272.0,  3.539% , 
19, ,19.0, Medicham-Mega      ,  8.70398% ,204930.0,  5.018% ,160624.0,  5.155% , 
20, ,20.0, Tangrowth          ,  8.14294% ,199625.0,  4.888% ,153506.0,  4.927% , 
21, ,21.0, Greninja           ,  7.94011% ,362625.0,  8.880% ,277763.0,  8.914% , 
22, ,22.0, Excadrill          ,  7.76582% ,332069.0,  8.131% ,257331.0,  8.259% , 
23, ,23.0, Kyurem-Black       ,  7.57288% ,199240.0,  4.879% ,147053.0,  4.720% , 
24, ,24.0, Tornadus-Therian   ,  6.87111% ,84525.0,  2.070% ,66440.0,  2.132% , 
25, ,25.0, Keldeo             ,  6.69650% ,168980.0,  4.138% ,128215.0,  4.115% , 
26, ,26.0, Celesteela         ,  6.68764% ,308988.0,  7.566% ,244667.0,  7.852% , 
27, ,27.0, Venusaur-Mega      ,  6.39307% ,194527.0,  4.763% ,149402.0,  4.795% , 
28, ,28.0, Mawile-Mega        ,  5.80663% ,146719.0,  3.593% ,107254.0,  3.442% , 
29, ,29.0, Magnezone          ,  5.76733% ,245127.0,  6.002% ,192189.0,  6.168% , 
30, ,30.0, Tyranitar          ,  5.65028% ,266079.0,  6.515% ,207433.0,  6.657% , 
31, ,31.0, Mew                ,  5.56775% ,189892.0,  4.650% ,147122.0,  4.722% , 
32, ,32.0, Jirachi            ,  5.49950% ,102101.0,  2.500% ,78647.0,  2.524% , 
33, ,33.0, Pinsir-Mega        ,  5.28252% ,178302.0,  4.366% ,124638.0,  4.000% , 
34, ,34.0, Amoonguss          ,  5.02318% ,62333.0,  1.526% ,47246.0,  1.516% , 
35, ,35.0, Lopunny-Mega       ,  4.91350% ,252403.0,  6.181% ,193595.0,  6.213% , 
36, ,36.0, Gyarados-Mega      ,  4.83167% ,164350.0,  4.024% ,125282.0,  4.021% , 
37, ,37.0, Latios             ,  4.63935% ,201582.0,  4.936% ,144428.0,  4.635% , 
38, ,38.0, Mimikyu            ,  4.48995% ,310536.0,  7.604% ,217456.0,  6.979% , 
39, ,39.0, Blacephalon        ,  4.36179% ,255003.0,  6.244% ,184872.0,  5.933% , 
40, ,40.0, Gliscor            ,  4.22262% ,180623.0,  4.423% ,139967.0,  4.492% , 
