, , Rank , Pokemon            , Usage %   , Raw    , %       , Real   , %       .1, .1
1, ,1.0, Landorus-Therian   , 41.95600% ,1174535.0, 28.009% ,1011146.0, 31.425% , 
2, ,2.0, Magearna           , 27.93232% ,525477.0, 12.531% ,414981.0, 12.897% , 
3, ,3.0, Greninja-Ash       , 19.50448% ,696264.0, 16.604% ,506719.0, 15.748% , 
4, ,4.0, Ferrothorn         , 19.06975% ,670398.0, 15.987% ,570745.0, 17.738% , 
5, ,5.0, Kartana            , 18.06925% ,533642.0, 12.726% ,389013.0, 12.090% , 
6, ,6.0, Tornadus-Therian   , 17.99445% ,332663.0,  7.933% ,260568.0,  8.098% , 
7, ,7.0, Toxapex            , 17.50252% ,411937.0,  9.823% ,318170.0,  9.888% , 
8, ,8.0, Tapu Koko          , 16.50569% ,607086.0, 14.477% ,482758.0, 15.004% , 
9, ,9.0, Heatran            , 16.38242% ,593029.0, 14.142% ,484634.0, 15.062% , 
10, ,10.0, Tapu Lele          , 15.57760% ,352800.0,  8.413% ,264934.0,  8.234% , 
11, ,11.0, Chansey            , 13.05372% ,320169.0,  7.635% ,241135.0,  7.494% , 
12, ,12.0, Skarmory           , 11.97325% ,219928.0,  5.245% ,182118.0,  5.660% , 
13, ,13.0, Excadrill          , 11.87905% ,321047.0,  7.656% ,246823.0,  7.671% , 
14, ,14.0, Swampert-Mega      , 11.28346% ,223239.0,  5.324% ,181880.0,  5.653% , 
15, ,15.0, Zapdos             , 11.18793% ,387939.0,  9.251% ,309287.0,  9.612% , 
16, ,16.0, Pelipper           , 10.97742% ,222832.0,  5.314% ,203892.0,  6.337% , 
17, ,17.0, Greninja           , 10.33312% ,417570.0,  9.958% ,317362.0,  9.863% , 
18, ,18.0, Clefable           , 10.08426% ,265556.0,  6.333% ,194875.0,  6.056% , 
19, ,19.0, Garchomp           ,  9.97489% ,431658.0, 10.294% ,339194.0, 10.542% , 
20, ,20.0, Tapu Bulu          ,  9.76517% ,270770.0,  6.457% ,206639.0,  6.422% , 
21, ,21.0, Tapu Fini          ,  8.88665% ,318990.0,  7.607% ,262509.0,  8.158% , 
22, ,22.0, Celesteela         ,  8.20394% ,314791.0,  7.507% ,250856.0,  7.796% , 
23, ,23.0, Rotom-Wash         ,  7.97035% ,387805.0,  9.248% ,327411.0, 10.176% , 
24, ,24.0, Charizard-Mega-X   ,  7.03736% ,284556.0,  6.786% ,212673.0,  6.610% , 
25, ,25.0, Tangrowth          ,  7.02590% ,210377.0,  5.017% ,162987.0,  5.065% , 
26, ,26.0, Gliscor            ,  6.68327% ,407110.0,  9.708% ,318533.0,  9.900% , 
27, ,27.0, Medicham-Mega      ,  6.64401% ,207543.0,  4.949% ,162922.0,  5.063% , 
28, ,28.0, Serperior          ,  6.48023% ,338919.0,  8.082% ,247749.0,  7.700% , 
29, ,29.0, Keldeo             ,  6.46351% ,162106.0,  3.866% ,123272.0,  3.831% , 
30, ,30.0, Mawile-Mega        ,  6.34499% ,219645.0,  5.238% ,161777.0,  5.028% , 
31, ,31.0, Latias-Mega        ,  6.08098% ,57943.0,  1.382% ,42540.0,  1.322% , 
32, ,32.0, Lopunny-Mega       ,  5.96049% ,244352.0,  5.827% ,188669.0,  5.864% , 
33, ,33.0, Tyranitar          ,  5.94258% ,265912.0,  6.341% ,208179.0,  6.470% , 
34, ,34.0, Hawlucha           ,  5.71651% ,243155.0,  5.798% ,166250.0,  5.167% , 
35, ,35.0, Jirachi            ,  5.57507% ,170921.0,  4.076% ,132072.0,  4.105% , 
36, ,36.0, Victini            ,  5.29147% ,233438.0,  5.567% ,179951.0,  5.593% , 
37, ,37.0, Venusaur-Mega      ,  5.15252% ,205087.0,  4.891% ,159987.0,  4.972% , 
38, ,38.0, Gyarados-Mega      ,  5.05171% ,161276.0,  3.846% ,122074.0,  3.794% , 
39, ,39.0, Magnezone          ,  5.04195% ,254836.0,  6.077% ,197721.0,  6.145% , 
40, ,40.0, Alakazam-Mega      ,  4.73521% ,242583.0,  5.785% ,161690.0,  5.025% , 
41, ,41.0, Kyurem-Black       ,  4.70004% ,204339.0,  4.873% ,152655.0,  4.744% , 
42, ,42.0, Scizor-Mega        ,  4.53120% ,234592.0,  5.594% ,179836.0,  5.589% , 
43, ,43.0, Diancie-Mega       ,  4.41295% ,174442.0,  4.160% ,138302.0,  4.298% , 
44, ,44.0, Volcarona          ,  4.30952% ,299997.0,  7.154% ,215008.0,  6.682% , 
45, ,45.0, Sableye-Mega       ,  4.12703% ,117051.0,  2.791% ,102064.0,  3.172% , 
46, ,46.0, Kommo-o            ,  4.12318% ,229014.0,  5.461% ,168861.0,  5.248% , 
47, ,47.0, Bisharp            ,  4.09745% ,112106.0,  2.673% ,77840.0,  2.419% , 
48, ,48.0, Pinsir-Mega        ,  4.05490% ,116758.0,  2.784% ,81768.0,  2.541% , 
49, ,49.0, Hippowdon          ,  3.74813% ,64815.0,  1.546% ,55405.0,  1.722% , 
50, ,50.0, Blacephalon        ,  3.71853% ,205112.0,  4.891% ,147160.0,  4.574% , 
