, , Rank , Pokemon            , Usage %   , Raw    , %       , Real   , %       .1, .1
1, ,1.0, Landorus-Therian   , 36.46040% ,964461.0, 26.965% ,827979.0, 30.317% , 
2, ,2.0, Magearna           , 29.65284% ,428323.0, 11.975% ,332468.0, 12.174% , 
3, ,3.0, Greninja-Ash       , 21.37087% ,565112.0, 15.800% ,416072.0, 15.235% , 
4, ,4.0, Tornadus-Therian   , 18.94059% ,264828.0,  7.404% ,208894.0,  7.649% , 
5, ,5.0, Zygarde            , 17.88163% ,349013.0,  9.758% ,254651.0,  9.324% , 
6, ,6.0, Toxapex            , 17.52623% ,352105.0,  9.844% ,272377.0,  9.973% , 
7, ,7.0, Heatran            , 17.02334% ,560178.0, 15.662% ,463151.0, 16.959% , 
8, ,8.0, Kartana            , 16.20491% ,418046.0, 11.688% ,304874.0, 11.163% , 
9, ,9.0, Excadrill          , 16.06274% ,272145.0,  7.609% ,212613.0,  7.785% , 
10, ,10.0, Clefable           , 15.33823% ,274018.0,  7.661% ,203330.0,  7.445% , 
11, ,11.0, Zapdos             , 15.18486% ,330480.0,  9.240% ,260975.0,  9.556% , 
12, ,12.0, Chansey            , 14.99378% ,290790.0,  8.130% ,219529.0,  8.038% , 
13, ,13.0, Tapu Lele          , 14.53027% ,305990.0,  8.555% ,229976.0,  8.421% , 
14, ,14.0, Tapu Koko          , 14.18824% ,530418.0, 14.830% ,420033.0, 15.380% , 
15, ,15.0, Ferrothorn         , 13.95477% ,539184.0, 15.075% ,456885.0, 16.729% , 
16, ,16.0, Greninja           , 12.11828% ,329402.0,  9.210% ,252791.0,  9.256% , 
17, ,17.0, Tangrowth          , 10.15381% ,220897.0,  6.176% ,171154.0,  6.267% , 
18, ,18.0, Celesteela         ,  9.54815% ,223788.0,  6.257% ,176408.0,  6.459% , 
19, ,19.0, Skarmory           ,  9.45469% ,189467.0,  5.297% ,154757.0,  5.667% , 
20, ,20.0, Tapu Bulu          ,  9.30022% ,269978.0,  7.548% ,207649.0,  7.603% , 
21, ,21.0, Mawile-Mega        ,  9.06378% ,214040.0,  5.984% ,157153.0,  5.754% , 
22, ,22.0, Swampert-Mega      ,  7.69043% ,156910.0,  4.387% ,125981.0,  4.613% , 
23, ,23.0, Scizor-Mega        ,  7.53515% ,228585.0,  6.391% ,176559.0,  6.465% , 
24, ,24.0, Medicham-Mega      ,  7.19948% ,203261.0,  5.683% ,159512.0,  5.841% , 
25, ,25.0, Pelipper           ,  7.17796% ,150099.0,  4.197% ,137303.0,  5.028% , 
26, ,26.0, Hippowdon          ,  7.08908% ,62813.0,  1.756% ,53746.0,  1.968% , 
27, ,27.0, Sableye-Mega       ,  6.87505% ,121965.0,  3.410% ,105774.0,  3.873% , 
28, ,28.0, Garchomp           ,  6.70309% ,306779.0,  8.577% ,239210.0,  8.759% , 
29, ,29.0, Gliscor            ,  6.40228% ,321483.0,  8.988% ,249277.0,  9.128% , 
30, ,30.0, Alakazam-Mega      ,  6.25110% ,220842.0,  6.174% ,146287.0,  5.356% , 
31, ,31.0, Gyarados-Mega      ,  6.21653% ,149431.0,  4.178% ,111760.0,  4.092% , 
32, ,32.0, Blacephalon        ,  6.00999% ,207014.0,  5.788% ,148174.0,  5.426% , 
33, ,33.0, Charizard-Mega-X   ,  5.88224% ,288626.0,  8.070% ,216733.0,  7.936% , 
34, ,34.0, Tapu Fini          ,  5.62021% ,212188.0,  5.932% ,173837.0,  6.365% , 
35, ,35.0, Hawlucha           ,  5.24552% ,208099.0,  5.818% ,140425.0,  5.142% , 
36, ,36.0, Amoonguss          ,  5.00817% ,43443.0,  1.215% ,32182.0,  1.178% , 
37, ,37.0, Jirachi            ,  4.71635% ,131101.0,  3.665% ,99753.0,  3.653% , 
38, ,38.0, Mew                ,  4.62219% ,140761.0,  3.935% ,109492.0,  4.009% , 
39, ,39.0, Keldeo             ,  4.54272% ,126264.0,  3.530% ,96012.0,  3.516% , 
40, ,40.0, Magnezone          ,  4.38748% ,188630.0,  5.274% ,145952.0,  5.344% , 
41, ,41.0, Rotom-Wash         ,  4.31900% ,268469.0,  7.506% ,223662.0,  8.190% , 
42, ,42.0, Tyranitar-Mega     ,  4.19272% ,96052.0,  2.685% ,72677.0,  2.661% , 
43, ,43.0, Latias-Mega        ,  4.10830% ,45238.0,  1.265% ,32100.0,  1.175% , 
44, ,44.0, Manaphy            ,  4.10071% ,67355.0,  1.883% ,49606.0,  1.816% , 
45, ,45.0, Victini            ,  4.08390% ,180422.0,  5.044% ,137951.0,  5.051% , 
46, ,46.0, Pinsir-Mega        ,  4.03489% ,119398.0,  3.338% ,84324.0,  3.088% , 
47, ,47.0, Serperior          ,  4.02729% ,277304.0,  7.753% ,201568.0,  7.381% , 
48, ,48.0, Kyurem-Black       ,  3.85026% ,185216.0,  5.178% ,138048.0,  5.055% , 
49, ,49.0, Tyranitar          ,  3.78230% ,200763.0,  5.613% ,156123.0,  5.717% , 
50, ,50.0, Garchomp-Mega      ,  3.70075% ,54599.0,  1.527% ,39121.0,  1.432% , 
51, ,51.0, Volcarona          ,  3.69092% ,243011.0,  6.794% ,176046.0,  6.446% , 
52, ,52.0, Lopunny-Mega       ,  3.51586% ,187752.0,  5.249% ,144367.0,  5.286% , 
53, ,53.0, Mimikyu            ,  3.08350% ,217031.0,  6.068% ,151251.0,  5.538% , 
54, ,54.0, Quagsire           ,  2.77866% ,41152.0,  1.151% ,30404.0,  1.113% , 
55, ,55.0, Diancie-Mega       ,  2.58280% ,78902.0,  2.206% ,64993.0,  2.380% , 
56, ,56.0, Venusaur-Mega      ,  2.56242% ,137097.0,  3.833% ,105294.0,  3.855% , 
57, ,57.0, Reuniclus          ,  2.50024% ,39923.0,  1.116% ,28159.0,  1.031% , 
58, ,58.0, Azumarill          ,  2.47362% ,93613.0,  2.617% ,71069.0,  2.602% , 
59, ,59.0, Weavile            ,  2.32636% ,139104.0,  3.889% ,100660.0,  3.686% , 
60, ,60.0, Charizard-Mega-Y   ,  2.31011% ,207168.0,  5.792% ,162399.0,  5.946% , 
61, ,61.0, Alomomola          ,  2.28583% ,16946.0,  0.474% ,12818.0,  0.469% , 
62, ,62.0, Slowbro-Mega       ,  2.22606% ,22166.0,  0.620% ,17033.0,  0.624% , 
63, ,63.0, Muk-Alola          ,  2.07131% ,68998.0,  1.929% ,53110.0,  1.945% , 
64, ,64.0, Thundurus-Therian  ,  1.96936% ,63738.0,  1.782% ,49870.0,  1.826% , 
65, ,65.0, Gyarados           ,  1.94310% ,93903.0,  2.625% ,71152.0,  2.605% , 
66, ,66.0, Ninetales-Alola    ,  1.86125% ,87631.0,  2.450% ,70439.0,  2.579% , 
67, ,67.0, Bisharp            ,  1.85119% ,81426.0,  2.277% ,57740.0,  2.114% , 
68, ,68.0, Hoopa-Unbound      ,  1.84354% ,106868.0,  2.988% ,74249.0,  2.719% , 
69, ,69.0, Gastrodon          ,  1.75005% ,114644.0,  3.205% ,89276.0,  3.269% , 
70, ,70.0, Kingdra            ,  1.66991% ,63164.0,  1.766% ,44195.0,  1.618% , 
71, ,71.0, Suicune            ,  1.64082% ,32714.0,  0.915% ,24430.0,  0.895% , 
72, ,72.0, Hydreigon          ,  1.54847% ,59516.0,  1.664% ,43912.0,  1.608% , 
73, ,73.0, Volcanion          ,  1.52944% ,44381.0,  1.241% ,34874.0,  1.277% , 
74, ,74.0, Marowak-Alola      ,  1.50695% ,54285.0,  1.518% ,41122.0,  1.506% , 
75, ,75.0, Kyurem             ,  1.47597% ,12368.0,  0.346% ,9510.0,  0.348% , 
76, ,76.0, Ditto              ,  1.44140% ,51094.0,  1.429% ,36864.0,  1.350% , 
77, ,77.0, Pyukumuku          ,  1.41182% ,17578.0,  0.491% ,13005.0,  0.476% , 
78, ,78.0, Mantine            ,  1.39850% ,26731.0,  0.747% ,20578.0,  0.753% , 
79, ,79.0, Aggron-Mega        ,  1.36139% ,28768.0,  0.804% ,23523.0,  0.861% , 
80, ,80.0, Nihilego           ,  1.29846% ,31731.0,  0.887% ,24239.0,  0.888% , 
81, ,81.0, Ribombee           ,  1.27520% ,39792.0,  1.113% ,35319.0,  1.293% , 
82, ,82.0, Heracross-Mega     ,  1.21103% ,48908.0,  1.367% ,35244.0,  1.291% , 
83, ,83.0, Scizor             ,  1.15552% ,71168.0,  1.990% ,53100.0,  1.944% , 
84, ,84.0, Shedinja           ,  1.12554% ,18733.0,  0.524% ,12808.0,  0.469% , 
85, ,85.0, Slowbro            ,  1.11465% ,33620.0,  0.940% ,25660.0,  0.940% , 
86, ,86.0, Crawdaunt          ,  1.09926% ,53952.0,  1.508% ,39928.0,  1.462% , 
87, ,87.0, Araquanid          ,  1.05729% ,53432.0,  1.494% ,45978.0,  1.684% , 
88, ,88.0, Dragonite          ,  1.04584% ,149234.0,  4.172% ,106976.0,  3.917% , 
89, ,89.0, Latios-Mega        ,  0.94661% ,38049.0,  1.064% ,28040.0,  1.027% , 
90, ,90.0, Moltres            ,  0.89631% ,15652.0,  0.438% ,11733.0,  0.430% , 
91, ,91.0, Buzzwole           ,  0.86972% ,45061.0,  1.260% ,33136.0,  1.213% , 
92, ,92.0, Aerodactyl         ,  0.85903% ,18202.0,  0.509% ,15810.0,  0.579% , 
93, ,93.0, Terrakion          ,  0.84782% ,15806.0,  0.442% ,11431.0,  0.419% , 
94, ,94.0, Kommo-o            ,  0.79902% ,62417.0,  1.745% ,45441.0,  1.664% , 
95, ,95.0, Donphan            ,  0.77945% ,21143.0,  0.591% ,17979.0,  0.658% , 
96, ,96.0, Latios             ,  0.76797% ,77848.0,  2.177% ,55376.0,  2.028% , 
97, ,97.0, Diggersby          ,  0.75391% ,21645.0,  0.605% ,16261.0,  0.595% , 
98, ,98.0, Mamoswine          ,  0.70559% ,63900.0,  1.787% ,52052.0,  1.906% , 
99, ,99.0, Seismitoad         ,  0.68531% ,16294.0,  0.456% ,13827.0,  0.506% , 
100, ,100.0, Togekiss           ,  0.65371% ,63695.0,  1.781% ,45988.0,  1.684% , 
101, ,101.0, Gengar             ,  0.65233% ,113995.0,  3.187% ,79964.0,  2.928% , 
102, ,102.0, Salamence          ,  0.61780% ,82129.0,  2.296% ,58347.0,  2.136% , 
103, ,103.0, Shuckle            ,  0.61490% ,59930.0,  1.676% ,53174.0,  1.947% , 
104, ,104.0, Cresselia          ,  0.59786% ,41923.0,  1.172% ,31733.0,  1.162% , 
105, ,105.0, Latias             ,  0.58570% ,35364.0,  0.989% ,25482.0,  0.933% , 
106, ,106.0, Avalugg            ,  0.50482% ,13129.0,  0.367% ,9357.0,  0.343% , 
107, ,107.0, Xurkitree          ,  0.49708% ,58190.0,  1.627% ,43071.0,  1.577% , 
108, ,108.0, Staraptor          ,  0.48929% ,64313.0,  1.798% ,47490.0,  1.739% , 
109, ,109.0, Starmie            ,  0.47391% ,46953.0,  1.313% ,34016.0,  1.246% , 
110, ,110.0, Nidoking           ,  0.46810% ,55117.0,  1.541% ,42629.0,  1.561% , 
111, ,111.0, Aerodactyl-Mega    ,  0.46454% ,29974.0,  0.838% ,22289.0,  0.816% , 
112, ,112.0, Talonflame         ,  0.46386% ,41311.0,  1.155% ,29933.0,  1.096% , 
113, ,113.0, Thundurus          ,  0.44247% ,25683.0,  0.718% ,19551.0,  0.716% , 
114, ,114.0, Breloom            ,  0.43647% ,76276.0,  2.133% ,56437.0,  2.067% , 
115, ,115.0, Stakataka          ,  0.41757% ,28312.0,  0.792% ,20804.0,  0.762% , 
116, ,116.0, Darmanitan         ,  0.41434% ,43375.0,  1.213% ,33033.0,  1.210% , 
117, ,117.0, Zeraora            ,  0.40205% ,83818.0,  2.343% ,62505.0,  2.289% , 
118, ,118.0, Sceptile-Mega      ,  0.40080% ,40658.0,  1.137% ,28858.0,  1.057% , 
119, ,119.0, Manectric-Mega     ,  0.39927% ,51453.0,  1.439% ,41305.0,  1.512% , 
120, ,120.0, Slowking           ,  0.38539% ,9934.0,  0.278% ,7684.0,  0.281% , 
121, ,121.0, Banette-Mega       ,  0.37262% ,16639.0,  0.465% ,12517.0,  0.458% , 
122, ,122.0, Altaria-Mega       ,  0.36973% ,28598.0,  0.800% ,20529.0,  0.752% , 
123, ,123.0, Scolipede          ,  0.36712% ,39045.0,  1.092% ,28772.0,  1.054% , 
124, ,124.0, Golem-Alola        ,  0.36441% ,10983.0,  0.307% ,8259.0,  0.302% , 
125, ,125.0, Celebi             ,  0.35848% ,13000.0,  0.363% ,9349.0,  0.342% , 
126, ,126.0, Infernape          ,  0.35777% ,80452.0,  2.249% ,61286.0,  2.244% , 
127, ,127.0, Cloyster           ,  0.34357% ,80639.0,  2.255% ,60623.0,  2.220% , 
128, ,128.0, Beedrill-Mega      ,  0.34012% ,85408.0,  2.388% ,64861.0,  2.375% , 
129, ,129.0, Torkoal            ,  0.33432% ,29427.0,  0.823% ,26649.0,  0.976% , 
130, ,130.0, Gardevoir-Mega     ,  0.33232% ,58768.0,  1.643% ,39668.0,  1.452% , 
131, ,131.0, Zoroark            ,  0.33072% ,24656.0,  0.689% ,11411.0,  0.418% , 
132, ,132.0, Arcanine           ,  0.30263% ,55729.0,  1.558% ,42489.0,  1.556% , 
133, ,133.0, Flygon             ,  0.29007% ,17675.0,  0.494% ,12956.0,  0.474% , 
134, ,134.0, Mimikyu-Totem      ,  0.27005% ,2269.0,  0.063% ,1522.0,  0.056% , 
135, ,135.0, Azelf              ,  0.26907% ,24399.0,  0.682% ,22064.0,  0.808% , 
136, ,136.0, Gallade-Mega       ,  0.26260% ,60484.0,  1.691% ,42456.0,  1.555% , 
137, ,137.0, Blissey            ,  0.24419% ,46397.0,  1.297% ,33851.0,  1.239% , 
138, ,138.0, Snorlax            ,  0.23131% ,70289.0,  1.965% ,51717.0,  1.894% , 
139, ,139.0, Alakazam           ,  0.21083% ,48731.0,  1.362% ,32456.0,  1.188% , 
140, ,140.0, Shaymin            ,  0.20707% ,5439.0,  0.152% ,4050.0,  0.148% , 
141, ,141.0, Camerupt-Mega      ,  0.20402% ,14124.0,  0.395% ,11132.0,  0.408% , 
142, ,142.0, Tentacruel         ,  0.20389% ,40587.0,  1.135% ,31151.0,  1.141% , 
143, ,143.0, Venusaur           ,  0.20126% ,38314.0,  1.071% ,28078.0,  1.028% , 
144, ,144.0, Lucario            ,  0.19380% ,45095.0,  1.261% ,32167.0,  1.178% , 
