, , Rank , Pokemon            , Usage %   , Raw    , %       , Real   , %       .1, .1
1, ,1.0, Landorus-Therian   , 54.17880% ,1276045.0, 30.367% ,1089985.0, 34.291% , 
2, ,2.0, Magearna           , 26.74433% ,499786.0, 11.894% ,391126.0, 12.305% , 
3, ,3.0, Tapu Koko          , 21.23473% ,701058.0, 16.684% ,547963.0, 17.239% , 
4, ,4.0, Heatran            , 18.31802% ,533639.0, 12.699% ,433527.0, 13.639% , 
5, ,5.0, Kartana            , 17.84095% ,412618.0,  9.819% ,300025.0,  9.439% , 
6, ,6.0, Tapu Lele          , 15.60761% ,365602.0,  8.701% ,266022.0,  8.369% , 
7, ,7.0, Greninja-Ash       , 15.60426% ,617762.0, 14.701% ,461111.0, 14.507% , 
8, ,8.0, Naganadel          , 15.53998% ,438908.0, 10.445% ,314130.0,  9.883% , 
9, ,9.0, Toxapex            , 14.87071% ,434107.0, 10.331% ,332963.0, 10.475% , 
10, ,10.0, Ferrothorn         , 13.54381% ,565507.0, 13.458% ,478153.0, 15.043% , 
11, ,11.0, Greninja           , 13.03006% ,394214.0,  9.381% ,301623.0,  9.489% , 
12, ,12.0, Chansey            , 12.81297% ,294010.0,  6.997% ,219138.0,  6.894% , 
13, ,13.0, Tyranitar          , 11.94402% ,352154.0,  8.380% ,274212.0,  8.627% , 
14, ,14.0, Zygarde            , 11.87279% ,295698.0,  7.037% ,215073.0,  6.766% , 
15, ,15.0, Clefable           , 11.25951% ,233323.0,  5.553% ,170046.0,  5.350% , 
16, ,16.0, Keldeo             , 10.50134% ,200218.0,  4.765% ,151869.0,  4.778% , 
17, ,17.0, Skarmory           ,  9.50200% ,248083.0,  5.904% ,204680.0,  6.439% , 
18, ,18.0, Scizor-Mega        ,  9.12559% ,267795.0,  6.373% ,208042.0,  6.545% , 
19, ,19.0, Celesteela         ,  8.99399% ,352261.0,  8.383% ,276653.0,  8.704% , 
20, ,20.0, Excadrill          ,  8.85729% ,353579.0,  8.414% ,272527.0,  8.574% , 
21, ,21.0, Tapu Bulu          ,  8.60014% ,283984.0,  6.758% ,213821.0,  6.727% , 
22, ,22.0, Tangrowth          ,  8.13628% ,217747.0,  5.182% ,164135.0,  5.164% , 
23, ,23.0, Lopunny-Mega       ,  7.95648% ,303748.0,  7.229% ,233376.0,  7.342% , 
24, ,24.0, Blacephalon        ,  7.66485% ,311781.0,  7.420% ,224466.0,  7.062% , 
25, ,25.0, Zapdos             ,  7.63876% ,257830.0,  6.136% ,200694.0,  6.314% , 
26, ,26.0, Magnezone          ,  7.56300% ,235662.0,  5.608% ,183668.0,  5.778% , 
27, ,27.0, Medicham-Mega      ,  7.04637% ,176559.0,  4.202% ,135214.0,  4.254% , 
28, ,28.0, Bisharp            ,  6.95589% ,259903.0,  6.185% ,179105.0,  5.635% , 
29, ,29.0, Gyarados-Mega      ,  6.93769% ,162150.0,  3.859% ,123207.0,  3.876% , 
30, ,30.0, Hawlucha           ,  6.93759% ,267997.0,  6.378% ,185588.0,  5.839% , 
31, ,31.0, Mimikyu            ,  6.82061% ,339707.0,  8.084% ,237934.0,  7.486% , 
32, ,32.0, Venusaur-Mega      ,  6.80427% ,211773.0,  5.040% ,162247.0,  5.104% , 
33, ,33.0, Pinsir-Mega        ,  6.73173% ,179015.0,  4.260% ,123316.0,  3.880% , 
34, ,34.0, Latios             ,  6.68459% ,255008.0,  6.069% ,182001.0,  5.726% , 
35, ,35.0, Tapu Fini          ,  5.98765% ,287670.0,  6.846% ,231696.0,  7.289% , 
36, ,36.0, Stakataka          ,  5.64420% ,176625.0,  4.203% ,136568.0,  4.296% , 
37, ,37.0, Sableye-Mega       ,  5.42416% ,115285.0,  2.744% ,98328.0,  3.093% , 
38, ,38.0, Mawile-Mega        ,  5.11037% ,174479.0,  4.152% ,126032.0,  3.965% , 
39, ,39.0, Diancie-Mega       ,  4.80844% ,165653.0,  3.942% ,130692.0,  4.112% , 
40, ,40.0, Mew                ,  4.55529% ,215471.0,  5.128% ,166871.0,  5.250% , 
41, ,41.0, Victini            ,  4.21385% ,153927.0,  3.663% ,114598.0,  3.605% , 
42, ,42.0, Charizard-Mega-X   ,  4.01472% ,268836.0,  6.398% ,199860.0,  6.288% , 
43, ,43.0, Kyurem-Black       ,  3.89287% ,166700.0,  3.967% ,120123.0,  3.779% , 
44, ,44.0, Latias-Mega        ,  3.84574% ,45240.0,  1.077% ,32074.0,  1.009% , 
45, ,45.0, Pelipper           ,  3.80035% ,169545.0,  4.035% ,153055.0,  4.815% , 
46, ,46.0, Swampert-Mega      ,  3.72419% ,164310.0,  3.910% ,131623.0,  4.141% , 
47, ,47.0, Tyranitar-Mega     ,  3.64496% ,151684.0,  3.610% ,112115.0,  3.527% , 
48, ,48.0, Ditto              ,  3.46972% ,54123.0,  1.288% ,39264.0,  1.235% , 
49, ,49.0, Garchomp           ,  3.31884% ,324243.0,  7.716% ,242774.0,  7.638% , 
50, ,50.0, Alakazam-Mega      ,  2.95775% ,180380.0,  4.293% ,121659.0,  3.827% , 
51, ,51.0, Weavile            ,  2.95643% ,120944.0,  2.878% ,86917.0,  2.734% , 
52, ,52.0, Rotom-Wash         ,  2.82043% ,163362.0,  3.888% ,136894.0,  4.307% , 
53, ,53.0, Gliscor            ,  2.69653% ,171329.0,  4.077% ,132892.0,  4.181% , 
54, ,54.0, Latios-Mega        ,  2.63301% ,47727.0,  1.136% ,34386.0,  1.082% , 
55, ,55.0, Hoopa-Unbound      ,  2.55889% ,72523.0,  1.726% ,51046.0,  1.606% , 
56, ,56.0, Amoonguss          ,  2.55505% ,40467.0,  0.963% ,29821.0,  0.938% , 
57, ,57.0, Mantine            ,  2.55089% ,59357.0,  1.413% ,46544.0,  1.464% , 
58, ,58.0, Alomomola          ,  2.54685% ,28463.0,  0.677% ,21594.0,  0.679% , 
59, ,59.0, Ninetales-Alola    ,  2.48807% ,142281.0,  3.386% ,112961.0,  3.554% , 
