, , Rank , Pokemon            , Usage %   , Raw    , %       , Real   , %       .1, .1
1, ,1.0, Tapu Lele          , 36.09450% ,26836.0,  8.995% ,0.0,  0.000% , 
2, ,2.0, Landorus-Therian   , 33.82508% ,26392.0,  8.846% ,0.0,  0.000% , 
3, ,3.0, Heatran            , 29.87715% ,14546.0,  4.876% ,0.0,  0.000% , 
4, ,4.0, Salamence-Mega     , 25.39732% ,12373.0,  4.147% ,0.0,  0.000% , 
5, ,5.0, Tapu Fini          , 22.73277% ,17133.0,  5.743% ,0.0,  0.000% , 
6, ,6.0, Tyranitar          , 19.06602% ,18352.0,  6.151% ,0.0,  0.000% , 
7, ,7.0, Zapdos             , 18.74404% ,13318.0,  4.464% ,0.0,  0.000% , 
8, ,8.0, Zygarde            , 15.81125% ,6562.0,  2.199% ,0.0,  0.000% , 
9, ,9.0, Metagross-Mega     , 15.58635% ,15861.0,  5.316% ,0.0,  0.000% , 
10, ,10.0, Hoopa-Unbound      , 13.26818% ,6611.0,  2.216% ,0.0,  0.000% , 
11, ,11.0, Aegislash          , 12.77960% ,10936.0,  3.666% ,0.0,  0.000% , 
12, ,12.0, Tapu Koko          , 12.48894% ,32263.0, 10.814% ,0.0,  0.000% , 
13, ,13.0, Charizard-Mega-Y   , 12.08128% ,28672.0,  9.610% ,0.0,  0.000% , 
14, ,14.0, Porygon2           , 11.09185% ,13383.0,  4.486% ,0.0,  0.000% , 
15, ,15.0, Deoxys-Attack      , 10.87897% ,4756.0,  1.594% ,0.0,  0.000% , 
16, ,16.0, Tapu Bulu          ,  9.58824% ,11093.0,  3.718% ,0.0,  0.000% , 
17, ,17.0, Excadrill          ,  8.94131% ,10267.0,  3.441% ,0.0,  0.000% , 
18, ,18.0, Mawile-Mega        ,  8.82468% ,12492.0,  4.187% ,0.0,  0.000% , 
19, ,19.0, Ferrothorn         ,  8.80914% ,13614.0,  4.563% ,0.0,  0.000% , 
20, ,20.0, Amoonguss          ,  8.70175% ,6711.0,  2.249% ,0.0,  0.000% , 
21, ,21.0, Genesect           ,  8.28983% ,3770.0,  1.264% ,0.0,  0.000% , 
22, ,22.0, Gengar-Mega        ,  7.62536% ,9088.0,  3.046% ,0.0,  0.000% , 
23, ,23.0, Celesteela         ,  6.85628% ,19130.0,  6.412% ,0.0,  0.000% , 
24, ,24.0, Diancie            ,  6.32072% ,3345.0,  1.121% ,0.0,  0.000% , 
25, ,25.0, Scrafty            ,  5.93165% ,4402.0,  1.475% ,0.0,  0.000% , 
26, ,26.0, Volcanion          ,  5.79243% ,4668.0,  1.565% ,0.0,  0.000% , 
27, ,27.0, Snorlax            ,  5.50769% ,13350.0,  4.475% ,0.0,  0.000% , 
28, ,28.0, Thundurus-Therian  ,  5.15938% ,5295.0,  1.775% ,0.0,  0.000% , 
29, ,29.0, Milotic            ,  4.94922% ,9896.0,  3.317% ,0.0,  0.000% , 
30, ,30.0, Suicune            ,  4.80277% ,3402.0,  1.140% ,0.0,  0.000% , 
