Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Landorus-Therian,52.23676,1278656,30.128
2,Magearna,24.85798,496947,11.709
3,Tapu Koko,24.69054,757957,17.859
4,Kartana,22.34494,515637,12.15
5,Greninja-Ash,19.93126,645361,15.206
6,Toxapex,16.57602,504902,11.897
7,Tapu Lele,16.35207,389056,9.167
8,Ferrothorn,15.41147,568674,13.399
9,Zygarde,15.37359,337503,7.952
10,Heatran,15.28104,491161,11.573
11,Tapu Bulu,11.51574,293525,6.916
12,Blacephalon,10.52301,391933,9.235
13,Scizor-Mega,10.27606,300704,7.085
14,Greninja,10.21869,375986,8.859
15,Hawlucha,9.84302,298735,7.039
16,Excadrill,9.6001,337203,7.945
17,Zapdos,9.17767,288437,6.796
18,Clefable,8.99989,249038,5.868
19,Tyranitar,8.55438,317680,7.485
20,Chansey,8.35523,298458,7.032
21,Celesteela,8.04569,338573,7.978
22,Keldeo,7.96902,196361,4.627
23,Pinsir-Mega,7.93948,180287,4.248
24,Mimikyu,7.2473,321098,7.566
25,Lopunny-Mega,6.92152,279896,6.595
26,Skarmory,6.52003,260756,6.144
27,Medicham-Mega,6.39722,175556,4.137
28,Latios,6.37015,217619,5.128
29,Magnezone,6.23816,238976,5.631
30,Kyurem-Black,6.06807,188698,4.446
31,Gyarados-Mega,5.99188,166756,3.929
32,Tangrowth,5.63208,192823,4.543
33,Mawile-Mega,5.62084,165280,3.894
34,Mew,5.4273,196077,4.62
35,Bisharp,5.32351,259621,6.117
36,Tapu Fini,5.28263,245048,5.774
37,Diancie-Mega,4.96903,157189,3.704
38,Garchomp,4.68742,322910,7.609
39,Alakazam-Mega,4.57913,205144,4.834
40,Pelipper,4.39317,179550,4.231
41,Charizard-Mega-X,4.31208,267810,6.31
42,Victini,4.30426,156275,3.682
43,Venusaur-Mega,3.96633,213927,5.041
44,Swampert-Mega,3.96622,177492,4.182
45,Volcarona,3.96265,257027,6.056
46,Sableye-Mega,3.75493,120937,2.85
47,Rotom-Wash,3.62258,178784,4.213
48,Tyranitar-Mega,3.39084,135730,3.198
49,Tornadus-Therian,3.04324,77570,1.828
50,Stakataka,2.98161,154718,3.646
51,Hoopa-Unbound,2.97419,68740,1.62
52,Dragonite,2.95422,265861,6.264
53,Marowak-Alola,2.84366,182230,4.294
54,Ditto,2.77768,72695,1.713
55,Latias-Mega,2.74839,46243,1.09
56,Charizard-Mega-Y,2.6559,219033,5.161
57,Jirachi,2.58416,89887,2.118
58,Latios-Mega,2.57078,51259,1.208
59,Gliscor,2.4969,176262,4.153
60,Kommo-o,2.39372,112680,2.655
61,Ribombee,2.27668,80592,1.899
62,Gengar,2.25001,228871,5.393
63,Serperior,2.23558,138843,3.271
64,Azumarill,2.18752,113664,2.678
65,Kingdra,2.06019,110696,2.608
66,Cresselia,2.01345,65003,1.532
67,Manaphy,1.91515,76087,1.793
68,Mantine,1.88918,54602,1.287
69,Gyarados,1.86902,98617,2.324
70,Quagsire,1.77946,39935,0.941
71,Ninetales-Alola,1.76587,138358,3.26
72,Araquanid,1.75838,70919,1.671
73,Shuckle,1.74083,73543,1.733
74,Hippowdon,1.70392,53990,1.272
75,Weavile,1.69786,134107,3.16
76,Amoonguss,1.6589,50586,1.192
77,Gastrodon,1.39572,49599,1.169
78,Muk-Alola,1.38671,72323,1.704
79,Thundurus,1.32756,49906,1.176
80,Lycanroc-Dusk,1.24149,159834,3.766
81,Crawdaunt,1.22763,42159,0.993
82,Xurkitree,1.18481,87202,2.055
83,Thundurus-Therian,1.15641,78207,1.843
84,Mamoswine,1.15497,65260,1.538
85,Uxie,1.07288,32286,0.761
86,Manectric-Mega,1.06713,74863,1.764
87,Buzzwole,1.02351,67549,1.592
88,Hydreigon,1.00013,58773,1.385
