Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Landorus-Therian,45.24763,1023017,27.596
2,Magearna,22.64901,387960,10.465
3,Tapu Koko,20.87918,601043,16.213
4,Zygarde,19.82481,351527,9.482
5,Heatran,19.74842,510537,13.772
6,Kartana,17.7142,415613,11.211
7,Greninja-Ash,16.19849,523189,14.113
8,Ferrothorn,15.00609,548039,14.783
9,Clefable,14.94784,343906,9.277
10,Tapu Lele,14.28707,325622,8.784
11,Greninja,13.51887,380602,10.267
12,Toxapex,11.58602,377649,10.187
13,Zapdos,11.51665,316862,8.547
14,Tapu Bulu,11.05159,244712,6.601
15,Excadrill,9.54631,269011,7.256
16,Tornadus-Therian,9.53586,172940,4.665
17,Chansey,8.97274,270487,7.296
18,Hawlucha,8.90837,246548,6.651
19,Tapu Fini,7.9885,216598,5.843
20,Scizor-Mega,7.97231,229042,6.178
21,Medicham-Mega,7.41017,186614,5.034
22,Tangrowth,7.38663,170685,4.604
23,Blacephalon,7.12256,204928,5.528
24,Mawile-Mega,7.05588,164758,4.444
25,Celesteela,6.85302,244733,6.602
26,Alakazam-Mega,6.73729,202353,5.458
27,Skarmory,6.72898,223749,6.036
28,Tyranitar,6.6063,227520,6.137
29,Gyarados-Mega,6.44101,147726,3.985
30,Magnezone,6.10942,201540,5.436
31,Garchomp,5.37678,303196,8.179
32,Pinsir-Mega,5.36946,127224,3.432
33,Kyurem-Black,5.35199,165706,4.47
34,Mew,5.1662,163360,4.407
35,Victini,5.15166,167175,4.509
36,Mimikyu,5.11368,255738,6.898
37,Keldeo,5.01694,139201,3.755
38,Latios-Mega,4.94908,93200,2.514
39,Pelipper,4.76469,160817,4.338
40,Jirachi,4.58671,142221,3.836
41,Swampert-Mega,4.56698,165703,4.47
42,Lopunny-Mega,4.4677,208614,5.627
43,Hoopa-Unbound,4.42911,113592,3.064
44,Volcarona,4.41047,261780,7.061
45,Rotom-Wash,4.37652,268292,7.237
46,Charizard-Mega-X,4.35612,257137,6.936
47,Sableye-Mega,4.29527,131770,3.554
48,Gliscor,4.27326,200434,5.407
49,Ninetales-Alola,4.22204,112389,3.032
50,Bisharp,3.98421,181460,4.895
51,Charizard-Mega-Y,3.94691,165161,4.455
52,Serperior,3.89473,142285,3.838
53,Latios,3.83174,150978,4.073
54,Gastrodon,3.55779,71929,1.94
55,Latias-Mega,3.3785,60770,1.639
56,Venusaur-Mega,3.24463,186727,5.037
57,Amoonguss,2.9167,120976,3.263
58,Diancie-Mega,2.76654,105741,2.852
59,Tyranitar-Mega,2.6435,90257,2.435
60,Weavile,2.60129,129324,3.488
61,Mamoswine,2.57561,130773,3.528
62,Araquanid,2.46757,67448,1.819
63,Manaphy,2.33588,44262,1.194
64,Ditto,2.29307,52811,1.425
65,Gyarados,2.24975,100671,2.716
66,Quagsire,2.12114,49720,1.341
67,Marowak-Alola,2.03298,70970,1.914
68,Azumarill,1.94796,109832,2.963
69,Hippowdon,1.90331,52240,1.409
70,Dragonite,1.77449,159181,4.294
71,Kingdra,1.7152,69917,1.886
72,Shuckle,1.6846,70308,1.897
73,Muk-Alola,1.63985,74059,1.998
74,Thundurus-Therian,1.5065,69937,1.887
75,Gengar,1.44739,125302,3.38
76,Cresselia,1.38117,37453,1.01
77,Reuniclus,1.3437,35242,0.951
78,Gallade-Mega,1.24385,78968,2.13
79,Latias,1.22221,42222,1.139
80,Slowbro-Mega,1.09005,23975,0.647
81,Alomomola,1.07629,21355,0.576
82,Scizor,1.0676,81675,2.203
83,Nidoking,1.0598,63761,1.72
84,Ribombee,1.05181,31995,0.863
85,Xurkitree,1.04562,59633,1.609
86,Kommo-o,1.04289,56441,1.522
87,Buzzwole,1.02553,49164,1.326
88,Heracross-Mega,1.00348,44902,1.211
