Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Landorus-Therian,44.88396,1155640,28.852
2,Magearna,27.10532,521088,13.01
3,Greninja-Ash,20.8914,675915,16.875
4,Kartana,18.80253,519384,12.967
5,Tapu Koko,18.32192,592110,14.783
6,Ferrothorn,16.61145,629666,15.721
7,Heatran,16.47954,588316,14.688
8,Tornadus-Therian,15.3447,322202,8.044
9,Tapu Lele,14.35181,353926,8.836
10,Zapdos,12.99201,389116,9.715
11,Toxapex,12.05236,425287,10.618
12,Greninja,11.69413,377240,9.418
13,Garchomp,11.1337,428003,10.686
14,Tapu Fini,11.03788,284010,7.091
15,Excadrill,10.85508,322007,8.039
16,Tapu Bulu,10.10361,274737,6.859
17,Rotom-Wash,9.38989,370298,9.245
18,Medicham-Mega,8.98204,214613,5.358
19,Chansey,8.75954,317790,7.934
20,Mawile-Mega,8.52057,234737,5.861
21,Celesteela,7.92687,270100,6.743
22,Victini,7.59936,207509,5.181
23,Tangrowth,7.43844,226573,5.657
24,Clefable,7.21688,266841,6.662
25,Hawlucha,7.20613,245833,6.138
26,Scizor-Mega,6.83561,224015,5.593
27,Serperior,6.72986,305504,7.627
28,Swampert-Mega,6.50947,194804,4.864
29,Tyranitar,6.44287,272367,6.8
30,Pelipper,6.41003,191172,4.773
31,Magnezone,6.24071,241162,6.021
32,Volcarona,6.20667,317336,7.923
33,Lopunny-Mega,6.19622,237374,5.926
34,Kyurem-Black,6.08735,214216,5.348
35,Alakazam-Mega,5.97906,241922,6.04
36,Charizard-Mega-X,5.87932,285331,7.124
37,Jirachi,5.84041,170740,4.263
38,Gliscor,5.75235,390796,9.757
39,Keldeo,5.61591,165892,4.142
40,Gyarados-Mega,5.56341,160771,4.014
41,Skarmory,5.41308,209521,5.231
42,Blacephalon,4.9134,193543,4.832
43,Diancie-Mega,4.33481,147619,3.686
44,Kommo-o,4.20248,108296,2.704
45,Tyranitar-Mega,3.98575,124654,3.112
46,Hoopa-Unbound,3.96281,86923,2.17
47,Pinsir-Mega,3.87756,114308,2.854
48,Venusaur-Mega,3.58358,157080,3.922
49,Mimikyu,3.49402,233973,5.841
50,Mew,3.4593,146812,3.665
51,Charizard-Mega-Y,3.33617,212968,5.317
52,Latias-Mega,3.16581,54933,1.371
53,Sableye-Mega,2.97204,132981,3.32
54,Bisharp,2.74459,99336,2.48
55,Azumarill,2.67768,110292,2.754
56,Gastrodon,2.6461,76014,1.898
57,Reuniclus,2.52029,61648,1.539
58,Dragonite,2.40282,178051,4.445
59,Weavile,2.38306,131399,3.281
60,Hippowdon,2.31069,61067,1.525
61,Thundurus-Therian,1.97555,69619,1.738
62,Hydreigon,1.94104,70690,1.765
63,Manaphy,1.91144,45899,1.146
64,Latios-Mega,1.76633,48621,1.214
65,Crawdaunt,1.75353,42166,1.053
66,Thundurus,1.75103,45992,1.148
67,Ditto,1.74882,59955,1.497
68,Ribombee,1.73222,40855,1.02
69,Gyarados,1.7206,97758,2.441
70,Araquanid,1.70584,61504,1.536
71,Kingdra,1.70378,73067,1.824
72,Latios,1.58924,81498,2.035
73,Cresselia,1.55783,42747,1.067
74,Mamoswine,1.53552,69210,1.728
75,Amoonguss,1.5016,51088,1.275
76,Marowak-Alola,1.45335,61194,1.528
77,Muk-Alola,1.38987,79031,1.973
78,Heracross-Mega,1.34077,50543,1.262
79,Garchomp-Mega,1.31684,66492,1.66
80,Zeraora,1.24995,98257,2.453
81,Ninetales-Alola,1.23837,87194,2.177
82,Kyurem,1.21775,23135,0.578
83,Salamence,1.1962,87597,2.187
84,Gengar,1.18429,113320,2.829
85,Gallade-Mega,1.16865,75485,1.885
86,Slowbro,1.14365,38860,0.97
87,Conkeldurr,1.13434,74538,1.861
88,Quagsire,1.08954,41261,1.03
