Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Landorus-Therian,49.69276,1072193,27.779
2,Tapu Koko,25.46357,668187,17.312
3,Magearna,22.74431,406167,10.523
4,Greninja-Ash,19.19768,571382,14.804
5,Heatran,19.11851,486202,12.597
6,Kartana,19.04394,462773,11.99
7,Ferrothorn,17.55359,576877,14.946
8,Zygarde,15.66714,282479,7.319
9,Tapu Lele,14.64723,338842,8.779
10,Zapdos,13.84195,347956,9.015
11,Toxapex,13.19907,407867,10.567
12,Tapu Bulu,11.31359,246298,6.381
13,Hawlucha,11.09116,289089,7.49
14,Greninja,10.67429,355415,9.208
15,Clefable,10.48482,260839,6.758
16,Chansey,10.2088,298134,7.724
17,Scizor-Mega,9.30486,251634,6.519
18,Medicham-Mega,8.41184,200966,5.207
19,Tapu Fini,7.99271,213320,5.527
20,Excadrill,7.3604,288411,7.472
21,Magnezone,7.22242,236454,6.126
22,Skarmory,6.96438,239108,6.195
23,Tangrowth,6.94302,185379,4.803
24,Celesteela,6.85619,269309,6.977
25,Pinsir-Mega,6.43728,144959,3.756
26,Tyranitar,6.11665,228825,5.928
27,Keldeo,6.00625,162169,4.202
28,Mimikyu,5.73884,288036,7.463
29,Kyurem-Black,5.7202,182952,4.74
30,Tornadus-Therian,5.6471,113075,2.93
31,Mew,5.58354,179668,4.655
32,Pelipper,5.48899,173436,4.493
33,Victini,5.44685,180681,4.681
34,Swampert-Mega,5.43428,177534,4.6
35,Garchomp,5.2299,322307,8.35
36,Mawile-Mega,5.13753,145543,3.771
37,Gyarados-Mega,4.95904,139018,3.602
38,Latios,4.80543,190711,4.941
39,Lopunny-Mega,4.65335,229210,5.938
40,Volcarona,4.64291,281708,7.299
41,Rotom-Wash,4.48939,273066,7.075
42,Charizard-Mega-X,4.40606,276717,7.169
43,Sableye-Mega,4.35417,126758,3.284
44,Blacephalon,4.04197,184055,4.769
45,Latios-Mega,3.85508,62696,1.624
46,Hoopa-Unbound,3.83443,80733,2.092
47,Amoonguss,3.82841,61628,1.597
48,Mamoswine,3.774,156634,4.058
49,Diancie-Mega,3.72387,124849,3.235
50,Venusaur-Mega,3.70416,200480,5.194
51,Latias-Mega,3.63027,48864,1.266
52,Jirachi,3.48209,103831,2.69
53,Alakazam-Mega,3.45004,171779,4.451
54,Bisharp,3.40053,193113,5.003
55,Charizard-Mega-Y,3.24912,177767,4.606
56,Serperior,3.03872,136180,3.528
57,Gliscor,2.9819,193685,5.018
58,Tyranitar-Mega,2.83402,107208,2.778
59,Hippowdon,2.59056,60573,1.569
60,Ninetales-Alola,2.42366,103878,2.691
61,Dragonite,2.41307,183665,4.758
62,Weavile,2.38207,135675,3.515
63,Kingdra,2.35278,77507,2.008
64,Marowak-Alola,2.07413,77130,1.998
65,Gengar,1.99708,134563,3.486
66,Quagsire,1.77545,42774,1.108
67,Slowbro-Mega,1.74285,34193,0.886
68,Gyarados,1.73677,98510,2.552
69,Ditto,1.68799,51578,1.336
70,Buzzwole,1.61408,61515,1.594
71,Azumarill,1.57999,90533,2.346
72,Cresselia,1.57019,45270,1.173
73,Araquanid,1.56994,56942,1.475
74,Gastrodon,1.55021,45689,1.184
75,Latias,1.53745,48989,1.269
76,Thundurus-Therian,1.52267,78164,2.025
77,Manaphy,1.51829,46069,1.194
78,Shuckle,1.48532,69024,1.788
79,Nidoking,1.43511,62500,1.619
80,Kommo-o,1.28557,62595,1.622
81,Reuniclus,1.26314,29667,0.769
82,Gallade-Mega,1.19508,77266,2.002
83,Heracross-Mega,1.15005,55005,1.425
84,Crawdaunt,1.1013,30604,0.793
85,Manectric-Mega,1.0737,68810,1.783
86,Alomomola,1.06935,24264,0.629
87,Thundurus,1.02972,40269,1.043
88,Muk-Alola,1.02439,60463,1.566
89,Infernape,1.00793,102102,2.645
