Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Landorus-Therian,48.19939,1497947,31.185
2,Magearna,28.22477,718831,14.965
3,Greninja-Ash,21.21045,845358,17.599
4,Ferrothorn,18.68265,789757,16.441
5,Tapu Koko,18.36549,719515,14.979
6,Kartana,18.13927,614920,12.802
7,Tornadus-Therian,15.64753,423897,8.825
8,Heatran,15.12969,639966,13.323
9,Tapu Lele,12.79993,424206,8.831
10,Toxapex,11.91737,483925,10.075
11,Tapu Fini,11.72053,370444,7.712
12,Greninja,11.68642,484054,10.077
13,Zapdos,11.09632,448911,9.346
14,Rotom-Wash,10.88696,495383,10.313
15,Garchomp,10.08443,494599,10.297
16,Medicham-Mega,9.96902,263389,5.483
17,Excadrill,9.61165,359394,7.482
18,Tapu Bulu,8.85233,328186,6.832
19,Mawile-Mega,8.47931,259506,5.403
20,Chansey,8.40403,346143,7.206
21,Celesteela,8.09141,349084,7.267
22,Kommo-o,7.75526,284984,5.933
23,Magnezone,7.66456,335406,6.983
24,Hawlucha,7.62724,298573,6.216
25,Serperior,7.50349,403609,8.403
26,Victini,7.3531,272563,5.674
27,Tangrowth,7.33378,255098,5.311
28,Clefable,7.15563,288291,6.002
29,Pelipper,6.76329,254752,5.304
30,Lopunny-Mega,6.65237,298134,6.207
31,Swampert-Mega,6.51712,254699,5.302
32,Scizor-Mega,6.35978,251415,5.234
33,Blacephalon,5.93099,252798,5.263
34,Alakazam-Mega,5.92996,310026,6.454
35,Volcarona,5.77079,345463,7.192
36,Tyranitar,5.7059,284654,5.926
37,Jirachi,5.41195,210374,4.38
38,Gliscor,5.38399,405544,8.443
39,Kyurem-Black,5.33598,233922,4.87
40,Gyarados-Mega,4.77711,176057,3.665
41,Skarmory,4.77105,237344,4.941
42,Diancie-Mega,4.6524,190032,3.956
43,Charizard-Mega-X,4.49496,314754,6.553
44,Charizard-Mega-Y,4.05683,251016,5.226
45,Mew,3.9866,177834,3.702
46,Tyranitar-Mega,3.8933,169439,3.527
47,Azumarill,3.73152,154832,3.223
48,Keldeo,3.6726,149757,3.118
49,Latias-Mega,3.32611,70816,1.474
50,Mimikyu,3.19592,267023,5.559
51,Venusaur-Mega,3.14911,206822,4.306
52,Sableye-Mega,3.09117,122526,2.551
53,Hoopa-Unbound,2.92705,122002,2.54
54,Pinsir-Mega,2.92037,134699,2.804
55,Dragonite,2.74937,208066,4.332
56,Reuniclus,2.72933,59874,1.246
57,Crawdaunt,2.69936,82189,1.711
58,Weavile,2.21806,150363,3.13
59,Thundurus-Therian,2.13406,95862,1.996
60,Manaphy,2.08221,59210,1.233
61,Bisharp,1.994,103405,2.153
62,Cresselia,1.88933,61906,1.289
63,Hippowdon,1.87348,62255,1.296
64,Ditto,1.85116,78884,1.642
65,Latios-Mega,1.8419,60031,1.25
66,Kingdra,1.80122,79124,1.647
67,Ribombee,1.75398,68220,1.42
68,Mamoswine,1.70343,86945,1.81
69,Marowak-Alola,1.60818,77775,1.619
70,Heracross-Mega,1.55534,55000,1.145
71,Gyarados,1.54503,104348,2.172
72,Gastrodon,1.52614,74411,1.549
73,Latios,1.50203,91372,1.902
74,Thundurus,1.44534,56542,1.177
75,Amoonguss,1.42565,53882,1.122
76,Gengar,1.38271,131091,2.729
77,Araquanid,1.38153,71228,1.483
78,Beedrill-Mega,1.34914,119102,2.48
79,Salamence,1.34529,89909,1.872
80,Kyurem,1.32811,22071,0.459
81,Hydreigon,1.31812,85055,1.771
82,Manectric-Mega,1.30318,81230,1.691
83,Gallade-Mega,1.27945,89431,1.862
84,Garchomp-Mega,1.2153,78770,1.64
85,Slowbro,1.18054,45983,0.957
86,Breloom,1.12487,114386,2.381
87,Quagsire,1.11442,45562,0.949
88,Shuckle,1.05461,70773,1.473
89,Buzzwole,1.04585,59509,1.239
