Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Landorus-Therian,44.01602,1172685,28.474
2,Magearna,25.29972,461273,11.2
3,Zygarde,21.41145,392008,9.518
4,Heatran,19.68856,582878,14.153
5,Tapu Koko,18.46662,635234,15.424
6,Ferrothorn,17.19825,644317,15.645
7,Greninja-Ash,17.1431,607324,14.746
8,Kartana,17.13069,450309,10.934
9,Tapu Lele,13.78696,345332,8.385
10,Greninja,13.672,422597,10.261
11,Clefable,13.09604,383496,9.312
12,Toxapex,12.35696,422150,10.25
13,Tornadus-Therian,11.57254,227351,5.52
14,Excadrill,10.91621,300692,7.301
15,Tapu Bulu,10.58065,262281,6.368
16,Zapdos,10.15648,307537,7.467
17,Chansey,10.1315,305061,7.407
18,Scizor-Mega,9.18099,268943,6.53
19,Hawlucha,9.10732,270831,6.576
20,Tangrowth,8.74518,246930,5.996
21,Blacephalon,8.57589,234281,5.689
22,Mawile-Mega,8.5594,196612,4.774
23,Medicham-Mega,7.2764,222503,5.403
24,Alakazam-Mega,7.00767,259728,6.306
25,Tapu Fini,6.90978,235771,5.725
26,Gyarados-Mega,6.72892,160579,3.899
27,Celesteela,6.69485,297134,7.215
28,Skarmory,6.56341,236187,5.735
29,Tyranitar,6.2206,254227,6.173
30,Gliscor,5.99391,310167,7.531
31,Pinsir-Mega,5.76014,138605,3.365
32,Zeraora,5.69865,343016,8.329
33,Magnezone,5.57469,221712,5.383
34,Pelipper,5.51988,175083,4.251
35,Swampert-Mega,5.45678,182267,4.426
36,Mimikyu,5.45662,269970,6.555
37,Victini,5.32214,177829,4.318
38,Lopunny-Mega,4.96729,232836,5.653
39,Volcarona,4.93573,284728,6.913
40,Serperior,4.45265,197632,4.799
41,Keldeo,4.38699,152443,3.701
42,Latios-Mega,4.36574,126214,3.065
43,Mew,4.34029,180772,4.389
44,Garchomp,4.13624,301020,7.309
45,Kyurem-Black,4.08583,172576,4.19
46,Sableye-Mega,4.05475,146782,3.564
47,Charizard-Mega-X,3.96991,279354,6.783
48,Jirachi,3.90153,154170,3.743
49,Bisharp,3.80061,191832,4.658
50,Rotom-Wash,3.71366,271602,6.595
51,Gastrodon,3.64423,125971,3.059
52,Latios,3.41331,167020,4.055
53,Charizard-Mega-Y,3.3211,203001,4.929
54,Gyarados,3.26431,116975,2.84
55,Hoopa-Unbound,3.11787,112330,2.727
56,Latias-Mega,3.11637,61207,1.486
57,Ninetales-Alola,3.05353,134891,3.275
58,Manaphy,2.83175,54956,1.334
59,Weavile,2.75004,133136,3.233
60,Crawdaunt,2.74688,59021,1.433
61,Diancie-Mega,2.62475,99110,2.406
62,Ditto,2.45139,55137,1.339
63,Venusaur-Mega,2.35854,173409,4.211
64,Reuniclus,2.31585,46284,1.124
65,Hippowdon,2.25642,62092,1.508
66,Tyranitar-Mega,2.23839,99038,2.405
67,Kingdra,2.22107,76968,1.869
68,Araquanid,2.21919,75814,1.841
69,Amoonguss,2.14444,100554,2.442
70,Shuckle,1.90153,82862,2.012
71,Ribombee,1.88034,40830,0.991
72,Azumarill,1.87023,114166,2.772
73,Mamoswine,1.81717,112835,2.74
74,Dragonite,1.62955,172438,4.187
75,Marowak-Alola,1.57423,70382,1.709
76,Quagsire,1.49568,47512,1.154
77,Buzzwole,1.38184,54258,1.317
78,Muk-Alola,1.34624,73869,1.794
79,Cresselia,1.34203,41450,1.006
80,Latias,1.22664,44390,1.078
81,Kommo-o,1.17302,57913,1.406
82,Breloom,1.12329,82843,2.012
83,Thundurus-Therian,1.09118,67179,1.631
84,Slowbro-Mega,1.08489,24834,0.603
85,Gengar,1.03556,127428,3.094
