Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Landorus-Therian,47.93238,1020905,28.377
2,Tapu Koko,25.3393,645924,17.954
3,Magearna,23.38027,403147,11.206
4,Kartana,20.71754,444828,12.365
5,Greninja-Ash,19.09259,535134,14.875
6,Heatran,17.20795,458980,12.758
7,Ferrothorn,16.29854,525241,14.6
8,Zygarde,16.12586,270920,7.531
9,Tapu Lele,15.53573,331186,9.206
10,Zapdos,14.80533,330274,9.18
11,Toxapex,14.00327,393031,10.925
12,Hawlucha,11.81311,287166,7.982
13,Tapu Bulu,11.38211,246393,6.849
14,Clefable,10.68305,237226,6.594
15,Chansey,10.67254,278019,7.728
16,Greninja,10.22249,320821,8.918
17,Scizor-Mega,10.21171,238866,6.64
18,Medicham-Mega,7.98551,183206,5.092
19,Excadrill,7.85111,266011,7.394
20,Magnezone,7.58161,229710,6.385
21,Skarmory,7.45177,225130,6.258
22,Celesteela,7.40048,264341,7.348
23,Keldeo,6.60315,149718,4.162
24,Kyurem-Black,6.5548,170251,4.732
25,Tangrowth,6.47193,167220,4.648
26,Mew,6.21278,179340,4.985
27,Tyranitar,6.1292,219855,6.111
28,Tapu Fini,6.10955,191928,5.335
29,Pinsir-Mega,6.01408,134568,3.74
30,Gyarados-Mega,5.77674,137037,3.809
31,Victini,5.73581,164356,4.568
32,Mimikyu,5.68769,263863,7.334
33,Latios,5.54881,177908,4.945
34,Lopunny-Mega,5.49545,216266,6.011
35,Mawile-Mega,5.30427,129304,3.594
36,Mamoswine,5.28459,149359,4.152
37,Garchomp,5.23287,300938,8.365
38,Blacephalon,5.01503,192244,5.344
39,Charizard-Mega-X,4.72666,257458,7.156
40,Tornadus-Therian,4.70501,78380,2.179
41,Pelipper,4.55111,150335,4.179
42,Sableye-Mega,4.51925,116717,3.244
43,Swampert-Mega,4.49895,157400,4.375
44,Diancie-Mega,4.49682,131017,3.642
45,Volcarona,4.47743,243103,6.757
46,Venusaur-Mega,4.14965,184014,5.115
47,Hoopa-Unbound,4.10601,83828,2.33
48,Rotom-Wash,4.08117,248546,6.909
49,Jirachi,4.05364,101766,2.829
50,Bisharp,3.95459,180607,5.02
51,Alakazam-Mega,3.94398,171127,4.757
52,Amoonguss,3.05614,59745,1.661
53,Latias-Mega,3.01649,39394,1.095
54,Gliscor,2.947,177814,4.943
55,Charizard-Mega-Y,2.7745,156220,4.342
56,Hippowdon,2.73866,58214,1.618
57,Tyranitar-Mega,2.67709,105802,2.941
58,Dragonite,2.47922,168915,4.695
59,Serperior,2.43183,116368,3.235
60,Weavile,2.42083,120256,3.343
61,Quagsire,2.25253,40809,1.134
62,Marowak-Alola,2.19598,83905,2.332
63,Latios-Mega,2.17666,41808,1.162
64,Araquanid,2.06231,58612,1.629
65,Gyarados,2.02192,93519,2.599
66,Gengar,1.94776,129392,3.597
67,Kingdra,1.8035,70318,1.955
68,Ditto,1.71559,48045,1.335
69,Ninetales-Alola,1.64748,91028,2.53
70,Shuckle,1.62704,62147,1.727
71,Gastrodon,1.59998,44305,1.232
72,Cresselia,1.57536,46714,1.298
73,Latias,1.5154,43366,1.205
74,Manaphy,1.44079,42927,1.193
75,Muk-Alola,1.43716,57651,1.602
76,Heracross-Mega,1.36824,57208,1.59
77,Nidoking,1.32103,59500,1.654
78,Mantine,1.2981,43650,1.213
79,Thundurus-Therian,1.23339,65532,1.822
80,Kommo-o,1.22328,63679,1.77
81,Azumarill,1.19011,80296,2.232
82,Buzzwole,1.1886,53867,1.497
83,Ribombee,1.17579,42222,1.174
84,Manectric-Mega,1.14418,64936,1.805
85,Volcanion,1.13161,51867,1.442
86,Alomomola,1.12013,21688,0.603
87,Reuniclus,1.05542,27832,0.774
88,Crawdaunt,1.04022,29200,0.812
89,Slowbro-Mega,1.0112,26998,0.75
