Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Landorus-Therian,43.89072,1078878,27.927
2,Magearna,24.30255,460966,11.932
3,Ferrothorn,18.40738,622497,16.114
4,Greninja-Ash,17.57106,622135,16.104
5,Tapu Koko,17.27076,556308,14.4
6,Kartana,16.82198,459418,11.892
7,Heatran,16.14993,519057,13.436
8,Tornadus-Therian,14.85218,327186,8.469
9,Tapu Lele,13.32195,360798,9.339
10,Toxapex,11.93224,378874,9.807
11,Rotom-Wash,11.73519,389012,10.07
12,Zapdos,11.03913,352723,9.13
13,Tapu Fini,11.03832,289341,7.49
14,Tapu Bulu,10.48006,264035,6.835
15,Garchomp,9.74544,386533,10.006
16,Mawile-Mega,9.71838,208587,5.399
17,Excadrill,9.51164,293510,7.598
18,Greninja,9.23869,331708,8.586
19,Victini,9.17914,238245,6.167
20,Serperior,8.98404,354944,9.188
21,Chansey,8.97074,289916,7.505
22,Hawlucha,8.72241,249893,6.469
23,Medicham-Mega,8.45398,197380,5.109
24,Clefable,8.29381,232944,6.03
25,Kommo-o,7.44243,222277,5.754
26,Pelipper,7.23201,215281,5.573
27,Gliscor,7.23092,359879,9.316
28,Swampert-Mega,7.13623,215105,5.568
29,Scizor-Mega,6.9009,192410,4.981
30,Lopunny-Mega,6.80109,236838,6.131
31,Volcarona,6.74009,290687,7.525
32,Celesteela,6.62722,266537,6.899
33,Magnezone,6.43106,236927,6.133
34,Skarmory,6.26269,204396,5.291
35,Tangrowth,5.58561,192597,4.985
36,Kyurem-Black,5.42586,184827,4.784
37,Jirachi,5.27606,171678,4.444
38,Charizard-Mega-X,5.16036,260480,6.743
39,Alakazam-Mega,5.04522,229775,5.948
40,Blacephalon,4.9978,177567,4.596
41,Diancie-Mega,4.86568,151108,3.911
42,Tyranitar,4.56859,228326,5.91
43,Latias-Mega,4.51853,57671,1.493
44,Keldeo,4.4074,115283,2.984
45,Tyranitar-Mega,4.09822,150489,3.895
46,Gyarados-Mega,3.93904,134560,3.483
47,Sableye-Mega,3.75659,110892,2.87
48,Charizard-Mega-Y,3.74817,199204,5.156
49,Azumarill,3.67241,183019,4.738
50,Manaphy,3.4139,64250,1.663
51,Pinsir-Mega,3.2247,83841,2.17
52,Mimikyu,3.01803,133371,3.452
53,Dragonite,2.98601,163384,4.229
54,Mew,2.97395,128909,3.337
55,Hoopa-Unbound,2.9557,67231,1.74
56,Ditto,2.93356,71853,1.86
57,Weavile,2.807,131549,3.405
58,Venusaur-Mega,2.56144,136527,3.534
59,Reuniclus,2.54071,52241,1.352
60,Bisharp,2.52256,89810,2.325
61,Gyarados,2.17811,101953,2.639
62,Crawdaunt,2.12547,47764,1.236
63,Gastrodon,2.08718,64937,1.681
64,Cresselia,2.05783,57177,1.48
65,Marowak-Alola,1.92482,62593,1.62
66,Kingdra,1.87709,62245,1.611
67,Ribombee,1.77851,48914,1.266
68,Latios-Mega,1.76214,40756,1.055
69,Hydreigon,1.74371,76009,1.968
70,Thundurus-Therian,1.72082,66187,1.713
71,Slowbro,1.66837,38183,0.988
72,Mamoswine,1.62982,70291,1.82
73,Hippowdon,1.61194,47210,1.222
74,Salamence,1.48793,78163,2.023
75,Torkoal,1.42285,57840,1.497
76,Garchomp-Mega,1.41634,69808,1.807
77,Breloom,1.38601,95170,2.464
78,Seismitoad,1.36149,26795,0.694
79,Muk-Alola,1.34857,76058,1.969
80,Amoonguss,1.34174,43024,1.114
81,Heracross-Mega,1.34108,48642,1.259
82,Latios,1.30977,68586,1.775
83,Manectric-Mega,1.2573,63130,1.634
84,Zeraora,1.18569,79469,2.057
85,Araquanid,1.17524,57638,1.492
86,Buzzwole,1.16905,52895,1.369
87,Venusaur,1.16696,54903,1.421
88,Gengar,1.15247,107368,2.779
89,Kyurem,1.11722,17247,0.446
90,Quagsire,1.11709,39052,1.011
91,Gallade-Mega,1.0985,71681,1.855
92,Porygon-Z,1.08612,67993,1.76
93,Thundurus,1.07506,35221,0.912
94,Shedinja,1.0688,19859,0.514
95,Cloyster,1.04856,80023,2.071
