Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Landorus-Therian,41.79839,1050149,27.559
2,Magearna,22.27519,425768,11.173
3,Heatran,20.84018,602927,15.822
4,Greninja-Ash,19.30434,568277,14.913
5,Tapu Koko,18.26063,554350,14.548
6,Zygarde,18.18867,380726,9.991
7,Kartana,15.29309,385080,10.106
8,Ferrothorn,14.84121,551340,14.469
9,Zapdos,14.48532,385699,10.122
10,Tapu Lele,14.14729,352515,9.251
11,Tornadus-Therian,13.81202,283383,7.437
12,Toxapex,12.65513,383739,10.07
13,Tapu Bulu,12.61811,298800,7.841
14,Clefable,10.9466,311210,8.167
15,Mawile-Mega,10.80356,233059,6.116
16,Excadrill,10.10353,288372,7.568
17,Chansey,10.10119,312406,8.198
18,Tangrowth,10.03592,277663,7.287
19,Greninja,10.03145,347230,9.112
20,Serperior,8.72113,288444,7.57
21,Tapu Fini,7.87157,212006,5.564
22,Hawlucha,7.73794,246526,6.469
23,Medicham-Mega,7.3987,180402,4.734
24,Scizor-Mega,7.15688,219878,5.77
25,Celesteela,7.09175,265490,6.967
26,Blacephalon,6.55129,199708,5.241
27,Garchomp,6.53359,280319,7.356
28,Victini,6.27798,171812,4.509
29,Kyurem-Black,6.20932,166934,4.381
30,Alakazam-Mega,6.15718,238406,6.256
31,Tyranitar,6.08103,219692,5.765
32,Gyarados-Mega,5.7823,162781,4.272
33,Volcarona,5.62692,294227,7.721
34,Pinsir-Mega,5.61053,128394,3.369
35,Magnezone,5.3971,199456,5.234
36,Skarmory,5.13922,197022,5.17
37,Keldeo,5.09187,137483,3.608
38,Gliscor,5.07108,328521,8.621
39,Lopunny-Mega,4.80734,208706,5.477
40,Pelipper,4.67389,156461,4.106
41,Charizard-Mega-Y,4.62917,216206,5.674
42,Rotom-Wash,4.61224,258254,6.777
43,Swampert-Mega,4.5311,161086,4.227
44,Charizard-Mega-X,4.52864,257652,6.761
45,Diancie-Mega,4.48988,115721,3.037
46,Jirachi,4.21472,125677,3.298
47,Mimikyu,4.00551,221702,5.818
48,Hoopa-Unbound,3.98215,119526,3.137
49,Sableye-Mega,3.75463,131467,3.45
50,Mew,3.51025,136264,3.576
51,Latias-Mega,2.989,58292,1.53
52,Gastrodon,2.96925,139347,3.657
53,Tyranitar-Mega,2.83085,103671,2.721
54,Hippowdon,2.78255,54675,1.435
55,Bisharp,2.63504,112588,2.955
56,Venusaur-Mega,2.46575,142767,3.747
57,Azumarill,2.34364,106057,2.783
58,Gyarados,2.32812,108366,2.844
59,Marowak-Alola,2.32266,71520,1.877
60,Araquanid,2.29001,73096,1.918
61,Manaphy,2.08,54076,1.419
62,Hydreigon,2.0623,74395,1.952
63,Weavile,2.05695,119836,3.145
64,Reuniclus,2.04954,46661,1.225
65,Ditto,1.88844,54501,1.43
66,Ribombee,1.83412,37997,0.997
67,Crawdaunt,1.83313,46296,1.215
68,Cresselia,1.82093,52692,1.383
69,Latios,1.78281,91203,2.393
70,Latios-Mega,1.71233,53994,1.417
71,Ninetales-Alola,1.6857,100618,2.64
72,Salamence,1.67702,87797,2.304
73,Kommo-o,1.6738,63263,1.66
74,Muk-Alola,1.62057,82987,2.178
75,Dragonite,1.61726,152826,4.011
76,Heracross-Mega,1.59931,53965,1.416
77,Kingdra,1.55563,65401,1.716
78,Slowbro,1.47004,39087,1.026
79,Mamoswine,1.43043,63127,1.657
80,Thundurus-Therian,1.41232,63058,1.655
81,Buzzwole,1.35846,51313,1.347
82,Quagsire,1.32758,41624,1.092
83,Suicune,1.27658,35349,0.928
84,Shuckle,1.25365,59633,1.565
85,Gengar,1.25261,118492,3.11
86,Zeraora,1.21914,133349,3.499
87,Amoonguss,1.04071,41531,1.09
