Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Landorus-Therian,46.50926,880597,25.344
2,Tapu Fini,24.66001,528176,15.201
3,Pheromosa,23.52799,468316,13.478
4,Metagross-Mega,22.61437,487267,14.024
5,Greninja-Ash,18.86881,476340,13.709
6,Tapu Lele,17.01159,397879,11.451
7,Tapu Koko,16.16077,452831,13.033
8,Greninja,14.89146,356876,10.271
9,Ferrothorn,14.71075,409975,11.799
10,Mawile-Mega,14.13176,257447,7.409
11,Zygarde,13.50866,169341,4.874
12,Garchomp,13.44018,434943,12.518
13,Magearna,12.82357,233532,6.721
14,Heatran,12.28969,335327,9.651
15,Scizor-Mega,11.39535,265697,7.647
16,Toxapex,11.10608,319005,9.181
17,Celesteela,10.92384,301703,8.683
18,Dugtrio,10.40334,203117,5.846
19,Tangrowth,9.62321,170125,4.896
20,Excadrill,9.19711,263481,7.583
21,Skarmory,8.92691,252351,7.263
22,Chansey,8.56704,213246,6.137
23,Volcarona,8.11934,271805,7.823
24,Gengar,7.8315,179288,5.16
25,Magnezone,7.81093,247040,7.11
26,Marowak-Alola,7.69745,295400,8.502
27,Zapdos,7.32035,177302,5.103
28,Tapu Bulu,6.68243,189278,5.448
29,Rotom-Wash,5.74332,229352,6.601
30,Keldeo,5.72196,88483,2.547
31,Nihilego,5.63641,150925,4.344
32,Sableye-Mega,5.40231,130154,3.746
33,Mimikyu,5.39064,273735,7.878
34,Hoopa-Unbound,5.36586,127310,3.664
35,Latios,5.34116,178707,5.143
36,Charizard-Mega-Y,5.29058,249122,7.17
37,Pinsir-Mega,5.22679,110500,3.18
38,Charizard-Mega-X,4.82102,255740,7.36
39,Mamoswine,4.64754,157547,4.534
40,Tyranitar,4.36096,209412,6.027
41,Venusaur-Mega,4.34291,190905,5.494
42,Beedrill-Mega,4.23771,216999,6.245
43,Kartana,3.97279,198079,5.701
44,Clefable,3.77699,109026,3.138
45,Manaphy,3.47974,81723,2.352
46,Gyarados-Mega,3.28206,134687,3.876
47,Bisharp,3.26708,72609,2.09
48,Scolipede,3.16118,97660,2.811
49,Pelipper,3.12004,117175,3.372
50,Muk-Alola,2.98016,171572,4.938
51,Gyarados,2.82194,87959,2.532
52,Alakazam-Mega,2.79369,154401,4.444
53,Jirachi,2.7605,94842,2.73
54,Tornadus-Therian,2.74907,59747,1.72
55,Buzzwole,2.66614,106722,3.072
56,Salamence,2.56225,127108,3.658
57,Dragonite,2.44673,156654,4.509
58,Kyurem-Black,2.43844,73058,2.103
59,Xurkitree,2.35301,135564,3.902
60,Hippowdon,2.33295,62305,1.793
61,Serperior,2.14464,128946,3.711
62,Amoonguss,2.06211,44044,1.268
63,Kingdra,2.03578,69216,1.992
64,Smeargle,2.03479,43996,1.266
65,Thundurus,1.88811,45019,1.296
66,Thundurus-Therian,1.85224,74172,2.135
67,Terrakion,1.79319,41982,1.208
68,Azumarill,1.75792,84545,2.433
69,Victini,1.69215,66512,1.914
70,Mantine,1.6888,40870,1.176
71,Bronzong,1.6649,31049,0.894
72,Hydreigon,1.6504,74505,2.144
73,Azelf,1.57319,36492,1.05
74,Weavile,1.56251,109299,3.146
75,Shedinja,1.47189,24503,0.705
76,Quagsire,1.37615,35629,1.025
77,Breloom,1.29546,80739,2.324
78,Porygon2,1.25409,61256,1.763
79,Mew,1.20254,51682,1.487
80,Mandibuzz,1.20252,55103,1.586
81,Porygon-Z,1.19978,89827,2.585
82,Volcanion,1.19683,59014,1.698
83,Tentacruel,1.17534,54263,1.562
84,Ditto,1.08405,32176,0.926
85,Gliscor,1.07016,124186,3.574
86,Sharpedo-Mega,1.05357,29787,0.857
