Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Landorus-Therian,32.68972,305077,13.61
2,Genesect,23.88003,181112,8.08
3,Tapu Lele,23.71207,318377,14.204
4,Tapu Koko,19.2235,344377,15.364
5,Tapu Fini,18.72177,223966,9.992
6,Metagross-Mega,16.09975,206039,9.192
7,Marowak-Alola,16.0114,364046,16.241
8,Pheromosa,13.61439,248797,11.1
9,Garchomp,13.48219,227475,10.148
10,Greninja-Ash,13.3059,222071,9.907
11,Toxapex,12.31,280433,12.511
12,Ferrothorn,10.80678,151014,6.737
13,Celesteela,10.79249,243964,10.884
14,Magearna,10.63492,146387,6.531
15,Scizor-Mega,10.42034,187849,8.381
16,Heatran,10.39662,144169,6.432
17,Magnezone,10.04932,151895,6.777
18,Tapu Bulu,9.42146,154103,6.875
19,Dugtrio,9.04439,88332,3.941
20,Latios,8.89056,118507,5.287
21,Excadrill,8.24951,118130,5.27
22,Skarmory,8.20636,138047,6.159
23,Zygarde,7.50422,49979,2.23
24,Mimikyu,7.43016,209928,9.366
25,Rotom-Wash,7.22291,103559,4.62
26,Chansey,7.13815,94503,4.216
27,Kartana,6.63263,145181,6.477
28,Charizard-Mega-X,6.41843,147162,6.565
29,Buzzwole,6.39159,99499,4.439
30,Sableye-Mega,6.18602,69524,3.102
31,Greninja,6.04271,111256,4.963
32,Hoopa-Unbound,5.99722,62739,2.799
33,Venusaur-Mega,5.84034,107684,4.804
34,Gyarados-Mega,5.66065,99004,4.417
35,Manaphy,5.43787,38573,1.721
36,Pelipper,5.38534,117917,5.261
37,Nihilego,5.23787,86510,3.859
38,Pinsir-Mega,5.1891,77182,3.443
39,Mantine,4.65991,66189,2.953
40,Alakazam-Mega,4.62378,108051,4.821
41,Xurkitree,4.39143,130882,5.839
42,Zapdos,4.30307,49927,2.227
43,Kingdra,4.26787,71553,3.192
44,Mamoswine,4.25907,94941,4.236
45,Tyranitar,4.18054,92075,4.108
46,Landorus,4.16352,51881,2.315
47,Jirachi,3.72571,47045,2.099
48,Muk-Alola,3.59372,99469,4.438
49,Clefable,3.43894,75595,3.373
50,Keldeo,3.39846,46672,2.082
51,Zygarde-10%,3.32947,49978,2.23
52,Charizard-Mega-Y,3.24612,101612,4.533
53,Tangrowth,3.21378,30759,1.372
54,Amoonguss,3.02452,31741,1.416
55,Mandibuzz,2.96942,58721,2.62
56,Porygon-Z,2.81969,89290,3.984
57,Dragonite,2.657,104433,4.659
58,Tornadus-Therian,2.57758,29581,1.32
59,Bisharp,2.53269,52421,2.339
60,Sharpedo-Mega,2.51441,45992,2.052
61,Kyurem-Black,2.51084,40232,1.795
62,Ninetales-Alola,2.48376,99368,4.433
63,Volcarona,2.44163,57605,2.57
64,Necrozma,2.23148,50700,2.262
65,Scolipede,2.11921,33421,1.491
66,Gliscor,2.01052,81920,3.655
67,Azelf,1.91091,28298,1.262
68,Araquanid,1.86917,109490,4.885
69,Hippowdon,1.85215,40568,1.81
70,Quagsire,1.81984,16838,0.751
71,Azumarill,1.81451,60859,2.715
72,Weavile,1.81086,67011,2.99
73,Decidueye,1.68172,108984,4.862
74,Gengar,1.65691,77357,3.451
75,Latias,1.61595,34918,1.558
76,Togekiss,1.60099,39241,1.751
77,Alomomola,1.5683,18714,0.835
78,Starmie,1.55916,49981,2.23
79,Dhelmise,1.51424,75812,3.382
80,Hydreigon,1.45142,46403,2.07
81,Seismitoad,1.43435,16340,0.729
82,Salazzle,1.40466,102395,4.568
83,Ditto,1.36181,32745,1.461
84,Gyarados,1.36072,30835,1.376
85,Shedinja,1.31838,12349,0.551
86,Raichu-Alola,1.30551,81690,3.644
87,Mew,1.30201,33831,1.509
88,Shuckle,1.27437,25437,1.135
89,Salamence,1.26225,35499,1.584
90,Golisopod,1.25632,83731,3.736
91,Terrakion,1.24673,13099,0.584
92,Scizor,1.19657,43141,1.925
93,Serperior,1.16952,53363,2.381
94,Breloom,1.16492,31077,1.386
95,Thundurus,1.1424,21199,0.946
96,Espeon,1.12809,45727,2.04
97,Kommo-o,1.11575,77486,3.457
98,Minior,1.07509,80487,3.591
99,Persian-Alola,1.07472,37094,1.655
100,Primarina,1.07432,62379,2.783
101,Tentacruel,1.04469,32621,1.455
102,Aerodactyl-Mega,1.00169,38099,1.7
