Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Landorus-Therian,42.88135,584222,25.798
2,Tapu Koko,20.56783,360996,15.941
3,Magearna,20.28738,235879,10.416
4,Zygarde,19.63746,184740,8.158
5,Greninja-Ash,17.54256,340597,15.04
6,Tapu Lele,17.27117,241365,10.658
7,Tapu Fini,17.08296,280047,12.366
8,Greninja,13.7778,260170,11.489
9,Ferrothorn,13.70405,277111,12.237
10,Heatran,13.57859,246415,10.881
11,Garchomp,12.56366,251456,11.104
12,Tangrowth,11.31922,148161,6.543
13,Medicham-Mega,11.25924,179874,7.943
14,Celesteela,11.13981,168873,7.457
15,Excadrill,10.69383,196636,8.683
16,Scizor-Mega,10.64362,171287,7.564
17,Mawile-Mega,9.80611,137344,6.065
18,Heracross-Mega,9.69937,119112,5.26
19,Zapdos,9.51909,142965,6.313
20,Dugtrio,9.08487,116474,5.143
21,Skarmory,8.49615,171602,7.578
22,Latios,8.38331,132313,5.843
23,Chansey,8.19987,162059,7.156
24,Keldeo,8.08903,80575,3.558
25,Pinsir-Mega,7.42953,91441,4.038
26,Toxapex,7.1681,160964,7.108
27,Tapu Bulu,7.10897,107397,4.742
28,Mimikyu,7.01134,178645,7.889
29,Jirachi,6.26418,96207,4.248
30,Magnezone,6.25736,129240,5.707
31,Alakazam-Mega,5.92095,121021,5.344
32,Charizard-Mega-Y,5.83181,160577,7.091
33,Tyranitar,5.80679,141264,6.238
34,Marowak-Alola,5.67838,151331,6.682
35,Nihilego,5.54912,88830,3.923
36,Charizard-Mega-X,5.41869,163486,7.219
37,Volcarona,5.3916,154616,6.828
38,Clefable,5.34765,76989,3.4
39,Gengar,5.03318,98671,4.357
40,Kartana,4.69087,136360,6.021
41,Scolipede,4.47629,77858,3.438
42,Venusaur-Mega,4.3548,121947,5.385
43,Rotom-Wash,4.27842,139477,6.159
44,Mew,4.27045,55175,2.436
45,Sableye-Mega,4.09894,77543,3.424
46,Bisharp,4.06379,64521,2.849
47,Manaphy,3.82433,54260,2.396
48,Pelipper,3.78578,79440,3.508
49,Smeargle,3.66625,53434,2.36
50,Muk-Alola,3.57915,98069,4.331
51,Kyurem-Black,3.40057,59010,2.606
52,Hoopa-Unbound,3.27112,67413,2.977
53,Tornadus-Therian,3.00446,38733,1.71
54,Mamoswine,2.95908,82393,3.638
55,Serperior,2.88427,100449,4.436
56,Kingdra,2.79832,53233,2.351
57,Thundurus,2.77462,37507,1.656
58,Buzzwole,2.55077,68071,3.006
59,Beedrill-Mega,2.53884,137539,6.073
60,Weavile,2.42421,83412,3.683
61,Gyarados-Mega,2.34142,71996,3.179
62,Gyarados,2.28748,51683,2.282
63,Espeon,2.22768,53734,2.373
64,Dragonite,2.18322,106179,4.689
65,Salamence,2.04567,86902,3.837
66,Xurkitree,2.02994,73765,3.257
67,Cresselia,2.02804,27323,1.207
68,Azumarill,1.96561,61073,2.697
69,Houndoom-Mega,1.91831,46113,2.036
70,Latias,1.87159,32703,1.444
71,Thundurus-Therian,1.77934,50865,2.246
72,Necrozma,1.70617,21774,0.961
73,Terrakion,1.64738,21344,0.943
74,Hippowdon,1.6038,34853,1.539
75,Goodra,1.57909,57029,2.518
76,Amoonguss,1.54151,24357,1.076
77,Hawlucha,1.53982,33852,1.495
78,Mantine,1.52621,20698,0.914
79,Breloom,1.49062,53017,2.341
80,Victini,1.48192,45239,1.998
81,Crawdaunt,1.40685,20881,0.922
82,Ditto,1.37813,23290,1.028
83,Scizor,1.36322,47279,2.088
84,Starmie,1.32773,55494,2.451
85,Azelf,1.30826,20813,0.919
86,Gastrodon,1.14308,25779,1.138
87,Mandibuzz,1.12541,31615,1.396
88,Volcanion,1.10116,39653,1.751
89,Gliscor,1.03356,86140,3.804
90,Swampert-Mega,1.01938,12084,0.534
91,Garchomp-Mega,1.01937,49513,2.186
92,Alomomola,1.01404,13218,0.584
93,Hydreigon,1.0052,43142,1.905
