Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Landorus-Therian,46.34688,1035003,27.506
2,Tapu Koko,22.57903,645127,17.145
3,Magearna,22.08865,399117,10.607
4,Heatran,19.43544,485005,12.889
5,Zygarde,18.36651,307663,8.176
6,Kartana,17.14139,419267,11.142
7,Greninja-Ash,16.38395,519202,13.798
8,Clefable,16.38316,328694,8.735
9,Ferrothorn,15.79491,540269,14.358
10,Tapu Lele,14.85976,334368,8.886
11,Zapdos,13.39803,334495,8.889
12,Toxapex,12.03967,380448,10.111
13,Greninja,10.79868,352790,9.376
14,Tapu Bulu,10.05345,234120,6.222
15,Hawlucha,9.50704,281093,7.47
16,Tornadus-Therian,9.15924,156543,4.16
17,Chansey,9.0992,290750,7.727
18,Scizor-Mega,8.80832,247300,6.572
19,Medicham-Mega,8.41606,195376,5.192
20,Tapu Fini,7.80257,202361,5.378
21,Excadrill,7.18762,257018,6.83
22,Mawile-Mega,6.90036,160107,4.255
23,Skarmory,6.89445,225455,5.992
24,Celesteela,6.88343,251160,6.675
25,Tyranitar,6.81495,237188,6.303
26,Pinsir-Mega,6.09723,130360,3.464
27,Magnezone,6.0586,202447,5.38
28,Keldeo,5.82437,146446,3.892
29,Tangrowth,5.7945,162872,4.328
30,Garchomp,5.64236,306220,8.138
31,Victini,5.46763,180767,4.804
32,Kyurem-Black,5.44923,169524,4.505
33,Hoopa-Unbound,5.06529,121367,3.225
34,Gastrodon,5.06033,81360,2.162
35,Alakazam-Mega,4.97743,188782,5.017
36,Sableye-Mega,4.93379,132672,3.526
37,Pelipper,4.78726,162923,4.33
38,Rotom-Wash,4.78148,277036,7.362
39,Gyarados-Mega,4.772,134876,3.584
40,Blacephalon,4.75005,171004,4.545
41,Swampert-Mega,4.68145,169472,4.504
42,Charizard-Mega-X,4.66455,274666,7.299
43,Mew,4.59925,158889,4.223
44,Mimikyu,4.57062,260656,6.927
45,Jirachi,4.54861,133422,3.546
46,Volcarona,4.43794,262154,6.967
47,Latios-Mega,4.35589,74567,1.982
48,Charizard-Mega-Y,4.22509,176507,4.691
49,Lopunny-Mega,4.17698,202171,5.373
50,Bisharp,3.85565,186777,4.964
51,Latios,3.8017,155109,4.122
52,Gliscor,3.72371,198713,5.281
53,Venusaur-Mega,3.6116,191329,5.085
54,Latias-Mega,3.57927,60130,1.598
55,Ninetales-Alola,3.4324,107746,2.863
56,Diancie-Mega,3.28518,113759,3.023
57,Amoonguss,3.22928,129170,3.433
58,Mamoswine,2.71739,139488,3.707
59,Serperior,2.68414,126992,3.375
60,Gyarados,2.58881,106586,2.833
61,Quagsire,2.43164,56201,1.494
62,Tyranitar-Mega,2.36242,91307,2.427
63,Weavile,2.35277,124158,3.3
64,Marowak-Alola,2.33967,81913,2.177
65,Manaphy,2.29739,47409,1.26
66,Azumarill,2.23192,117769,3.13
67,Hippowdon,2.14752,59903,1.592
68,Araquanid,1.97329,61621,1.638
69,Kingdra,1.96529,76102,2.022
70,Ditto,1.7731,49425,1.314
71,Dragonite,1.67154,163691,4.35
72,Cresselia,1.56125,41951,1.115
73,Gallade-Mega,1.45241,88156,2.343
74,Buzzwole,1.39837,55032,1.463
75,Reuniclus,1.36333,32851,0.873
76,Shuckle,1.35768,66694,1.772
77,Muk-Alola,1.33222,77232,2.052
78,Nidoking,1.276,62750,1.668
79,Thundurus-Therian,1.24471,72418,1.925
80,Kommo-o,1.21828,62216,1.653
81,Gengar,1.19933,123679,3.287
82,Latias,1.19687,42574,1.131
83,Heracross-Mega,1.16239,52031,1.383
84,Crawdaunt,1.15824,30391,0.808
85,Ribombee,1.13917,29907,0.795
86,Espeon,1.13199,75972,2.019
87,Thundurus,1.06589,35651,0.947
88,Xurkitree,1.02657,67075,1.783
89,Slowbro-Mega,1.02073,25036,0.665
