Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Landorus-Therian,39.15196,1085983,24.376
2,Magearna,24.29076,567516,12.739
3,Tapu Koko,19.55182,654634,14.694
4,Zygarde,18.95491,385749,8.659
5,Greninja-Ash,16.57796,625999,14.051
6,Ferrothorn,15.83615,595956,13.377
7,Toxapex,14.81873,433137,9.722
8,Celesteela,14.38606,438561,9.844
9,Heatran,13.60681,512258,11.498
10,Dugtrio,13.55053,319444,7.17
11,Greninja,13.10384,497735,11.172
12,Clefable,12.92039,297129,6.669
13,Mew,12.29624,336385,7.551
14,Tapu Lele,11.86611,363081,8.15
15,Latios,11.16843,318068,7.139
16,Pinsir-Mega,10.77666,181747,4.08
17,Excadrill,10.53945,340464,7.642
18,Mimikyu,10.10991,355529,7.98
19,Scizor-Mega,9.86672,253903,5.699
20,Tangrowth,9.76403,324741,7.289
21,Zapdos,9.7321,296663,6.659
22,Chansey,9.20648,324512,7.284
23,Tapu Fini,8.57222,362790,8.143
24,Skarmory,8.42967,316964,7.115
25,Garchomp,7.67511,438350,9.839
26,Tapu Bulu,7.43585,253600,5.692
27,Kartana,7.32351,274366,6.159
28,Keldeo,6.90685,213698,4.797
29,Mawile-Mega,6.58285,163719,3.675
30,Pelipper,6.27613,204701,4.595
31,Magnezone,6.10418,243574,5.467
32,Manaphy,6.06798,104152,2.338
33,Diancie-Mega,5.82773,163723,3.675
34,Lopunny-Mega,5.69839,279827,6.281
35,Bisharp,5.68685,272271,6.111
36,Kyurem-Black,5.49047,168812,3.789
37,Swampert-Mega,5.44997,193822,4.351
38,Hawlucha,5.43556,131707,2.956
39,Marowak-Alola,4.89789,235298,5.282
40,Tyranitar,4.66595,247142,5.547
41,Venusaur-Mega,4.62389,217133,4.874
42,Medicham-Mega,4.54624,172853,3.88
43,Sableye-Mega,4.53073,127460,2.861
44,Charizard-Mega-Y,4.50601,287616,6.456
45,Dragonite,4.44939,206734,4.64
46,Ninetales-Alola,4.39311,135947,3.052
47,Tyranitar-Mega,4.24703,141325,3.172
48,Gengar,4.05765,296307,6.651
49,Kingdra,4.0493,120648,2.708
50,Volcarona,3.89737,308883,6.933
51,Azelf,3.66705,68281,1.533
52,Charizard-Mega-X,3.35846,266609,5.984
53,Latias-Mega,3.32371,57028,1.28
54,Weavile,3.0047,131025,2.941
55,Victini,2.95471,113387,2.545
56,Mantine,2.93146,61129,1.372
57,Azumarill,2.83779,132601,2.976
58,Alakazam-Mega,2.74775,163173,3.663
59,Gyarados-Mega,2.66163,117769,2.643
60,Hoopa-Unbound,2.64233,108139,2.427
61,Jirachi,2.60271,136577,3.066
62,Ditto,2.5289,56236,1.262
63,Shuckle,2.4769,78943,1.772
64,Cresselia,2.43104,52388,1.176
65,Suicune,2.39707,63150,1.417
66,Serperior,2.19968,190626,4.279
67,Nihilego,2.12777,136618,3.067
68,Tornadus-Therian,1.99554,72562,1.629
69,Rotom-Wash,1.93854,224301,5.035
70,Smeargle,1.92245,130765,2.935
71,Gyarados,1.90255,106779,2.397
72,Heracross-Mega,1.83041,84858,1.905
73,Latias,1.81941,73373,1.647
74,Manectric-Mega,1.79041,133953,3.007
75,Crawdaunt,1.73398,44658,1.002
76,Gallade-Mega,1.62221,138247,3.103
77,Alomomola,1.61732,30930,0.694
78,Uxie,1.61023,24920,0.559
79,Hippowdon,1.41006,59960,1.346
80,Camerupt-Mega,1.3855,39233,0.881
81,Gliscor,1.37591,152466,3.422
82,Altaria-Mega,1.36957,99452,2.232
83,Gastrodon,1.36806,60650,1.361
84,Mamoswine,1.31972,74622,1.675
85,Amoonguss,1.1662,47867,1.074
86,Salamence,1.06788,116885,2.624
87,Thundurus,1.04289,51664,1.16
88,Thundurus-Therian,1.03494,72282,1.622
