Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Landorus-Therian,40.75664,983149,26.233
2,Magearna,24.17327,443301,11.828
3,Greninja-Ash,21.36452,578311,15.431
4,Heatran,20.57437,577962,15.421
5,Zygarde,17.49728,331115,8.835
6,Tapu Koko,17.37538,523398,13.966
7,Kartana,16.44113,411438,10.978
8,Ferrothorn,14.28754,535127,14.278
9,Tapu Bulu,14.0027,312226,8.331
10,Tapu Lele,13.94003,317468,8.471
11,Tornadus-Therian,13.6737,245776,6.558
12,Zapdos,12.86659,354971,9.471
13,Toxapex,11.91858,374865,10.002
14,Greninja,10.26206,333862,8.908
15,Mawile-Mega,10.08994,216523,5.777
16,Chansey,9.84349,316430,8.443
17,Clefable,9.8168,299583,7.994
18,Excadrill,9.17129,272954,7.283
19,Tangrowth,9.14218,244363,6.52
20,Garchomp,8.14481,329321,8.787
21,Scizor-Mega,7.91089,228469,6.096
22,Medicham-Mega,7.64457,185559,4.951
23,Tapu Fini,7.29099,203493,5.43
24,Hawlucha,7.08604,223845,5.973
25,Serperior,6.93092,282126,7.528
26,Celesteela,6.7833,246895,6.588
27,Magnezone,6.57015,222163,5.928
28,Blacephalon,6.51115,193373,5.16
29,Kyurem-Black,6.46851,185433,4.948
30,Alakazam-Mega,6.37245,237350,6.333
31,Victini,6.23923,163717,4.368
32,Gliscor,5.78386,340422,9.083
33,Skarmory,5.72239,197403,5.267
34,Gyarados-Mega,5.6422,148924,3.974
35,Tyranitar,5.47591,214863,5.733
36,Rotom-Wash,5.45671,280515,7.485
37,Charizard-Mega-X,5.37901,285653,7.622
38,Pinsir-Mega,5.34953,129819,3.464
39,Volcarona,5.25113,272004,7.258
40,Pelipper,5.22708,154306,4.117
41,Swampert-Mega,5.09536,158345,4.225
42,Keldeo,4.98954,134382,3.586
43,Lopunny-Mega,4.6874,198622,5.3
44,Jirachi,4.22946,132452,3.534
45,Mew,4.19167,145385,3.879
46,Charizard-Mega-Y,4.07292,218216,5.823
47,Diancie-Mega,3.82004,90730,2.421
48,Mimikyu,3.79885,237958,6.349
49,Sableye-Mega,3.56041,137389,3.666
50,Hoopa-Unbound,3.43312,106647,2.846
51,Latias-Mega,3.29532,58873,1.571
52,Tyranitar-Mega,2.65717,99337,2.651
53,Hippowdon,2.52607,68778,1.835
54,Dragonite,2.46521,159589,4.258
55,Azumarill,2.46421,109992,2.935
56,Bisharp,2.44828,92813,2.476
57,Gastrodon,2.41996,126526,3.376
58,Manaphy,2.40438,54882,1.464
59,Venusaur-Mega,2.40081,144568,3.857
60,Buzzwole,2.32232,54943,1.466
61,Gyarados,2.19701,99230,2.648
62,Marowak-Alola,2.17179,71959,1.92
63,Weavile,2.10656,119007,3.175
64,Ditto,2.03544,55050,1.469
65,Reuniclus,2.00887,39785,1.062
66,Ninetales-Alola,1.9688,98676,2.633
67,Araquanid,1.90427,64135,1.711
68,Crawdaunt,1.85533,47377,1.264
69,Kommo-o,1.80341,67199,1.793
70,Heracross-Mega,1.78515,52866,1.411
71,Cresselia,1.73743,49974,1.333
72,Salamence,1.71753,91338,2.437
73,Hydreigon,1.56921,67689,1.806
74,Ribombee,1.54478,39678,1.059
75,Thundurus-Therian,1.52679,60014,1.601
76,Gengar,1.51142,120314,3.21
77,Latios,1.46295,83229,2.221
78,Kingdra,1.45386,63873,1.704
79,Shuckle,1.42417,60427,1.612
80,Mamoswine,1.42081,61183,1.633
81,Latios-Mega,1.35954,41115,1.097
82,Slowbro,1.34751,38794,1.035
83,Muk-Alola,1.33921,71873,1.918
84,Aggron-Mega,1.31617,31803,0.849
85,Swampert,1.29696,32161,0.858
86,Suicune,1.25526,41905,1.118
87,Nidoking,1.21218,62666,1.672
88,Amoonguss,1.18562,39972,1.067
89,Quagsire,1.16412,43358,1.157
90,Volcanion,1.14543,46268,1.235
91,Mantine,1.14061,40560,1.082
92,Xurkitree,1.09388,54371,1.451
93,Breloom,1.06006,77482,2.067
