Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Landorus-Therian,45.30147,705111,25.801
2,Tapu Koko,21.31808,416844,15.253
3,Metagross-Mega,19.83186,322036,11.784
4,Tapu Fini,19.26224,357115,13.067
5,Greninja-Ash,19.11241,383791,14.044
6,Zygarde,17.88373,203125,7.433
7,Ferrothorn,16.39511,355386,13.004
8,Tapu Lele,15.33737,273358,10.003
9,Greninja,15.10004,325018,11.893
10,Magearna,14.89457,219153,8.019
11,Garchomp,14.46142,337680,12.356
12,Medicham-Mega,14.40481,248885,9.107
13,Tangrowth,13.13698,182160,6.666
14,Heatran,13.08944,291020,10.649
15,Scizor-Mega,10.78434,198212,7.253
16,Celesteela,9.99688,218558,7.997
17,Skarmory,9.14285,197201,7.216
18,Dugtrio,8.946,133134,4.872
19,Zapdos,8.74026,153675,5.623
20,Toxapex,8.73274,213314,7.806
21,Mawile-Mega,8.39427,149571,5.473
22,Mimikyu,8.32084,239128,8.75
23,Excadrill,7.98184,206352,7.551
24,Keldeo,7.81976,89487,3.274
25,Chansey,7.58798,171073,6.26
26,Marowak-Alola,7.07558,203181,7.435
27,Volcarona,6.98181,201479,7.372
28,Tapu Bulu,6.85783,134823,4.933
29,Gengar,6.31225,126864,4.642
30,Nihilego,6.04938,118412,4.333
31,Latios,5.95196,145676,5.331
32,Magnezone,5.69041,155143,5.677
33,Pinsir-Mega,5.66618,98578,3.607
34,Sableye-Mega,5.48793,99650,3.646
35,Rotom-Wash,5.40229,178880,6.546
36,Clefable,5.22245,91786,3.359
37,Charizard-Mega-Y,5.06974,178924,6.547
38,Bisharp,5.0401,86682,3.172
39,Kartana,4.9326,163141,5.97
40,Tyranitar,4.84142,159377,5.832
41,Smeargle,4.65505,78788,2.883
42,Thundurus,3.92732,50570,1.85
43,Charizard-Mega-X,3.83184,185356,6.783
44,Hoopa-Unbound,3.75333,79420,2.906
45,Jirachi,3.72231,85047,3.112
46,Alakazam-Mega,3.63892,116433,4.26
47,Mamoswine,3.49391,107251,3.925
48,Manaphy,3.30902,66791,2.444
49,Kyurem-Black,3.27216,73138,2.676
50,Muk-Alola,3.25606,127248,4.656
51,Scolipede,3.152,73581,2.692
52,Venusaur-Mega,3.08773,131085,4.797
53,Pelipper,2.91762,80385,2.941
54,Buzzwole,2.9015,87318,3.195
55,Tornadus-Therian,2.90108,46655,1.707
56,Beedrill-Mega,2.70113,175679,6.428
57,Hippowdon,2.5098,49829,1.823
58,Xurkitree,2.2537,99067,3.625
59,Thundurus-Therian,2.21914,69459,2.542
60,Serperior,2.19945,107385,3.929
61,Gyarados-Mega,2.16989,84772,3.102
62,Dragonite,2.16977,125462,4.591
63,Cresselia,2.13196,28963,1.06
64,Gyarados,2.11947,63269,2.315
65,Kingdra,1.99365,49704,1.819
66,Weavile,1.98583,92960,3.402
67,Starmie,1.97607,81289,2.975
68,Crawdaunt,1.89908,27252,0.997
69,Mew,1.82577,51047,1.868
70,Mantine,1.80848,32672,1.196
71,Azumarill,1.7331,68889,2.521
72,Salamence,1.70698,98795,3.615
73,Togekiss,1.64695,71839,2.629
74,Uxie,1.52428,18284,0.669
75,Terrakion,1.5133,31848,1.165
76,Hydreigon,1.51045,53658,1.963
77,Scizor,1.47168,58287,2.133
78,Amoonguss,1.40139,29547,1.081
79,Porygon-Z,1.38667,69559,2.545
80,Victini,1.3623,56234,2.058
81,Pidgeot-Mega,1.33483,69792,2.554
82,Volcanion,1.32516,42751,1.564
83,Tentacruel,1.27989,44928,1.644
84,Espeon,1.25023,54795,2.005
85,Quagsire,1.20467,25149,0.92
86,Latias,1.09213,35765,1.309
87,Breloom,1.07428,60362,2.209
88,Gliscor,1.06154,99224,3.631
89,Porygon2,1.05737,44813,1.64
90,Pheromosa,1.02808,18197,0.666
91,Mandibuzz,1.00776,41717,1.526
