Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Landorus-Therian,47.08501,1051619,26.698
2,Tapu Koko,24.32412,691225,17.548
3,Magearna,23.27874,462195,11.734
4,Greninja-Ash,18.70146,575777,14.617
5,Tapu Lele,18.5543,369472,9.38
6,Ferrothorn,17.0673,545296,13.844
7,Kartana,16.23339,362547,9.204
8,Heatran,15.38599,492872,12.513
9,Zygarde,14.16549,307475,7.806
10,Greninja,12.60971,401944,10.204
11,Toxapex,12.03119,347163,8.813
12,Excadrill,11.90849,336952,8.554
13,Latios,11.77745,275550,6.995
14,Celesteela,10.7481,332289,8.436
15,Scizor-Mega,9.6617,254269,6.455
16,Mimikyu,9.32053,321372,8.159
17,Tangrowth,8.83976,250102,6.349
18,Tapu Fini,8.81246,299552,7.605
19,Chansey,8.77173,284999,7.235
20,Mew,8.67655,244656,6.211
21,Keldeo,8.2049,184966,4.696
22,Tapu Bulu,7.95105,253191,6.428
23,Zapdos,7.86518,251282,6.379
24,Kyurem-Black,7.75595,187538,4.761
25,Clefable,7.73309,213577,5.422
26,Lopunny-Mega,7.39296,256731,6.518
27,Diancie-Mega,7.37979,178326,4.527
28,Hawlucha,7.31905,240386,6.103
29,Skarmory,7.27236,267245,6.785
30,Garchomp,7.23169,362762,9.209
31,Tyranitar,7.17768,243066,6.171
32,Victini,7.08781,158309,4.019
33,Magnezone,6.92106,228234,5.794
34,Mawile-Mega,6.17057,160530,4.075
35,Gyarados-Mega,6.15332,143195,3.635
36,Medicham-Mega,6.07759,163387,4.148
37,Pelipper,5.44751,195549,4.964
38,Venusaur-Mega,5.40627,210874,5.353
39,Volcarona,5.36869,278660,7.074
40,Charizard-Mega-X,5.35662,272445,6.917
41,Pinsir-Mega,5.35481,130698,3.318
42,Swampert-Mega,4.82579,186299,4.73
43,Sableye-Mega,4.23262,115466,2.931
44,Marowak-Alola,4.07711,215543,5.472
45,Bisharp,4.01247,208207,5.286
46,Alakazam-Mega,3.94048,177149,4.497
47,Charizard-Mega-Y,3.72446,224050,5.688
48,Gengar,3.64977,266980,6.778
49,Serperior,3.62933,177877,4.516
50,Hoopa-Unbound,3.58179,71450,1.814
51,Tyranitar-Mega,2.98814,121444,3.083
52,Kingdra,2.90559,130652,3.317
53,Ninetales-Alola,2.86855,149259,3.789
54,Jirachi,2.71583,86773,2.203
55,Mantine,2.6374,57851,1.469
56,Latias-Mega,2.52019,37313,0.947
57,Dragonite,2.48429,263273,6.684
58,Ditto,2.41045,50861,1.291
59,Manaphy,2.26519,81720,2.075
60,Gyarados,1.99574,98675,2.505
61,Shuckle,1.86932,72338,1.836
62,Tornadus-Therian,1.85061,59934,1.522
63,Hippowdon,1.74825,60056,1.525
64,Nihilego,1.73527,72116,1.831
65,Cresselia,1.69348,48406,1.229
66,Volcanion,1.68294,56763,1.441
67,Quagsire,1.68242,35795,0.909
68,Weavile,1.60966,104919,2.664
69,Latias,1.58748,56134,1.425
70,Rotom-Wash,1.53913,118116,2.999
71,Manectric-Mega,1.51122,76550,1.943
72,Azelf,1.47766,50962,1.294
73,Gastrodon,1.39965,50724,1.288
74,Thundurus-Therian,1.39397,69007,1.752
75,Heracross-Mega,1.38293,69344,1.76
76,Staraptor,1.37267,81740,2.075
77,Suicune,1.25606,42142,1.07
78,Azumarill,1.23386,108672,2.759
79,Thundurus,1.23386,41453,1.052
80,Reuniclus,1.18345,27987,0.711
81,Amoonguss,1.14521,43015,1.092
82,Mamoswine,1.09499,59854,1.52
83,Gliscor,1.09124,138814,3.524
84,Terrakion,1.07979,26539,0.674
85,Porygon2,1.07563,54610,1.386
86,Gallade-Mega,1.07042,78509,1.993
87,Uxie,1.06464,25387,0.645
88,Smeargle,1.05937,71826,1.823
89,Salamence,1.05061,91363,2.319
