Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Landorus-Therian,39.89989,1097719,26.375
2,Magearna,23.15018,450263,10.819
3,Heatran,21.42254,615224,14.782
4,Zygarde,21.01265,419233,10.073
5,Greninja-Ash,19.8555,630602,15.152
6,Ferrothorn,17.24216,661834,15.902
7,Tapu Koko,16.75783,595923,14.318
8,Tornadus-Therian,15.89891,279615,6.718
9,Kartana,15.79705,445045,10.693
10,Excadrill,12.94661,326158,7.837
11,Greninja,12.63469,403497,9.695
12,Mawile-Mega,11.91468,246599,5.925
13,Tapu Lele,11.3376,323064,7.762
14,Toxapex,11.21402,412772,9.918
15,Tapu Bulu,11.16208,261547,6.284
16,Zapdos,10.9695,326636,7.848
17,Clefable,10.59454,348776,8.38
18,Tangrowth,10.06586,275417,6.617
19,Chansey,9.04033,319680,7.681
20,Serperior,8.35054,303091,7.282
21,Blacephalon,8.22002,238544,5.732
22,Scizor-Mega,7.51991,252120,6.058
23,Hawlucha,7.30558,257697,6.192
24,Celesteela,7.14306,293561,7.053
25,Medicham-Mega,7.02901,209465,5.033
26,Tapu Fini,7.02163,240111,5.769
27,Pelipper,6.82627,199152,4.785
28,Swampert-Mega,6.75606,203830,4.897
29,Alakazam-Mega,6.38037,243905,5.86
30,Gyarados-Mega,6.18473,169916,4.083
31,Rotom-Wash,5.8315,302413,7.266
32,Lopunny-Mega,5.74399,230023,5.527
33,Gliscor,5.74011,395912,9.513
34,Garchomp,5.71361,312430,7.507
35,Mimikyu,5.66419,266926,6.413
36,Pinsir-Mega,5.57486,137077,3.294
37,Skarmory,5.41133,223756,5.376
38,Victini,5.18635,177355,4.261
39,Charizard-Mega-X,5.14798,299999,7.208
40,Tyranitar,4.98789,249955,6.006
41,Magnezone,4.84197,211120,5.073
42,Kyurem-Black,4.60634,170536,4.097
43,Volcarona,4.37348,277853,6.676
44,Keldeo,4.33538,151662,3.644
45,Sableye-Mega,3.77092,140936,3.386
46,Bisharp,3.70813,187109,4.496
47,Mew,3.62078,169278,4.067
48,Hoopa-Unbound,3.56148,127928,3.074
49,Jirachi,3.48326,150708,3.621
50,Kingdra,3.45997,105825,2.543
51,Charizard-Mega-Y,3.29777,226911,5.452
52,Gastrodon,3.09221,148760,3.574
53,Gyarados,3.07612,119509,2.871
54,Ribombee,2.89264,54937,1.32
55,Tyranitar-Mega,2.80395,106999,2.571
56,Crawdaunt,2.80124,63196,1.518
57,Ninetales-Alola,2.75105,153708,3.693
58,Latios,2.74285,146631,3.523
59,Reuniclus,2.69781,46596,1.12
60,Latios-Mega,2.5383,94749,2.277
61,Araquanid,2.53589,76499,1.838
62,Ditto,2.47522,64144,1.541
63,Manaphy,2.46289,50570,1.215
64,Venusaur-Mega,2.40644,156735,3.766
65,Latias-Mega,2.35753,46104,1.108
66,Weavile,2.33506,133519,3.208
67,Diancie-Mega,2.30677,79290,1.905
68,Kommo-o,2.25926,70683,1.698
69,Zeraora,2.22041,241707,5.808
70,Hippowdon,2.21966,62304,1.497
71,Heracross-Mega,2.08805,66927,1.608
72,Azumarill,1.9237,110459,2.654
73,Hydreigon,1.90542,72392,1.739
74,Dragonite,1.86093,172496,4.145
75,Slowbro,1.634,43398,1.043
76,Marowak-Alola,1.55689,72132,1.733
77,Thundurus-Therian,1.53443,73796,1.773
78,Buzzwole,1.39244,58108,1.396
79,Cresselia,1.34115,49352,1.186
80,Shuckle,1.33241,71867,1.727
81,Amoonguss,1.21296,56211,1.351
82,Muk-Alola,1.17694,82487,1.982
83,Mamoswine,1.17477,73366,1.763
84,Quagsire,1.12208,43456,1.044
85,Breloom,1.11411,86020,2.067
86,Gengar,1.00222,125794,3.022
