Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Landorus-Therian,42.28319,781471,25.375
2,Zygarde,24.00885,322777,10.481
3,Magearna,23.39133,353569,11.481
4,Greninja-Ash,16.68041,452122,14.681
5,Tapu Koko,16.40301,436176,14.163
6,Greninja,15.64551,349742,11.356
7,Tapu Lele,15.51373,296836,9.638
8,Tangrowth,15.45255,259355,8.421
9,Tapu Fini,15.43796,334826,10.872
10,Ferrothorn,14.98561,399828,12.983
11,Heatran,14.08458,357028,11.593
12,Garchomp,11.85224,333017,10.813
13,Latios,10.45033,201308,6.537
14,Celesteela,10.23399,229747,7.46
15,Medicham-Mega,9.94689,205247,6.664
16,Mawile-Mega,9.93176,175436,5.696
17,Keldeo,9.74505,152846,4.963
18,Excadrill,9.43152,251592,8.169
19,Mew,9.06268,157296,5.107
20,Skarmory,8.47737,237036,7.697
21,Tapu Bulu,8.31071,162529,5.277
22,Zapdos,8.30216,179298,5.822
23,Chansey,8.1613,218942,7.109
24,Pelipper,7.91419,184628,5.995
25,Dugtrio,7.72719,134934,4.381
26,Scizor-Mega,7.71662,180840,5.872
27,Pinsir-Mega,7.69622,123866,4.022
28,Toxapex,7.39518,227311,7.381
29,Mimikyu,7.34034,241475,7.841
30,Swampert-Mega,6.84428,160734,5.219
31,Magnezone,6.59922,180276,5.854
32,Gengar,6.35758,187253,6.08
33,Manectric-Mega,6.04753,161723,5.251
34,Kingdra,5.83809,124112,4.03
35,Clefable,5.56007,136017,4.417
36,Tyranitar,5.41215,170584,5.539
37,Alakazam-Mega,5.35174,149119,4.842
38,Charizard-Mega-Y,5.31474,204953,6.655
39,Marowak-Alola,5.10214,188573,6.123
40,Jirachi,4.98018,112931,3.667
41,Volcarona,4.8938,207964,6.753
42,Bisharp,4.84135,146305,4.751
43,Heracross-Mega,4.4033,108265,3.515
44,Nihilego,4.39132,109356,3.551
45,Kartana,4.35786,176996,5.747
46,Charizard-Mega-X,4.2715,207738,6.745
47,Venusaur-Mega,4.22123,155199,5.039
48,Tornadus-Therian,4.22077,71101,2.309
49,Kyurem-Black,4.00767,97906,3.179
50,Rotom-Wash,3.91335,185978,6.039
51,Sableye-Mega,3.87687,98173,3.188
52,Hoopa-Unbound,3.6776,91940,2.985
53,Weavile,3.65356,130536,4.239
54,Smeargle,3.23812,74293,2.412
55,Tyranitar-Mega,3.16,79624,2.585
56,Hawlucha,3.12832,56913,1.848
57,Serperior,2.37986,125519,4.076
58,Azelf,2.30527,33627,1.092
59,Manaphy,2.294,61820,2.007
60,Amoonguss,2.24991,41369,1.343
61,Gyarados,2.23096,79960,2.596
62,Gyarados-Mega,2.16173,85537,2.777
63,Dragonite,2.06877,129917,4.218
64,Mamoswine,2.04615,84126,2.732
65,Muk-Alola,1.91985,93789,3.045
66,Latias,1.90797,52879,1.717
67,Ninetales-Alola,1.83353,71890,2.334
68,Azumarill,1.79564,81440,2.644
69,Thundurus,1.77241,38714,1.257
70,Buzzwole,1.75267,67651,2.197
71,Victini,1.74635,63383,2.058
72,Hippowdon,1.74057,45345,1.472
73,Cresselia,1.64776,37186,1.207
74,Sceptile-Mega,1.62387,90940,2.953
75,Salamence,1.53461,106208,3.449
76,Mantine,1.47873,29291,0.951
77,Scizor,1.39014,69634,2.261
78,Beedrill-Mega,1.38394,120445,3.911
79,Terrakion,1.27324,29338,0.953
80,Tentacruel,1.23294,45426,1.475
81,Ditto,1.15644,30483,0.99
82,Breloom,1.09911,67722,2.199
83,Gliscor,1.08935,110585,3.591
84,Crawdaunt,1.07985,25786,0.837
85,Mandibuzz,1.06206,42356,1.375
86,Thundurus-Therian,1.04731,61251,1.989
87,Hydreigon,1.03248,57460,1.866
