Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Landorus-Therian,41.87865,1049317,27.202
2,Heatran,21.44736,611418,15.85
3,Magearna,20.911,399627,10.36
4,Greninja-Ash,19.27228,599389,15.539
5,Tapu Koko,19.08592,550110,14.261
6,Zygarde,18.75732,388558,10.073
7,Kartana,15.47845,410466,10.641
8,Ferrothorn,15.10564,588896,15.266
9,Tapu Bulu,13.53538,299761,7.771
10,Zapdos,13.06935,362034,9.385
11,Tornadus-Therian,12.74395,263850,6.84
12,Tapu Lele,12.41968,310845,8.058
13,Greninja,12.34948,367480,9.527
14,Clefable,12.29136,340185,8.819
15,Toxapex,11.2582,363195,9.415
16,Mawile-Mega,10.42431,228897,5.934
17,Excadrill,10.06704,283404,7.347
18,Chansey,9.66241,307271,7.966
19,Tangrowth,9.24673,245596,6.367
20,Hawlucha,8.711,250209,6.486
21,Alakazam-Mega,8.07162,270386,7.009
22,Scizor-Mega,8.06204,239722,6.215
23,Serperior,7.68479,266653,6.913
24,Blacephalon,7.55761,200996,5.211
25,Tapu Fini,7.5114,211525,5.484
26,Medicham-Mega,7.1132,181620,4.708
27,Kyurem-Black,6.96937,189238,4.906
28,Celesteela,6.23853,248947,6.454
29,Pinsir-Mega,6.06362,136595,3.541
30,Magnezone,6.032,209858,5.44
31,Skarmory,5.88275,203539,5.277
32,Tyranitar,5.78499,225280,5.84
33,Rotom-Wash,5.55813,277136,7.184
34,Volcarona,5.44229,272654,7.068
35,Garchomp,5.37947,280693,7.277
36,Gyarados-Mega,5.37707,157375,4.08
37,Lopunny-Mega,5.04308,210651,5.461
38,Gliscor,5.03799,332198,8.612
39,Victini,5.00384,160221,4.154
40,Keldeo,4.98376,144711,3.751
41,Pelipper,4.70017,167877,4.352
42,Charizard-Mega-X,4.58179,258636,6.705
43,Swampert-Mega,4.48782,170649,4.424
44,Hoopa-Unbound,4.34713,125127,3.244
45,Mimikyu,4.09819,230577,5.977
46,Charizard-Mega-Y,3.95437,221478,5.742
47,Sableye-Mega,3.85084,128068,3.32
48,Jirachi,3.79393,128379,3.328
49,Gastrodon,3.70805,145993,3.785
50,Mew,3.41323,145330,3.768
51,Diancie-Mega,3.37045,86948,2.254
52,Bisharp,3.172,161828,4.195
53,Venusaur-Mega,2.82143,148650,3.854
54,Latios-Mega,2.60796,81287,2.107
55,Hippowdon,2.5982,56024,1.452
56,Weavile,2.49808,128077,3.32
57,Gyarados,2.42875,105124,2.725
58,Latios,2.35838,121372,3.146
59,Tyranitar-Mega,2.35825,93769,2.431
60,Ninetales-Alola,2.34883,129721,3.363
61,Crawdaunt,2.29692,49111,1.273
62,Hydreigon,2.2397,77637,2.013
63,Ditto,2.23947,55356,1.435
64,Zeraora,2.22071,204135,5.292
65,Manaphy,2.14415,48583,1.259
66,Reuniclus,2.13506,46513,1.206
67,Dragonite,2.07532,160207,4.153
68,Kommo-o,2.07051,64214,1.665
69,Marowak-Alola,2.02935,72039,1.868
70,Araquanid,1.89854,64910,1.683
71,Kingdra,1.8804,79592,2.063
72,Ribombee,1.84413,39161,1.015
73,Azumarill,1.79571,102372,2.654
74,Latias-Mega,1.7674,33570,0.87
75,Slowbro,1.72623,44646,1.157
76,Quagsire,1.49304,41623,1.079
77,Heracross-Mega,1.47229,54299,1.408
78,Cresselia,1.42445,48776,1.264
79,Mamoswine,1.39313,66204,1.716
80,Muk-Alola,1.36214,77497,2.009
81,Buzzwole,1.28642,49496,1.283
82,Gengar,1.24778,124726,3.233
83,Salamence,1.21334,69499,1.802
84,Thundurus-Therian,1.19013,65782,1.705
85,Amoonguss,1.14933,47396,1.229
86,Nidoking,1.09085,69376,1.798
87,Shuckle,1.07362,66463,1.723
88,Moltres,1.04354,20033,0.519
89,Torkoal,1.04316,30710,0.796
