Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Landorus-Therian,43.73809,1174535,28.009
2,Magearna,26.88129,525477,12.531
3,Greninja-Ash,20.12411,696264,16.604
4,Kartana,18.62045,533642,12.726
5,Tapu Koko,18.109,607086,14.477
6,Ferrothorn,16.99164,670398,15.987
7,Heatran,15.74237,593029,14.142
8,Tornadus-Therian,15.37292,332663,7.933
9,Tapu Lele,13.57249,352800,8.413
10,Greninja,12.35106,417570,9.958
11,Zapdos,11.66003,387939,9.251
12,Tapu Fini,11.01451,318990,7.607
13,Garchomp,10.96453,431658,10.294
14,Toxapex,10.33233,411937,9.823
15,Excadrill,10.20868,321047,7.656
16,Tapu Bulu,9.96015,270770,6.457
17,Rotom-Wash,8.8096,387805,9.248
18,Chansey,8.28496,320169,7.635
19,Pelipper,8.25611,222832,5.314
20,Mawile-Mega,8.21929,219645,5.238
21,Swampert-Mega,8.20482,223239,5.324
22,Celesteela,8.1904,314791,7.507
23,Medicham-Mega,8.17,207543,4.949
24,Serperior,7.95993,338919,8.082
25,Victini,7.80589,233438,5.567
26,Hawlucha,6.91644,243155,5.798
27,Clefable,6.82246,265556,6.333
28,Kommo-o,6.71344,229014,5.461
29,Tangrowth,6.56738,210377,5.017
30,Scizor-Mega,6.42253,234592,5.594
31,Magnezone,6.39264,254836,6.077
32,Kyurem-Black,5.87512,204339,4.873
33,Skarmory,5.85594,219928,5.245
34,Tyranitar,5.75572,265912,6.341
35,Volcarona,5.68754,299997,7.154
36,Keldeo,5.68299,162106,3.866
37,Jirachi,5.65346,170921,4.076
38,Gliscor,5.50001,407110,9.708
39,Alakazam-Mega,5.26848,242583,5.785
40,Charizard-Mega-X,5.19961,284556,6.786
41,Lopunny-Mega,5.18065,244352,5.827
42,Diancie-Mega,5.17352,174442,4.16
43,Gyarados-Mega,4.93641,161276,3.846
44,Pinsir-Mega,4.5508,116758,2.784
45,Blacephalon,4.44765,205112,4.891
46,Charizard-Mega-Y,4.17901,220048,5.247
47,Venusaur-Mega,3.93165,205087,4.891
48,Tyranitar-Mega,3.80427,124867,2.978
49,Hoopa-Unbound,3.79298,115607,2.757
50,Azumarill,3.66142,131549,3.137
51,Mew,3.55233,149014,3.554
52,Mimikyu,3.26781,249271,5.944
53,Bisharp,3.12315,112106,2.673
54,Latias-Mega,3.11884,57943,1.382
55,Sableye-Mega,2.91329,117051,2.791
56,Dragonite,2.73249,192037,4.579
57,Kingdra,2.46837,86452,2.062
58,Hippowdon,2.36154,64815,1.546
59,Weavile,2.2874,139206,3.32
60,Manaphy,2.2766,48326,1.152
61,Reuniclus,2.25197,55075,1.313
62,Araquanid,2.15444,68246,1.627
63,Cresselia,2.12308,48968,1.168
64,Gastrodon,1.97545,70704,1.686
65,Crawdaunt,1.94715,47810,1.14
66,Ditto,1.91035,77300,1.843
67,Ribombee,1.83183,46882,1.118
68,Hydreigon,1.80695,71972,1.716
69,Marowak-Alola,1.7898,65402,1.56
70,Latios-Mega,1.73055,47374,1.13
71,Garchomp-Mega,1.67095,76907,1.834
72,Thundurus,1.66323,50883,1.213
73,Latios,1.59812,83518,1.992
74,Volcanion,1.59321,58790,1.402
75,Gyarados,1.51859,101457,2.419
76,Muk-Alola,1.46487,83462,1.99
77,Thundurus-Therian,1.41365,77915,1.858
78,Amoonguss,1.40486,47388,1.13
79,Heracross-Mega,1.40282,51464,1.227
80,Gallade-Mega,1.39777,78159,1.864
81,Slowbro,1.30666,40776,0.972
82,Salamence,1.23544,92115,2.197
83,Mamoswine,1.22569,66192,1.578
84,Manectric-Mega,1.18705,63790,1.521
85,Conkeldurr,1.14001,72052,1.718
86,Shuckle,1.11415,73358,1.749
87,Breloom,1.09777,95260,2.272
88,Beedrill-Mega,1.0958,106059,2.529
89,Quagsire,1.07053,42825,1.021
90,Gengar,1.05739,120860,2.882
