Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Landorus-Therian,40.61435,1078478,25.717
2,Magearna,25.81407,575262,13.718
3,Zygarde,20.6149,388898,9.274
4,Tapu Koko,18.07966,607099,14.477
5,Greninja-Ash,18.04467,626433,14.938
6,Ferrothorn,14.99984,555253,13.241
7,Greninja,14.5511,483300,11.525
8,Heatran,14.45614,488776,11.655
9,Mew,13.65719,316066,7.537
10,Celesteela,13.29461,354238,8.447
11,Tangrowth,13.22879,339595,8.098
12,Dugtrio,12.94141,269659,6.43
13,Tapu Fini,12.40757,420568,10.029
14,Tapu Lele,12.2423,370093,8.825
15,Toxapex,11.89252,360725,8.602
16,Latios,10.75634,289710,6.908
17,Clefable,10.04465,248722,5.931
18,Skarmory,9.78757,332086,7.919
19,Lopunny-Mega,9.77042,341437,8.142
20,Tapu Bulu,9.74311,263560,6.285
21,Garchomp,9.73237,438466,10.456
22,Zapdos,9.5249,280516,6.689
23,Chansey,8.8755,311727,7.433
24,Excadrill,8.52387,309861,7.389
25,Marshadow,8.34346,223959,5.341
26,Keldeo,7.92674,201468,4.804
27,Pinsir-Mega,7.56656,166208,3.963
28,Mawile-Mega,7.00837,166680,3.975
29,Scizor-Mega,6.97876,226505,5.401
30,Charizard-Mega-Y,6.8392,296524,7.071
31,Tyranitar,6.51699,242378,5.78
32,Mimikyu,6.36613,322605,7.693
33,Pelipper,6.34184,187939,4.482
34,Bisharp,5.46132,268512,6.403
35,Swampert-Mega,5.32186,169986,4.053
36,Medicham-Mega,5.19431,167594,3.996
37,Sableye-Mega,4.77436,134278,3.202
38,Tyranitar-Mega,4.44811,133970,3.195
39,Kyurem-Black,4.37458,149095,3.555
40,Venusaur-Mega,4.35352,198020,4.722
41,Volcarona,4.29963,277174,6.609
42,Marowak-Alola,4.27566,206770,4.931
43,Gengar,4.18605,266640,6.358
44,Kingdra,4.07172,119610,2.852
45,Magnezone,3.9509,194735,4.644
46,Ninetales-Alola,3.8041,111192,2.651
47,Manectric-Mega,3.76029,166271,3.965
48,Hawlucha,3.74172,99021,2.361
49,Charizard-Mega-X,3.68024,244565,5.832
50,Jirachi,3.67795,147018,3.506
51,Kartana,3.60485,217518,5.187
52,Nihilego,3.45906,150677,3.593
53,Gallade-Mega,3.2911,179246,4.274
54,Alakazam-Mega,3.2103,158611,3.782
55,Smeargle,3.1662,152564,3.638
56,Serperior,2.95717,177549,4.234
57,Hoopa-Unbound,2.86345,110177,2.627
58,Rotom-Wash,2.8222,228604,5.451
59,Tornadus-Therian,2.74731,76156,1.816
60,Suicune,2.69173,55728,1.329
61,Gardevoir-Mega,2.65818,142924,3.408
62,Victini,2.4446,99711,2.378
63,Heracross-Mega,2.3054,89789,2.141
64,Manaphy,2.18511,75870,1.809
65,Latias,2.09706,66225,1.579
66,Mantine,2.09246,44862,1.07
67,Gyarados,2.0914,105530,2.516
68,Gyarados-Mega,1.94031,102671,2.448
69,Azumarill,1.90411,107205,2.556
70,Thundurus,1.85404,55843,1.332
71,Cresselia,1.64733,47844,1.141
72,Azelf,1.60869,45160,1.077
73,Hippowdon,1.60066,55534,1.324
74,Weavile,1.59259,115418,2.752
75,Camerupt-Mega,1.45168,46657,1.113
76,Dragonite,1.41459,170254,4.06
77,Salamence,1.38308,131456,3.135
78,Mamoswine,1.27147,68656,1.637
79,Ditto,1.19104,39152,0.934
80,Alomomola,1.14723,26744,0.638
81,Thundurus-Therian,1.14598,73518,1.753
82,Shuckle,1.07623,63685,1.519
83,Amoonguss,1.0647,43260,1.032
84,Mandibuzz,1.04832,56524,1.348
85,Reuniclus,1.01119,29850,0.712
