Rank,Pokemon,Weighted Usage %,Real Usage,Real Usage %
1,Landorus-Therian,43.28792,1202104,29.646
2,Magearna,23.944,534980,13.193
3,Ferrothorn,21.1058,692913,17.088
4,Greninja-Ash,19.63157,676619,16.686
5,Tapu Koko,17.47201,601277,14.828
6,Tornadus-Therian,16.97967,387123,9.547
7,Heatran,16.02549,564211,13.914
8,Kartana,15.28845,470333,11.599
9,Tapu Lele,13.99387,376169,9.277
10,Toxapex,12.08041,422861,10.428
11,Excadrill,11.40332,327328,8.072
12,Mawile-Mega,11.36829,229986,5.672
13,Serperior,11.01395,375380,9.257
14,Rotom-Wash,10.78687,416382,10.269
15,Tapu Fini,10.74868,313202,7.724
16,Greninja,10.1357,376980,9.297
17,Chansey,9.71312,300425,7.409
18,Tapu Bulu,9.59829,280802,6.925
19,Garchomp,9.27346,413015,10.186
20,Zapdos,9.26953,359987,8.878
21,Hawlucha,8.99043,274153,6.761
22,Swampert-Mega,8.82483,247365,6.1
23,Pelipper,8.73011,244017,6.018
24,Medicham-Mega,8.3602,221157,5.454
25,Clefable,8.29898,248907,6.138
26,Victini,7.64594,241137,5.947
27,Volcarona,7.09012,304331,7.505
28,Celesteela,6.94421,272377,6.717
29,Skarmory,6.89171,225219,5.554
30,Kommo-o,6.85078,226052,5.575
31,Gliscor,6.84251,360557,8.892
32,Magnezone,6.81767,269289,6.641
33,Latias-Mega,6.42852,74321,1.833
34,Tangrowth,6.16396,224726,5.542
35,Lopunny-Mega,6.09554,257496,6.35
36,Scizor-Mega,5.85006,211454,5.215
37,Kyurem-Black,5.64837,192327,4.743
38,Alakazam-Mega,5.15008,252671,6.231
39,Gyarados,5.0979,124012,3.058
40,Blacephalon,4.88845,184966,4.562
41,Jirachi,4.77556,172785,4.261
42,Manaphy,4.74178,75860,1.871
43,Tyranitar,4.71844,245823,6.062
44,Diancie-Mega,4.71755,156270,3.854
45,Gyarados-Mega,4.51132,145412,3.586
46,Tyranitar-Mega,4.38622,153312,3.781
47,Charizard-Mega-X,4.21722,255553,6.302
48,Reuniclus,4.09876,70513,1.739
49,Azumarill,3.65831,198677,4.9
50,Charizard-Mega-Y,3.6136,208535,5.143
51,Sableye-Mega,3.51696,112339,2.77
52,Keldeo,3.3942,119753,2.953
53,Ditto,3.389,69286,1.709
54,Mew,3.08213,138726,3.421
55,Dragonite,3.04528,181166,4.468
56,Pinsir-Mega,2.62371,86197,2.126
57,Bisharp,2.55462,91430,2.255
58,Hoopa-Unbound,2.55302,73152,1.804
59,Weavile,2.45937,125713,3.1
60,Mimikyu,2.43706,149547,3.688
61,Gastrodon,2.28334,78607,1.939
62,Venusaur-Mega,2.26723,142872,3.523
63,Crawdaunt,1.97307,54351,1.34
64,Cresselia,1.72622,60253,1.486
65,Ribombee,1.58988,49729,1.226
66,Marowak-Alola,1.54929,65401,1.613
67,Slowbro,1.5457,41243,1.017
68,Thundurus-Therian,1.51905,72197,1.78
69,Hydreigon,1.44796,83363,2.056
70,Latios-Mega,1.44295,43543,1.074
71,Muk-Alola,1.44077,77325,1.907
72,Mamoswine,1.35909,61379,1.514
73,Amoonguss,1.33712,45476,1.122
74,Seismitoad,1.31358,38392,0.947
75,Hippowdon,1.30952,50391,1.243
76,Garchomp-Mega,1.26804,71598,1.766
77,Kyurem,1.2494,20232,0.499
78,Gallade-Mega,1.19113,78925,1.946
79,Kingdra,1.18673,63751,1.572
80,Heracross-Mega,1.10855,44147,1.089
81,Shedinja,1.10305,18492,0.456
82,Torkoal,1.08282,46539,1.148
83,Breloom,1.06223,90967,2.243
84,Salamence,1.04997,81649,2.014
85,Stakataka,1.03829,37347,0.921
86,Latios,1.00281,72389,1.785
